dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,depth_to_width_ratio,batch_size_to_dataset_ratio,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,avg_learning_slope,std_learning_slope,avg_validation_gap,std_validation_gap,avg_first_overfit_epoch,std_first_overfit_epoch,avg_first_stay_epoch,std_first_stay_epoch,avg_percentage_weights_near_zero,std_percentage_weights_near_zero,avg_avg_weights,std_avg_weights,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Balance Scale,Data\Input\Subsets\Balance Scale\1287481636_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.064,4.0,0.25,500.0,4.0,125.0,1.0,125.0,1.0,0.0,0.0290261803234786,0.0,0.1161047212939147,1.0294515454968027,10.940034355799693,0.0004380349516868,0.0002536971186946,8.340774756181446e-05,0.0140380782015336,9.1,4.988987873306569,5.1,3.83275357934736,20.35027713463832,3.5106625110794063,0.1880160282270905,0.0334281304034454,4,3,5,1,3,2,2,4
Balance Scale,Data\Input\Subsets\Balance Scale\4164078283_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.0853333333333333,4.0,0.25,375.0,3.0,93.75,0.75,125.0,1.0,0.0,0.023079323522363,0.0,0.0923172940894521,1.0233477118728451,10.900395256425014,0.0004690236449241,0.0003595010551065,0.0047939965562896,0.0383878110028423,10.5,7.242237223399963,5.0,2.792848008753788,20.375261943754733,1.80988222889274,0.1863309581065275,0.015618784641894,3,2,4,1,1,1,2,2
Balance Scale,Data\Input\Subsets\Balance Scale\2433980817_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.0853333333333333,4.0,0.25,375.0,3.0,93.75,0.75,125.0,1.0,0.0,0.0140964184168858,0.0,0.0563856736675435,1.01419624142041,18.48389044964957,9.027892351150512e-05,0.0005192253880923,0.0624083655833996,0.0732917166603177,10.8,6.11228271597445,4.8,1.6,22.83339496715798,2.5147874533049897,0.1661098069797817,0.0206314981379446,2,2,4,1,1,1,1,3
Balance Scale,Data\Input\Subsets\Balance Scale\2413724534_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.128,4.0,0.25,250.0,2.0,62.5,0.5,125.0,1.0,0.0,0.0060008341423029,0.0,0.0240033365692116,1.006018875216616,27.87711791905736,-0.0002466601431369,0.0004478051251296,0.18141492865797,0.1183140539986772,5.5,4.477722635447623,2.2,0.6,24.83310349704748,1.9299152883828576,0.1519535696452941,0.0124555912225179,3,2,2,2,3,4,1,3
Balance Scale,Data\Input\Subsets\Balance Scale\2239044247_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.128,4.0,0.25,250.0,2.0,62.5,0.5,125.0,1.0,0.0,0.0344258088463118,0.0,0.1377032353852474,1.0350252358111438,4.033630318276489,-1.4645755290985106e-05,0.0005372620050339,0.0111440653580593,0.063650890194719,30.6,56.60777331780504,9.7,7.576938695805847,37.04359817545348,6.346355969578159,0.0946663742236976,0.0236385351526003,2,2,3,1,2,1,2,2
Balance Scale,Data\Input\Subsets\Balance Scale\1904675452_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.0512,3.0,0.3333333333333333,625.0,5.0,208.3333333333333,1.6666666666666667,125.0,1.0,0.0,0.0312734874954577,0.0,0.0938204624863731,1.0317676408522891,16.15444445467173,0.0001635765433311,0.0003969355954069,0.0261535291065599,0.052083362000925,27.6,57.58159428150631,6.5,3.3241540277189325,23.64995355847251,4.876647405325562,0.1619796409234917,0.033614879631751,3,3,4,1,1,1,2,3
Balance Scale,Data\Input\Subsets\Balance Scale\1208072988_20260725_124750.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.0512,2.0,0.0,625.0,5.0,312.5,2.5,125.0,1.0,0.0,0.0469102312431865,0.0,0.0938204624863731,1.048027924692894,16.15444445467173,0.0002638975977897,0.000278162371512,0.002443190413743,0.0202473249703435,10.0,5.761944116355173,5.6,2.107130750570548,26.588555858310627,5.288631008288862,0.1435965416132172,0.0301864202335134,3,2,4,1,1,1,2,3
Balance Scale,Data\Input\Subsets\Balance Scale\3766030213_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.0512,3.0,0.3333333333333333,625.0,5.0,208.3333333333333,1.6666666666666667,125.0,1.0,0.0,0.0312734874954577,0.0,0.0938204624863731,1.0317676408522891,16.15444445467173,0.0001787526011466,0.0003116632377914,0.0091070573566204,0.0362740347939804,6.5,2.6551836094703507,6.1,3.047950130825634,21.84784704088607,4.440623147595738,0.1753213250796457,0.0321753145988343,3,3,4,1,1,1,2,3
Balance Scale,Data\Input\Subsets\Balance Scale\1471551627_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.3106796116504854,4.0,0.25,103.0,5.0,25.75,1.25,20.6,0.9523809523809524,0.0,0.0761733413365216,0.0,0.1349143329108205,1.079149619182794,4.281224897198224,0.0001536286473274,0.0003129454042019,0.0365194715092535,0.0416593676573724,7.8,3.5156791662493894,8.7,5.745432968889291,34.666037702884495,2.810750752519757,0.0946449632630553,0.0082355734726034,2,2,2,2,2,2,1,2
Balance Scale,Data\Input\Subsets\Balance Scale\613540668_20260528_183150.csv,32.0,0.0091,200.0,4.0,156.0,80.0,224.0,624.0,0.0256410256410256,0.1509433962264151,4.0,0.25,212.0,5.0,53.0,1.25,42.4,0.9767441860465116,0.0,0.0419794052898727,0.0189965958127076,0.1012617414581725,1.0428730008624465,8.584290527801034,0.000439680814743,8.840630006502478e-05,0.0175000787850747,0.0353276024452718,15.2,6.063002556489648,4.9,2.4269322199023198,24.441532575082555,1.2804852547349037,0.1447265858232578,0.0073946446443578,3,2,2,2,2,2,1,3
