X00,X01,X02,X03,X04,X05,X09,X11,X12,X14,X15,X17,X18,X19,target
-1.2228793564530585,-1.8022338742532023,-2.0393454081948024,-0.8986024619145837,-0.4236207574857654,0.12276365511441092,-1.3704666916077213,0.7844929853938242,0.1278243328599225,0.96223337008495,0.6349042040603761,1.6418352207349807,0.4498122977437239,-0.10848768218073455,3
-0.6882414093921072,1.9849568075284985,-0.05256384212799958,0.7691272744970657,0.5894154559906205,0.6905677484794904,-0.5019535681226015,-0.9281341293647826,-0.8713141907168701,-0.38030355611006433,-1.8450695202771503,0.28978942586936873,0.934273602085194,0.22446684113609777,2
-0.12390135416110312,-1.213748104151785,0.5198986430098927,1.1295264971961931,0.6609238945889537,0.8559475814984455,-0.5999061760344574,-1.0339334878054687,-0.10833568180368308,-0.6131420636051406,0.43054111319069116,-0.2694337039441566,-0.5608742164858951,-1.061107568337227,1
0.8463675127272898,-0.046268269918328525,1.277569579221809,-0.7148695248522833,-0.10779182034312745,0.28263082703273407,1.2089519834044764,0.6853060868556807,-0.05989260187268704,-0.6973602471671895,-0.3261546557051687,-1.7205823319412794,1.8196683996747778,-1.421808301930462,2
1.1433885944278182,0.029665377836693055,-0.22935372724411338,-1.1176686561042495,0.8039407717856201,-0.5497809991626738,0.35349920764093734,1.1746281196438542,0.9816336166437268,-0.45461371807657797,-0.9889538693365789,-0.6162936199044445,-0.727929838672609,-1.0703563050960279,2
-0.0050929214808917295,0.4093336166118009,0.5451543408836234,-0.4958033306626176,-1.543919628859651,-0.6379835767727832,1.1567105925181533,0.8506175844192527,1.3389013311348223,-0.13755702701945277,0.9276405234142491,-0.21988228737840126,0.2075816455729888,-1.995229980976118,3
0.8562682154506408,0.6940847956931318,-1.1133031528246824,0.3309948861177341,-0.2806038802890991,0.3873713879447393,1.44403824239293,0.18275913426242174,0.9453013066954801,-1.1134971541796663,-0.22121144688019537,-0.24111860876372496,-0.5107575298298809,-0.5524270466031777,2
-0.2229083813946126,-1.1852729862436522,-1.559487148593922,-0.453403422109779,-1.9252979680507611,-1.9775602242263206,-0.6325570453384091,0.5927316482200805,0.030938172997930412,1.1108536940179774,0.021814931451321677,-1.17551674971797,-1.6634413229182066,0.048740842718880704,3
-1.1040709237728472,-1.403582223539339,-1.3153487358145268,-0.7007362220013372,-0.465334013334793,-0.8584900207980568,-0.8088717395797492,1.7631370509701705,0.43059358242864754,0.5758205278590788,1.4136932800772828,0.36057716382044797,1.8697850863307919,-0.20097504976874353,3
-0.7476456257322129,0.7225599136012649,-2.165623897563455,0.3097949318413148,-0.5010882326339596,-0.8805406652005842,0.9869260721376037,2.5963069986905745,-1.1680280552942206,-0.7766244199314707,-1.2430269012286195,-0.998547404840272,-1.8054386017769133,0.09498452651288523,3
