attribute#1,attribute#3,attribute#4,attribute#5,target
-1.3592121347010717,0.779522611854425,-1.2202003478482086,-0.8980265101338745,2
-1.3592121347010717,-1.2828364242328727,-1.2202003478482086,-0.8980265101338745,2
-1.3592121347010717,0.779522611854425,0.8195375470622297,-0.8980265101338745,2
-1.3592121347010717,0.779522611854425,-1.2202003478482086,1.1135528725660044,2
-1.3592121347010717,0.779522611854425,-1.2202003478482086,-0.8980265101338745,2
-1.3592121347010717,0.779522611854425,-1.2202003478482086,-0.8980265101338745,2
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,2
0.7357203297923232,0.779522611854425,-1.2202003478482086,-0.8980265101338745,2
-1.3592121347010717,-1.2828364242328727,-1.2202003478482086,1.1135528725660044,2
0.7357203297923232,0.779522611854425,-1.2202003478482086,-0.8980265101338745,2
-1.3592121347010717,0.779522611854425,-1.2202003478482086,1.1135528725660044,2
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,-1.2828364242328727,0.8195375470622297,1.1135528725660044,10
0.7357203297923232,0.779522611854425,-1.2202003478482086,-0.8980265101338745,10
-1.3592121347010717,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,-1.2828364242328727,0.8195375470622297,-0.8980265101338745,10
-1.3592121347010717,0.779522611854425,0.8195375470622297,1.1135528725660044,10
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
-1.3592121347010717,-1.2828364242328727,0.8195375470622297,-0.8980265101338745,10
-1.3592121347010717,-1.2828364242328727,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,10
0.7357203297923232,0.779522611854425,-1.2202003478482086,1.1135528725660044,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,1.1135528725660044,4
0.7357203297923232,-1.2828364242328727,0.8195375470622297,-0.8980265101338745,4
-1.3592121347010717,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,-1.2828364242328727,-1.2202003478482086,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,4
0.7357203297923232,0.779522611854425,0.8195375470622297,1.1135528725660044,4
0.7357203297923232,0.779522611854425,0.8195375470622297,-0.8980265101338745,5
-1.3592121347010717,0.779522611854425,0.8195375470622297,-0.8980265101338745,5
-1.3592121347010717,0.779522611854425,0.8195375470622297,-0.8980265101338745,5
-1.3592121347010717,0.779522611854425,-1.2202003478482086,-0.8980265101338745,5
-1.3592121347010717,0.779522611854425,0.8195375470622297,1.1135528725660044,5
-1.3592121347010717,0.779522611854425,-1.2202003478482086,1.1135528725660044,5
