work_year,target,job_title,salary,salary_in_usd,remote_ratio,company_size
0.933090760892103,4,84,-0.16136692109042466,342,1.0282812738738005,0
0.933090760892103,3,66,-0.22325721148881794,89,1.0282812738738005,2
0.933090760892103,3,66,-0.22882733762467333,75,1.0282812738738005,2
0.933090760892103,4,47,-0.04377536933347743,757,1.0282812738738005,1
0.933090760892103,4,47,-0.11185468877171004,509,1.0282812738738005,1
0.933090760892103,4,8,0.014649064802605825,914,-1.04837274073339,0
0.933090760892103,4,8,-0.09204979584422418,591,-1.04837274073339,0
0.933090760892103,4,47,0.010688086217108655,906,-1.04837274073339,1
0.933090760892103,4,47,-0.08586076680438486,619,-1.04837274073339,1
0.933090760892103,4,47,-0.07831015137578087,649,-1.04837274073339,1
0.933090760892103,4,47,-0.1481223989451685,357,-1.04837274073339,1
0.933090760892103,4,25,-0.09947663069203137,563,1.0282812738738005,1
0.933090760892103,4,25,-0.13661080493106734,402,1.0282812738738005,1
0.933090760892103,1,8,0.004078203202560254,893,-1.04837274073339,0
0.933090760892103,1,8,-0.0985358982779758,569,-1.04837274073339,0
0.933090760892103,4,38,-0.07831015137578087,649,-1.04837274073339,1
0.933090760892103,4,38,-0.1481223989451685,357,-1.04837274073339,1
0.933090760892103,4,47,-0.04996439837331675,738,-1.04837274073339,1
0.933090760892103,4,47,-0.07472051453267407,663,-1.04837274073339,1
0.933090760892103,3,25,-0.07472051453267407,663,1.0282812738738005,1
0.933090760892103,3,25,-0.12423274685138869,460,1.0282812738738005,1
0.933090760892103,4,88,0.08000521146330912,984,-1.04837274073339,1
0.933090760892103,4,88,-0.045013175141445295,755,-1.04837274073339,1
0.933090760892103,4,4,0.024303950104755178,927,1.0282812738738005,1
0.933090760892103,4,4,-0.08313759402685555,632,1.0282812738738005,1
0.933090760892103,4,18,0.01811492106491585,919,-1.04837274073339,1
0.933090760892103,4,18,-0.06679855736167972,691,-1.04837274073339,1
0.933090760892103,4,69,-0.012830224134280789,851,-1.04837274073339,1
0.933090760892103,4,69,-0.09947663069203137,563,-1.04837274073339,1
0.933090760892103,4,50,-0.148988863010746,355,-1.04837274073339,1
0.933090760892103,4,50,-0.17126936755416758,277,-1.04837274073339,1
0.933090760892103,4,33,0.05302104484960966,963,-1.04837274073339,1
0.933090760892103,4,33,-0.1481223989451685,357,-1.04837274073339,1
0.933090760892103,4,23,0.16394082330161008,1019,-1.04837274073339,1
0.933090760892103,4,23,-0.031904811635065596,795,-1.04837274073339,1
0.933090760892103,3,33,-0.05924794193307575,715,-1.04837274073339,1
0.933090760892103,3,33,-0.09947663069203137,563,-1.04837274073339,1
0.933090760892103,3,25,-0.12995140968420021,436,-1.04837274073339,1
0.933090760892103,3,25,-0.18055291111392657,238,-1.04837274073339,1
0.933090760892103,1,41,-0.13661080493106734,402,1.0282812738738005,0
0.933090760892103,1,22,-0.22325721148881794,89,1.0282812738738005,0
-0.4019626865857902,3,69,1.781988197419124,57,-0.010045733429794819,0
0.933090760892103,1,8,-0.00711156130146925,867,-1.04837274073339,0
0.933090760892103,1,8,-0.12339103890197053,465,-1.04837274073339,0
0.933090760892103,4,33,0.07468635990647121,981,-1.04837274073339,1
0.933090760892103,4,33,0.013762795844100834,912,-1.04837274073339,1
0.933090760892103,4,47,0.0029517999173094963,888,1.0282812738738005,1
0.933090760892103,4,47,-0.03139731125379877,797,1.0282812738738005,1
0.933090760892103,4,47,0.06391373595972688,974,1.0282812738738005,1
0.933090760892103,4,47,0.04287103722427316,949,1.0282812738738005,1
0.933090760892103,4,47,0.08037655320569949,985,1.0282812738738005,1
0.933090760892103,4,47,-0.03325401996575057,791,1.0282812738738005,1
0.933090760892103,4,47,0.010069183313124723,905,1.0282812738738005,1
0.933090760892103,4,47,-0.013946724973067804,850,1.0282812738738005,1
0.933090760892103,4,33,-0.008745464967986833,863,1.0282812738738005,1
0.933090760892103,4,33,-0.10739858786302572,528,1.0282812738738005,1
0.933090760892103,4,88,-0.026309929383050844,814,-1.04837274073339,1
0.933090760892103,4,88,-0.08833637842032059,609,-1.04837274073339,1
0.933090760892103,2,47,0.05989086708383131,969,-1.04837274073339,1
0.933090760892103,2,47,-0.03139731125379877,797,-1.04837274073339,1
0.933090760892103,4,33,0.026160658816706976,930,1.0282812738738005,1
0.933090760892103,4,33,-0.05491562160518822,725,1.0282812738738005,1
0.933090760892103,4,47,-0.04686988385339709,750,1.0282812738738005,1
0.933090760892103,4,47,-0.12361384394740475,463,1.0282812738738005,1
0.933090760892103,4,33,0.0342063965684981,938,-1.04837274073339,1
0.933090760892103,4,33,-0.04253756352550956,761,-1.04837274073339,1
0.933090760892103,4,33,0.032968590760530235,937,1.0282812738738005,1
0.933090760892103,4,33,-0.011035405712727384,856,1.0282812738738005,1
0.933090760892103,4,8,0.1225857312574037,1007,-1.04837274073339,0
0.933090760892103,4,8,-0.06345648168016649,700,-1.04837274073339,0
0.933090760892103,4,33,-0.11804371781154936,481,-1.04837274073339,1
0.933090760892103,4,33,-0.15951021237847285,320,-1.04837274073339,1
0.933090760892103,4,47,0.032968590760530235,937,1.0282812738738005,1
0.933090760892103,4,47,-0.011035405712727384,856,1.0282812738738005,1
0.933090760892103,4,23,0.08619424050314846,987,-1.04837274073339,1
0.933090760892103,4,23,-0.00045216605460213406,883,-1.04837274073339,1
0.933090760892103,4,31,0.08631802108394523,988,1.0282812738738005,1
0.933090760892103,4,31,-0.0523162294084557,734,1.0282812738738005,1
0.933090760892103,4,33,-0.020875961886071916,830,1.0282812738738005,1
