work_year,target,job_title,salary_in_usd,company_location,company_size
0.933090760892103,4,84,342,25,0
0.933090760892103,3,66,89,70,2
0.933090760892103,3,66,75,70,2
0.933090760892103,4,47,757,12,1
0.933090760892103,4,47,509,12,1
0.933090760892103,4,8,914,70,0
0.933090760892103,4,8,591,70,0
0.933090760892103,4,47,906,12,1
0.933090760892103,4,47,619,12,1
0.933090760892103,4,47,649,70,1
0.933090760892103,4,47,357,70,1
0.933090760892103,4,25,563,70,1
0.933090760892103,4,25,402,70,1
0.933090760892103,1,8,893,70,0
0.933090760892103,1,8,569,70,0
0.933090760892103,4,38,649,70,1
0.933090760892103,4,38,357,70,1
0.933090760892103,4,47,738,70,1
0.933090760892103,4,47,663,70,1
0.933090760892103,3,25,663,70,1
0.933090760892103,3,25,460,70,1
0.933090760892103,4,88,984,20,1
0.933090760892103,4,88,755,20,1
0.933090760892103,4,4,927,28,1
0.933090760892103,4,4,632,28,1
0.933090760892103,4,18,919,70,1
0.933090760892103,4,18,691,70,1
0.933090760892103,4,69,851,70,1
0.933090760892103,4,69,563,70,1
0.933090760892103,4,50,355,12,1
0.933090760892103,4,50,277,12,1
0.933090760892103,4,33,963,70,1
0.933090760892103,4,33,357,70,1
0.933090760892103,4,23,1019,70,1
0.933090760892103,4,23,795,70,1
0.933090760892103,3,33,715,70,1
0.933090760892103,3,33,563,70,1
0.933090760892103,3,25,436,70,1
0.933090760892103,3,25,238,70,1
0.933090760892103,1,41,402,53,0
0.933090760892103,1,22,89,53,0
-0.4019626865857902,3,69,57,38,0
0.933090760892103,1,8,867,70,0
0.933090760892103,1,8,465,70,0
0.933090760892103,4,33,981,70,1
0.933090760892103,4,33,912,70,1
0.933090760892103,4,47,888,70,1
0.933090760892103,4,47,797,70,1
0.933090760892103,4,47,974,70,1
0.933090760892103,4,47,949,70,1
0.933090760892103,4,47,985,70,1
0.933090760892103,4,47,791,70,1
0.933090760892103,4,47,905,70,1
0.933090760892103,4,47,850,70,1
0.933090760892103,4,33,863,70,1
0.933090760892103,4,33,528,70,1
0.933090760892103,4,88,814,70,1
0.933090760892103,4,88,609,70,1
0.933090760892103,2,47,969,70,1
0.933090760892103,2,47,797,70,1
0.933090760892103,4,33,930,70,1
0.933090760892103,4,33,725,70,1
0.933090760892103,4,47,750,70,1
0.933090760892103,4,47,463,70,1
0.933090760892103,4,33,938,70,1
0.933090760892103,4,33,761,70,1
0.933090760892103,4,33,937,70,1
0.933090760892103,4,33,856,70,1
0.933090760892103,4,8,1007,70,0
0.933090760892103,4,8,700,70,0
0.933090760892103,4,33,481,70,1
0.933090760892103,4,33,320,70,1
0.933090760892103,4,47,937,70,1
0.933090760892103,4,47,856,70,1
0.933090760892103,4,23,987,70,1
0.933090760892103,4,23,883,70,1
0.933090760892103,4,31,988,70,1
0.933090760892103,4,31,734,70,1
0.933090760892103,4,33,830,70,1
0.933090760892103,4,33,609,70,1
0.933090760892103,3,47,242,31,0
0.933090760892103,4,69,663,70,1
0.933090760892103,3,6,268,20,2
-0.4019626865857902,1,1,1004,38,0
0.933090760892103,3,69,387,54,0
0.933090760892103,4,18,802,70,1
0.933090760892103,4,18,561,70,1
0.933090760892103,4,33,919,70,1
0.933090760892103,4,33,757,70,1
0.933090760892103,4,33,797,70,1
0.933090760892103,4,33,613,70,1
0.933090760892103,4,47,154,25,1
0.933090760892103,4,47,116,25,1
0.933090760892103,4,47,432,70,1
0.933090760892103,4,47,270,70,1
0.933090760892103,1,69,716,70,1
0.933090760892103,1,69,642,70,1
0.933090760892103,4,33,903,70,1
0.933090760892103,4,33,797,70,1
0.933090760892103,4,25,859,70,0
0.933090760892103,4,25,425,70,0
0.933090760892103,4,25,639,70,1
0.933090760892103,4,25,240,70,1
0.933090760892103,4,33,721,70,1
0.933090760892103,4,33,576,70,1
0.933090760892103,4,33,772,70,1
0.933090760892103,4,33,374,70,1
0.933090760892103,4,4,674,70,1
0.933090760892103,4,4,495,70,1
0.933090760892103,4,33,952,70,1
0.933090760892103,4,33,582,70,1
0.933090760892103,4,88,861,70,1
0.933090760892103,4,88,578,70,1
0.933090760892103,1,89,908,70,0
-0.4019626865857902,1,69,195,14,2
0.933090760892103,4,47,509,70,1
0.933090760892103,4,4,997,70,1
0.933090760892103,4,4,894,70,1
0.933090760892103,4,4,777,70,1
0.933090760892103,4,4,633,70,1
0.933090760892103,4,69,990,70,1
0.933090760892103,4,69,813,70,1
0.933090760892103,4,4,895,70,1
0.933090760892103,4,33,802,70,1
0.933090760892103,4,33,561,70,1
0.933090760892103,4,33,962,70,1
0.933090760892103,4,33,560,70,1
0.933090760892103,3,29,687,70,1
0.933090760892103,3,29,613,70,1
0.933090760892103,4,33,713,70,1
0.933090760892103,4,33,624,70,1
0.933090760892103,4,69,1018,70,0
0.933090760892103,4,69,762,70,0
0.933090760892103,3,33,402,70,1
0.933090760892103,3,33,270,70,1
0.933090760892103,1,33,338,70,1
0.933090760892103,1,33,240,70,1
0.933090760892103,4,47,606,70,1
0.933090760892103,4,47,332,70,1
0.933090760892103,1,25,292,70,1
0.933090760892103,1,25,270,70,1
0.933090760892103,4,25,866,70,1
0.933090760892103,4,25,607,70,1
0.933090760892103,4,69,1012,70,1
0.933090760892103,4,69,887,70,1
0.933090760892103,4,33,379,70,1
0.933090760892103,4,33,292,70,1
0.933090760892103,4,47,835,70,1
0.933090760892103,4,47,705,70,1
0.933090760892103,4,4,927,70,1
0.933090760892103,4,4,632,70,1
0.933090760892103,3,17,432,70,0
0.933090760892103,3,5,56,38,0
0.933090760892103,3,25,146,28,1
0.933090760892103,3,25,132,28,1
0.933090760892103,4,33,639,70,1
0.933090760892103,4,25,735,70,1
0.933090760892103,4,25,434,70,1
0.933090760892103,4,69,818,70,1
0.933090760892103,4,69,663,70,1
0.933090760892103,4,4,663,70,1
0.933090760892103,4,4,509,70,1
0.933090760892103,4,33,509,70,1
0.933090760892103,4,25,185,13,1
0.933090760892103,4,25,132,13,1
0.933090760892103,4,33,943,70,1
0.933090760892103,4,33,687,70,1
0.933090760892103,4,33,908,70,1
0.933090760892103,4,33,818,70,1
0.933090760892103,3,47,253,28,1
0.933090760892103,3,47,185,28,1
-3.0720695815415766,2,91,34,12,1
0.933090760892103,3,55,339,28,1
0.933090760892103,3,55,199,28,1
0.933090760892103,1,25,338,70,1
0.933090760892103,1,25,292,70,1
0.933090760892103,4,33,705,70,1
0.933090760892103,3,69,1004,70,1
0.933090760892103,3,69,960,70,1
0.933090760892103,4,47,924,70,1
0.933090760892103,4,47,803,70,1
0.933090760892103,4,47,818,70,1
0.933090760892103,3,88,927,70,1
0.933090760892103,3,88,851,70,1
0.933090760892103,4,31,779,70,1
0.933090760892103,4,31,481,70,1
0.933090760892103,4,31,851,70,1
0.933090760892103,4,32,179,27,2
0.933090760892103,2,33,908,70,1
0.933090760892103,2,33,868,70,1
0.933090760892103,3,33,779,70,1
0.933090760892103,4,33,851,70,1
0.933090760892103,4,33,663,70,1
0.933090760892103,4,23,897,70,1
0.933090760892103,4,23,738,70,1
0.933090760892103,4,69,953,70,1
0.933090760892103,4,69,747,70,1
0.933090760892103,4,47,918,12,1
0.933090760892103,4,47,761,12,1
0.933090760892103,4,25,509,70,1
0.933090760892103,4,25,292,70,1
0.933090760892103,1,33,41,38,0
0.933090760892103,4,5,261,26,1
0.933090760892103,3,1,293,26,1
0.933090760892103,4,25,613,70,1
0.933090760892103,4,25,509,70,1
0.933090760892103,4,33,554,70,1
0.933090760892103,2,58,1016,70,1
0.933090760892103,2,58,979,70,1
0.933090760892103,4,41,402,70,1
0.933090760892103,4,41,315,70,1
0.933090760892103,4,47,960,70,1
0.933090760892103,4,47,715,70,1
0.933090760892103,3,1,851,70,1
0.933090760892103,4,33,402,70,1
0.933090760892103,2,33,639,70,1
0.933090760892103,2,33,481,70,1
0.933090760892103,4,47,864,70,1
0.933090760892103,4,47,672,70,1
0.933090760892103,4,47,939,70,0
0.933090760892103,4,47,524,70,0
0.933090760892103,4,47,937,70,1
0.933090760892103,4,47,639,70,1
0.933090760892103,4,45,822,70,1
0.933090760892103,4,45,586,70,1
0.933090760892103,4,4,818,70,1
0.933090760892103,4,4,470,70,1
-0.4019626865857902,4,47,350,28,0
0.933090760892103,4,25,589,70,1
0.933090760892103,4,25,438,70,1
0.933090760892103,4,88,1000,70,1
0.933090760892103,4,88,797,70,1
0.933090760892103,4,25,315,70,1
0.933090760892103,4,25,270,70,1
0.933090760892103,4,33,705,70,1
0.933090760892103,4,47,757,70,1
0.933090760892103,4,47,639,70,1
0.933090760892103,4,25,851,70,1
0.933090760892103,4,25,653,70,1
0.933090760892103,4,33,942,70,0
0.933090760892103,4,33,530,70,0
0.933090760892103,4,4,675,70,1
0.933090760892103,4,4,501,70,1
0.933090760892103,4,4,753,70,1
0.933090760892103,4,4,474,70,1
0.933090760892103,4,8,971,70,0
0.933090760892103,2,33,757,70,1
0.933090760892103,2,33,460,70,1
0.933090760892103,4,89,563,70,1
0.933090760892103,4,89,460,70,1
0.933090760892103,4,8,868,70,1
0.933090760892103,4,8,793,70,1
0.933090760892103,4,25,660,70,1
0.933090760892103,4,25,549,70,1
0.933090760892103,4,33,907,70,1
0.933090760892103,4,33,645,70,1
0.933090760892103,4,47,589,70,1
0.933090760892103,4,47,849,70,1
0.933090760892103,4,47,714,70,1
0.933090760892103,2,4,910,70,1
0.933090760892103,2,4,676,70,1
0.933090760892103,4,25,805,70,1
0.933090760892103,4,25,554,70,1
0.933090760892103,4,89,883,70,1
0.933090760892103,4,89,591,70,1
0.933090760892103,4,47,402,70,1
0.933090760892103,4,33,771,70,1
0.933090760892103,4,33,454,70,1
0.933090760892103,4,47,949,70,1
0.933090760892103,4,47,779,70,1
0.933090760892103,4,25,626,70,1
0.933090760892103,4,37,848,70,1
0.933090760892103,4,37,434,70,1
0.933090760892103,4,25,538,70,1
0.933090760892103,4,25,470,70,1
0.933090760892103,4,47,883,70,1
0.933090760892103,4,47,687,70,1
0.933090760892103,4,37,481,70,1
0.933090760892103,4,37,343,70,1
0.933090760892103,4,47,721,70,1
0.933090760892103,4,47,613,70,1
0.933090760892103,4,25,609,70,1
0.933090760892103,4,25,440,70,1
0.933090760892103,1,25,125,12,0
-0.4019626865857902,4,1,984,12,2
0.933090760892103,4,73,159,69,2
0.933090760892103,3,69,989,70,1
0.933090760892103,3,69,666,70,1
0.933090760892103,1,47,170,12,0
0.933090760892103,4,31,961,70,1
0.933090760892103,4,31,702,70,1
0.933090760892103,1,47,564,70,1
0.933090760892103,1,47,276,70,1
0.933090760892103,3,47,370,70,1
0.933090760892103,3,47,171,70,1
0.933090760892103,4,25,757,12,1
0.933090760892103,4,25,589,12,1
0.933090760892103,4,69,967,70,1
0.933090760892103,4,69,648,70,1
0.933090760892103,4,33,913,70,1
0.933090760892103,4,47,861,70,1
0.933090760892103,4,47,579,70,1
0.933090760892103,4,33,910,70,1
0.933090760892103,4,33,648,70,1
0.933090760892103,4,47,802,70,1
0.933090760892103,4,47,561,70,1
0.933090760892103,4,47,938,70,1
0.933090760892103,4,47,690,70,1
0.933090760892103,4,69,1006,70,1
0.933090760892103,4,69,849,70,1
0.933090760892103,3,16,154,25,1
0.933090760892103,4,33,663,70,1
0.933090760892103,4,33,563,70,1
0.933090760892103,4,47,613,70,1
0.933090760892103,4,47,460,70,1
0.933090760892103,3,25,355,70,1
0.933090760892103,3,25,292,70,1
0.933090760892103,3,89,840,28,1
0.933090760892103,3,89,416,28,1
0.933090760892103,4,33,941,70,1
0.933090760892103,4,33,792,70,1
0.933090760892103,3,49,563,70,1
0.933090760892103,3,49,315,70,1
0.933090760892103,4,33,960,70,1
0.933090760892103,4,29,705,70,1
0.933090760892103,4,29,509,70,1
0.933090760892103,4,69,996,70,1
0.933090760892103,4,69,858,70,1
0.933090760892103,4,25,687,70,1
0.933090760892103,4,33,851,70,1
0.933090760892103,4,47,695,70,1
0.933090760892103,4,47,428,70,1
0.933090760892103,3,47,779,70,1
0.933090760892103,3,47,613,70,1
0.933090760892103,2,47,851,70,1
0.933090760892103,2,47,639,70,1
0.933090760892103,3,62,259,70,0
0.933090760892103,1,13,209,70,1
0.933090760892103,3,33,538,70,1
0.933090760892103,3,33,355,70,1
0.933090760892103,4,25,432,70,1
0.933090760892103,4,25,355,70,1
0.933090760892103,1,88,687,70,1
0.933090760892103,1,88,538,70,1
0.933090760892103,4,69,943,70,1
0.933090760892103,4,69,782,70,1
0.933090760892103,4,47,962,70,1
0.933090760892103,4,47,683,70,1
0.933090760892103,2,31,779,70,1
0.933090760892103,2,31,687,70,1
0.933090760892103,4,47,822,70,1
0.933090760892103,4,47,586,70,1
0.933090760892103,4,33,644,70,1
0.933090760892103,4,33,292,70,1
0.933090760892103,1,25,236,70,1
0.933090760892103,1,25,193,70,1
0.933090760892103,4,69,738,70,1
0.933090760892103,4,25,878,70,1
0.933090760892103,4,25,740,70,1
0.933090760892103,4,69,538,70,1
0.933090760892103,4,69,402,70,1
0.933090760892103,3,37,589,70,1
0.933090760892103,3,37,509,70,1
0.933090760892103,4,47,851,70,1
0.933090760892103,4,47,738,70,1
0.933090760892103,4,47,743,36,1
0.933090760892103,4,47,476,36,1
0.933090760892103,4,25,681,70,1
0.933090760892103,4,25,403,70,1
0.933090760892103,4,69,481,12,1
0.933090760892103,4,69,379,12,1
0.933090760892103,3,25,787,70,1
0.933090760892103,3,25,515,70,1
0.933090760892103,4,33,862,70,1
0.933090760892103,4,33,480,70,1
0.933090760892103,3,25,281,28,1
0.933090760892103,3,25,185,28,1
0.933090760892103,1,33,365,70,1
0.933090760892103,1,33,220,70,1
0.933090760892103,4,33,563,70,1
0.933090760892103,4,47,968,12,1
0.933090760892103,4,47,818,12,1
0.933090760892103,3,31,730,70,1
0.933090760892103,3,31,444,70,1
0.933090760892103,3,33,644,70,1
0.933090760892103,3,33,292,70,1
-0.4019626865857902,1,33,208,54,0
0.933090760892103,2,33,994,70,1
0.933090760892103,2,33,875,70,1
0.933090760892103,4,25,315,70,1
0.933090760892103,4,33,916,70,1
0.933090760892103,4,33,768,70,1
0.933090760892103,2,53,1022,70,1
0.933090760892103,2,53,958,70,1
0.933090760892103,3,74,927,70,1
0.933090760892103,3,74,908,70,1
0.933090760892103,4,47,1001,70,1
0.933090760892103,4,47,846,70,1
0.933090760892103,3,89,883,70,1
0.933090760892103,3,89,670,70,1
