work_year,target,employment_type,job_title,salary,company_size
0.933090760892103,4,2,84,-0.16136692109042466,0
0.933090760892103,3,0,66,-0.22325721148881794,2
0.933090760892103,3,0,66,-0.22882733762467333,2
0.933090760892103,4,2,47,-0.04377536933347743,1
0.933090760892103,4,2,47,-0.11185468877171004,1
0.933090760892103,4,2,8,0.014649064802605825,0
0.933090760892103,4,2,8,-0.09204979584422418,0
0.933090760892103,4,2,47,0.010688086217108655,1
0.933090760892103,4,2,47,-0.08586076680438486,1
0.933090760892103,4,2,47,-0.07831015137578087,1
0.933090760892103,4,2,47,-0.1481223989451685,1
0.933090760892103,4,2,25,-0.09947663069203137,1
0.933090760892103,4,2,25,-0.13661080493106734,1
0.933090760892103,1,2,8,0.004078203202560254,0
0.933090760892103,1,2,8,-0.0985358982779758,0
0.933090760892103,4,2,38,-0.07831015137578087,1
0.933090760892103,4,2,38,-0.1481223989451685,1
0.933090760892103,4,2,47,-0.04996439837331675,1
0.933090760892103,4,2,47,-0.07472051453267407,1
0.933090760892103,3,2,25,-0.07472051453267407,1
0.933090760892103,3,2,25,-0.12423274685138869,1
0.933090760892103,4,2,88,0.08000521146330912,1
0.933090760892103,4,2,88,-0.045013175141445295,1
0.933090760892103,4,2,4,0.024303950104755178,1
0.933090760892103,4,2,4,-0.08313759402685555,1
0.933090760892103,4,2,18,0.01811492106491585,1
0.933090760892103,4,2,18,-0.06679855736167972,1
0.933090760892103,4,2,69,-0.012830224134280789,1
0.933090760892103,4,2,69,-0.09947663069203137,1
0.933090760892103,4,2,50,-0.148988863010746,1
0.933090760892103,4,2,50,-0.17126936755416758,1
0.933090760892103,4,2,33,0.05302104484960966,1
0.933090760892103,4,2,33,-0.1481223989451685,1
0.933090760892103,4,2,23,0.16394082330161008,1
0.933090760892103,4,2,23,-0.031904811635065596,1
0.933090760892103,3,2,33,-0.05924794193307575,1
0.933090760892103,3,2,33,-0.09947663069203137,1
0.933090760892103,3,2,25,-0.12995140968420021,1
0.933090760892103,3,2,25,-0.18055291111392657,1
0.933090760892103,1,2,41,-0.13661080493106734,0
0.933090760892103,1,2,22,-0.22325721148881794,0
-0.4019626865857902,3,2,69,1.781988197419124,0
0.933090760892103,1,2,8,-0.00711156130146925,0
0.933090760892103,1,2,8,-0.12339103890197053,0
0.933090760892103,4,2,33,0.07468635990647121,1
0.933090760892103,4,2,33,0.013762795844100834,1
0.933090760892103,4,2,47,0.0029517999173094963,1
0.933090760892103,4,2,47,-0.03139731125379877,1
0.933090760892103,4,2,47,0.06391373595972688,1
0.933090760892103,4,2,47,0.04287103722427316,1
0.933090760892103,4,2,47,0.08037655320569949,1
0.933090760892103,4,2,47,-0.03325401996575057,1
0.933090760892103,4,2,47,0.010069183313124723,1
0.933090760892103,4,2,47,-0.013946724973067804,1
0.933090760892103,4,2,33,-0.008745464967986833,1
0.933090760892103,4,2,33,-0.10739858786302572,1
0.933090760892103,4,2,88,-0.026309929383050844,1
0.933090760892103,4,2,88,-0.08833637842032059,1
0.933090760892103,2,2,47,0.05989086708383131,1
0.933090760892103,2,2,47,-0.03139731125379877,1
0.933090760892103,4,2,33,0.026160658816706976,1
0.933090760892103,4,2,33,-0.05491562160518822,1
0.933090760892103,4,2,47,-0.04686988385339709,1
0.933090760892103,4,2,47,-0.12361384394740475,1
0.933090760892103,4,2,33,0.0342063965684981,1
0.933090760892103,4,2,33,-0.04253756352550956,1
0.933090760892103,4,2,33,0.032968590760530235,1
0.933090760892103,4,2,33,-0.011035405712727384,1
0.933090760892103,4,2,8,0.1225857312574037,0
0.933090760892103,4,2,8,-0.06345648168016649,0
0.933090760892103,4,2,33,-0.11804371781154936,1
0.933090760892103,4,2,33,-0.15951021237847285,1
0.933090760892103,4,2,47,0.032968590760530235,1
0.933090760892103,4,2,47,-0.011035405712727384,1
0.933090760892103,4,2,23,0.08619424050314846,1
0.933090760892103,4,2,23,-0.00045216605460213406,1
0.933090760892103,4,2,31,0.08631802108394523,1
0.933090760892103,4,2,31,-0.0523162294084557,1
0.933090760892103,4,2,33,-0.020875961886071916,1
0.933090760892103,4,2,33,-0.08833637842032059,1
0.933090760892103,3,2,47,0.3708895763357576,0
0.933090760892103,4,2,69,-0.07472051453267407,1
0.933090760892103,3,2,6,-0.17993400820994263,2
-0.4019626865857902,1,2,1,0.11095035666250577,0
0.933090760892103,3,2,69,-0.148988863010746,0
0.933090760892103,4,2,18,-0.030283286026627693,1
0.933090760892103,4,2,18,-0.10034309475760889,1
0.933090760892103,4,2,33,0.01811492106491585,1
0.933090760892103,4,2,33,-0.04377536933347743,1
0.933090760892103,4,2,33,-0.03139731125379877,1
0.933090760892103,4,2,33,-0.08709857261235272,1
0.933090760892103,4,2,47,-0.20469012436929995,1
0.933090760892103,4,2,47,-0.21583037664101073,1
0.933090760892103,4,2,47,-0.13042177589122803,1
0.933090760892103,4,2,47,-0.17374497917010331,1
0.933090760892103,1,2,69,-0.058386429090730114,1
0.933090760892103,1,2,69,-0.07981408543246184,1
0.933090760892103,4,2,33,0.008212474601172925,1
0.933090760892103,4,2,33,-0.03139731125379877,1
0.933090760892103,4,2,25,-0.009364367871970767,0
0.933090760892103,4,2,25,-0.13128823995680552,0
0.933090760892103,4,2,25,-0.0809095435725134,1
0.933090760892103,4,2,25,-0.17993400820994263,1
0.933090760892103,4,2,33,-0.056153427413156085,1
0.933090760892103,4,2,33,-0.09662967733370528,1
0.933090760892103,4,2,33,-0.03861371911425143,1
0.933090760892103,4,2,33,-0.14366629803648417,1
0.933090760892103,4,2,4,-0.0716260000127544,1
0.933090760892103,4,2,4,-0.11624889938999595,1
0.933090760892103,4,2,33,0.045717990582599254,1
0.933090760892103,4,2,33,-0.0947729686217535,1
0.933090760892103,4,2,88,-0.009116806710377193,1
0.933090760892103,4,2,88,-0.09576321326812778,1
0.933090760892103,1,2,89,0.011925892025076521,0
-0.4019626865857902,1,2,69,-0.19354987209758917,2
