parents,has_nurs,form,children,housing,finance,social,health,target
0,0.7105783667996537,2,3,2,1,2,1,3
0,0.004865266205264452,3,0,0,0,2,1,2
0,-0.7008478343891248,2,3,0,0,0,2,2
0,-1.406560934983514,0,3,0,1,2,2,3
1,0.004865266205264452,0,3,0,1,2,1,2
2,1.416291467394043,2,2,1,1,0,1,3
1,-0.7008478343891248,3,3,2,0,1,0,1
0,1.416291467394043,1,2,0,0,2,1,3
2,-0.7008478343891248,1,0,1,1,1,0,1
1,0.7105783667996537,0,0,1,1,2,0,1
2,1.416291467394043,3,2,2,0,0,2,3
1,-1.406560934983514,2,0,1,0,2,2,3
2,0.7105783667996537,0,3,0,0,0,0,1
0,0.004865266205264452,3,3,1,0,0,0,1
0,-0.7008478343891248,0,2,1,1,0,0,1
0,-0.7008478343891248,1,1,0,1,2,1,3
2,-1.406560934983514,2,2,1,0,0,1,3
0,-0.7008478343891248,2,3,1,0,1,1,3
2,-0.7008478343891248,2,0,2,0,2,2,2
1,-0.7008478343891248,1,0,1,1,0,0,1
0,-1.406560934983514,0,1,0,0,0,1,3
1,0.7105783667996537,0,2,2,1,1,1,2
1,0.004865266205264452,1,3,2,0,2,0,1
2,-1.406560934983514,1,1,2,1,1,1,2
0,-1.406560934983514,2,1,1,1,0,2,3
2,0.7105783667996537,3,1,0,0,2,1,2
2,-1.406560934983514,3,2,2,0,2,0,1
2,0.7105783667996537,2,3,2,1,1,2,2
2,0.7105783667996537,0,0,2,0,0,2,4
2,0.004865266205264452,3,0,0,0,2,2,4
2,0.7105783667996537,3,3,2,1,2,1,2
0,0.7105783667996537,2,2,2,0,1,1,3
1,0.004865266205264452,1,2,0,0,2,2,4
0,0.004865266205264452,3,1,1,0,1,1,3
1,0.004865266205264452,1,3,0,1,1,0,1
1,-0.7008478343891248,1,1,0,1,0,0,1
2,0.004865266205264452,2,2,2,1,2,2,2
2,-1.406560934983514,0,0,1,1,1,2,2
2,-0.7008478343891248,1,2,1,1,2,0,1
1,0.004865266205264452,2,1,2,0,2,2,2
0,0.004865266205264452,0,1,2,1,1,0,1
0,-1.406560934983514,0,2,2,1,0,1,3
0,-0.7008478343891248,0,1,1,0,2,0,1
0,1.416291467394043,3,3,2,1,2,1,3
2,0.004865266205264452,2,2,0,0,1,1,2
2,1.416291467394043,1,1,1,0,1,1,3
1,1.416291467394043,1,2,2,1,1,0,1
1,0.004865266205264452,2,2,1,1,0,2,2
0,0.7105783667996537,2,3,1,1,2,0,1
0,0.004865266205264452,2,1,2,0,1,0,1
2,0.004865266205264452,2,3,1,0,1,0,1
1,1.416291467394043,1,3,0,1,0,2,3
1,0.004865266205264452,3,2,2,0,0,2,2
1,-1.406560934983514,0,0,1,0,2,1,3
0,-0.7008478343891248,1,0,0,0,1,0,1
