parents,has_nurs,form,children,housing,finance,social,health,target
0,-0.7627910968356152,2,2,0,0,0,2,2
1,0.6961717870683127,2,0,2,1,1,0,1
1,-1.4922725387875793,3,0,2,0,2,0,1
0,-1.4922725387875793,0,1,2,1,0,2,2
1,-0.7627910968356152,1,0,1,0,1,0,1
1,-0.7627910968356152,0,2,1,1,1,0,1
0,0.6961717870683127,0,1,0,0,0,2,2
2,1.4256532290202768,1,2,1,1,0,2,3
2,-0.03330965488365124,2,1,2,1,1,0,1
2,-0.03330965488365124,3,2,0,0,0,1,2
2,0.6961717870683127,1,0,2,0,1,2,2
1,-0.7627910968356152,2,0,2,0,1,2,3
0,1.4256532290202768,0,0,1,1,1,0,1
1,-0.03330965488365124,0,2,1,0,2,1,2
1,-0.7627910968356152,3,1,0,0,2,2,2
2,-0.03330965488365124,2,1,0,1,1,0,1
2,-0.7627910968356152,0,1,2,1,1,1,2
0,0.6961717870683127,0,2,0,0,2,0,1
0,-0.03330965488365124,2,0,0,1,1,1,3
0,0.6961717870683127,0,2,0,0,1,0,1
0,-0.03330965488365124,1,2,1,1,1,0,1
2,1.4256532290202768,0,1,2,1,1,1,3
1,-0.03330965488365124,0,2,2,0,1,1,2
0,-0.7627910968356152,0,0,1,1,1,2,3
0,-0.7627910968356152,0,2,1,1,1,1,3
2,1.4256532290202768,2,3,0,0,0,0,1
1,-1.4922725387875793,3,1,2,0,0,2,3
2,-0.03330965488365124,3,2,0,1,2,0,1
2,-0.03330965488365124,2,0,1,1,0,2,2
0,-1.4922725387875793,1,0,0,0,1,1,3
1,1.4256532290202768,3,1,0,1,1,0,1
2,-1.4922725387875793,2,3,0,1,2,2,2
2,-1.4922725387875793,0,2,1,1,0,0,1
2,-1.4922725387875793,1,2,2,1,2,2,2
2,-0.7627910968356152,2,3,0,0,2,1,2
2,-0.7627910968356152,3,3,2,0,2,1,2
0,0.6961717870683127,1,2,1,1,1,2,3
2,1.4256532290202768,1,0,0,0,1,0,1
0,-0.7627910968356152,3,2,2,0,1,0,1
1,-0.7627910968356152,3,2,1,1,2,1,3
1,-0.03330965488365124,3,3,0,0,1,1,2
2,-0.7627910968356152,1,0,2,1,2,1,2
1,-0.7627910968356152,3,0,1,0,2,2,2
2,-0.7627910968356152,1,0,1,1,1,1,2
1,-0.03330965488365124,0,3,2,0,1,2,2
2,-0.03330965488365124,0,1,2,1,2,1,2
0,-0.03330965488365124,2,0,2,1,2,1,3
2,-1.4922725387875793,3,2,1,0,2,2,2
2,-0.03330965488365124,3,3,2,0,1,2,2
1,-0.03330965488365124,2,0,1,1,1,2,2
2,-1.4922725387875793,1,1,1,0,2,0,1
0,-0.7627910968356152,0,0,0,1,1,1,3
1,-0.03330965488365124,3,1,0,1,2,0,1
2,-0.03330965488365124,3,2,1,1,1,1,2
1,0.6961717870683127,1,0,0,0,2,0,1
0,-0.7627910968356152,2,2,1,0,2,2,3
0,-1.4922725387875793,0,0,2,0,0,0,1
1,-1.4922725387875793,2,3,2,0,0,0,1
0,-1.4922725387875793,3,2,1,0,1,2,3
1,0.6961717870683127,1,3,1,0,0,2,2
0,0.6961717870683127,3,3,1,0,2,1,3
2,-0.03330965488365124,3,0,0,0,1,1,2
1,0.6961717870683127,1,0,1,0,0,1,2
0,1.4256532290202768,3,1,1,0,2,0,1
0,-0.03330965488365124,0,3,1,1,0,1,3
2,-0.03330965488365124,1,1,1,1,0,1,2
2,-1.4922725387875793,1,1,0,0,1,1,2
0,1.4256532290202768,3,3,0,0,2,2,2
1,0.6961717870683127,2,1,2,0,1,1,2
1,-0.03330965488365124,0,1,0,1,2,0,1
2,1.4256532290202768,2,2,1,1,2,0,1
0,-0.03330965488365124,2,1,2,1,2,2,2
0,-1.4922725387875793,0,3,0,1,0,2,3
0,1.4256532290202768,2,2,0,0,0,0,1
1,-0.03330965488365124,0,2,1,0,0,0,1
2,-1.4922725387875793,0,3,2,1,0,0,1
1,-1.4922725387875793,1,2,1,1,0,2,3
0,-0.7627910968356152,3,3,1,1,0,0,1
1,1.4256532290202768,0,1,1,0,2,2,3
1,1.4256532290202768,1,2,0,1,1,0,1
2,-0.7627910968356152,1,1,2,1,1,0,1
2,1.4256532290202768,0,3,2,0,0,0,1
1,-0.03330965488365124,0,3,2,1,1,1,2
2,-1.4922725387875793,2,1,1,1,0,0,1
0,-0.7627910968356152,3,2,2,1,0,1,3
1,-0.03330965488365124,1,1,0,1,2,0,1
1,1.4256532290202768,1,3,2,0,2,2,3
0,-0.03330965488365124,3,2,0,0,1,0,1
0,-0.7627910968356152,1,3,1,1,0,2,3
2,-0.03330965488365124,0,1,2,0,0,1,2
2,-0.03330965488365124,1,0,2,0,2,0,1
1,1.4256532290202768,1,0,1,1,0,2,3
0,-0.7627910968356152,3,2,2,0,1,1,3
2,-0.03330965488365124,1,3,2,0,2,1,2
0,-1.4922725387875793,2,3,0,1,2,2,3
2,-0.7627910968356152,2,2,1,1,2,1,2
2,-0.7627910968356152,1,3,2,1,2,2,2
0,-0.03330965488365124,0,2,0,1,2,0,1
0,1.4256532290202768,0,3,2,0,1,0,1
0,-0.7627910968356152,0,1,1,0,0,1,3
2,-0.03330965488365124,1,0,2,0,1,0,1
2,1.4256532290202768,0,2,2,1,2,1,3
0,0.6961717870683127,2,2,1,1,2,1,3
2,-0.7627910968356152,0,1,1,1,1,1,2
1,1.4256532290202768,3,0,2,0,2,0,1
0,-0.7627910968356152,1,2,0,1,0,0,1
2,-1.4922725387875793,3,1,1,1,0,0,1
2,0.6961717870683127,1,2,1,0,2,0,1
0,-0.03330965488365124,0,3,0,1,0,1,3
2,1.4256532290202768,3,1,2,0,1,1,3
2,1.4256532290202768,0,3,0,1,2,0,1
0,1.4256532290202768,3,1,0,0,2,2,2
1,-0.7627910968356152,0,2,2,0,1,1,3
0,1.4256532290202768,3,3,0,0,0,0,1
2,0.6961717870683127,0,3,2,0,1,0,1
0,0.6961717870683127,2,2,0,1,1,2,3
2,0.6961717870683127,3,1,1,0,0,1,2
0,-0.7627910968356152,1,1,1,1,1,2,3
2,1.4256532290202768,0,3,2,1,1,2,3
1,1.4256532290202768,0,2,0,0,1,0,1
2,-1.4922725387875793,0,1,0,0,2,1,2
0,-1.4922725387875793,3,1,2,0,1,2,3
2,0.6961717870683127,0,2,0,1,0,2,2
2,1.4256532290202768,1,0,2,1,1,1,3
2,-1.4922725387875793,2,0,2,1,1,1,3
2,1.4256532290202768,2,2,1,0,0,2,3
2,-1.4922725387875793,3,1,0,0,2,1,2
2,0.6961717870683127,2,0,1,1,1,0,1
0,-1.4922725387875793,2,1,2,0,0,1,3
2,-0.7627910968356152,2,3,0,0,1,1,2
1,-0.03330965488365124,1,1,1,1,0,2,2
1,1.4256532290202768,3,2,0,0,1,0,1
2,1.4256532290202768,1,3,0,1,2,2,3
1,-1.4922725387875793,3,3,0,1,2,1,3
2,-0.7627910968356152,2,2,2,0,1,0,1
2,0.6961717870683127,0,3,2,1,0,0,1
2,-0.7627910968356152,2,1,1,0,1,0,1
0,-0.7627910968356152,0,3,2,1,1,2,3
2,-0.03330965488365124,3,2,0,0,2,0,1
2,1.4256532290202768,1,0,2,0,2,1,3
2,-1.4922725387875793,0,0,1,1,2,0,1
0,-0.03330965488365124,3,3,2,0,2,2,2
0,0.6961717870683127,2,3,2,0,0,0,1
0,-0.03330965488365124,1,0,2,0,1,1,2
0,1.4256532290202768,2,1,0,1,0,1,3
0,0.6961717870683127,2,2,0,1,1,0,1
0,0.6961717870683127,2,1,1,0,2,1,3
1,1.4256532290202768,3,3,0,0,1,1,3
2,-0.03330965488365124,2,0,1,0,0,2,2
1,-0.7627910968356152,2,1,0,0,1,1,2
0,-0.7627910968356152,1,0,0,1,2,2,2
1,-0.7627910968356152,1,1,0,1,2,1,2
1,-0.7627910968356152,1,2,2,1,2,1,3
1,-0.03330965488365124,1,0,0,0,1,1,2
0,-1.4922725387875793,1,3,2,1,2,2,3
2,-1.4922725387875793,0,3,2,0,1,2,3
1,-1.4922725387875793,2,1,2,0,0,1,3
2,0.6961717870683127,2,2,1,1,2,1,2
0,-0.03330965488365124,1,2,0,1,0,1,3
0,0.6961717870683127,2,3,0,0,0,0,1
0,-0.03330965488365124,1,3,1,0,2,1,3
1,-0.7627910968356152,0,2,2,1,2,2,2
0,-0.7627910968356152,0,3,1,1,1,1,3
2,-0.7627910968356152,0,0,0,0,2,1,2
2,1.4256532290202768,2,0,1,0,1,0,1
1,1.4256532290202768,2,3,0,0,2,2,2
1,0.6961717870683127,3,2,2,0,1,0,1
1,-0.7627910968356152,3,1,2,1,0,2,2
2,0.6961717870683127,0,2,2,0,0,0,1
0,0.6961717870683127,2,3,2,0,1,2,3
2,-1.4922725387875793,1,2,2,1,2,1,3
2,0.6961717870683127,1,1,2,1,1,2,2
1,0.6961717870683127,2,0,0,0,0,0,1
0,1.4256532290202768,0,2,1,1,1,1,3
0,-1.4922725387875793,3,2,2,1,0,0,1
0,-1.4922725387875793,0,1,0,0,1,2,3
2,-0.03330965488365124,2,1,0,1,0,0,1
1,0.6961717870683127,1,0,1,1,0,1,2
0,-0.7627910968356152,1,2,2,0,0,1,3
2,1.4256532290202768,2,1,0,1,0,2,3
1,-1.4922725387875793,0,3,0,0,0,0,1
2,0.6961717870683127,0,1,0,1,0,0,1
2,0.6961717870683127,3,2,0,1,1,1,2
2,0.6961717870683127,0,2,2,0,2,2,2
2,-0.03330965488365124,0,3,1,0,2,2,2
2,-0.03330965488365124,0,2,1,1,1,1,2
2,-0.03330965488365124,3,2,1,0,0,2,2
0,0.6961717870683127,0,0,1,1,1,2,2
1,-0.7627910968356152,0,1,1,0,0,2,2
0,1.4256532290202768,0,2,2,1,0,2,3
1,-1.4922725387875793,3,1,2,0,2,2,3
2,1.4256532290202768,1,2,2,1,1,2,3
1,-0.7627910968356152,0,0,1,0,0,0,1
2,-0.7627910968356152,0,3,0,0,0,1,2
0,-0.03330965488365124,0,3,1,1,2,0,1
1,1.4256532290202768,2,1,1,0,2,2,3
0,-0.7627910968356152,2,0,1,1,2,0,1
1,-0.03330965488365124,1,1,0,1,1,0,1
1,1.4256532290202768,0,2,2,1,2,0,1
1,1.4256532290202768,1,0,1,0,2,2,3
2,0.6961717870683127,1,0,2,1,0,1,2
1,1.4256532290202768,0,1,2,0,1,2,3
0,-0.7627910968356152,1,0,1,0,1,1,3
1,1.4256532290202768,1,0,0,0,0,1,3
2,-0.03330965488365124,2,2,0,1,0,0,1
1,1.4256532290202768,3,1,0,1,0,1,3
1,0.6961717870683127,3,3,0,0,1,2,2
1,1.4256532290202768,2,1,2,1,1,1,3
0,0.6961717870683127,1,3,2,0,1,0,1
0,-0.03330965488365124,1,0,2,1,0,2,2
1,-0.7627910968356152,3,3,1,1,0,2,2
2,0.6961717870683127,0,0,2,1,0,1,2
2,-1.4922725387875793,0,3,0,0,1,0,1
2,-0.03330965488365124,0,1,0,0,2,0,1
2,-0.03330965488365124,3,3,1,1,0,1,2
0,1.4256532290202768,0,2,2,1,1,1,3
2,-0.7627910968356152,0,2,2,0,1,0,1
0,1.4256532290202768,3,2,1,0,0,0,1
2,-0.7627910968356152,2,0,2,1,2,1,2
