parents,has_nurs,form,children,housing,finance,social,health,target
1,0.6983291506405962,1,2,1,0,2,1,2
2,-0.00957761684633574,1,2,2,0,0,1,2
2,0.6983291506405962,3,0,1,0,1,2,2
0,0.6983291506405962,1,0,1,0,0,2,2
1,-0.7174843843332677,1,3,0,0,0,0,1
1,-1.4253911518201996,0,3,1,1,1,1,3
1,0.6983291506405962,2,3,1,0,2,0,1
1,-0.00957761684633574,0,1,1,0,0,1,2
1,-1.4253911518201996,1,0,2,1,1,2,3
2,1.4062359181275281,3,1,2,0,2,2,3
2,-1.4253911518201996,1,2,0,1,1,2,3
2,-1.4253911518201996,0,2,2,1,0,1,3
0,0.6983291506405962,0,3,2,0,2,0,1
0,-0.7174843843332677,2,0,1,0,2,2,3
0,-1.4253911518201996,2,2,2,0,1,2,3
2,-0.00957761684633574,3,2,2,0,0,2,2
1,-0.7174843843332677,1,2,2,1,2,0,1
1,1.4062359181275281,3,3,1,0,2,2,3
2,-0.7174843843332677,0,3,2,1,2,1,2
0,0.6983291506405962,3,0,1,1,1,2,3
2,-0.7174843843332677,3,2,2,1,0,2,2
2,-0.7174843843332677,3,2,0,0,0,0,1
2,-0.00957761684633574,0,3,1,0,0,0,1
0,-1.4253911518201996,1,2,0,1,0,1,3
2,0.6983291506405962,3,2,0,0,0,2,4
0,0.6983291506405962,1,0,0,0,1,2,2
2,-0.7174843843332677,1,0,1,1,1,0,1
2,0.6983291506405962,1,0,2,1,2,1,2
1,-0.00957761684633574,1,3,1,1,2,2,2
1,-0.7174843843332677,1,1,2,1,2,0,1
0,-0.00957761684633574,0,1,2,1,2,1,2
1,1.4062359181275281,2,1,0,0,0,0,1
2,0.6983291506405962,2,0,2,0,1,0,1
1,1.4062359181275281,0,3,1,1,1,0,1
1,-0.00957761684633574,2,3,0,1,1,0,1
0,1.4062359181275281,2,0,2,0,1,2,3
0,-0.7174843843332677,0,3,0,0,0,2,2
0,0.6983291506405962,2,1,2,1,1,1,3
0,-0.7174843843332677,3,2,2,1,1,1,3
2,-0.00957761684633574,0,0,0,0,0,1,2
1,-0.7174843843332677,3,0,0,1,2,1,2
2,-0.7174843843332677,0,0,2,0,0,2,4
1,0.6983291506405962,2,3,2,1,1,2,2
1,-0.00957761684633574,3,2,1,1,0,2,2
0,-0.00957761684633574,3,2,0,1,1,0,1
0,-0.00957761684633574,0,3,0,0,2,0,1
0,0.6983291506405962,3,2,1,1,0,1,3
2,1.4062359181275281,3,1,0,0,0,2,2
2,0.6983291506405962,1,0,1,1,1,2,2
