fixed acidity,free sulfur dioxide,density,pH,sulphates,target
0.18535196765478837,0.5875708906021344,2.482748197716169,-1.2899281635711668,-0.35548818461540654,4
-0.6222623966359855,-1.21393269819975,0.07247003274049144,0.6899243787256494,-0.003091588416539527,4
1.4544602543974323,-0.28412439430200326,0.4512280300938144,0.4259440397527402,-0.44358733366512343,4
0.41609892888072386,0.7037969285893527,0.6233907561635275,-0.03602155344984944,-0.7959839298639905,4
-0.7376358772489527,-0.28412439430200326,0.3823629396659444,-0.10201663819307528,-0.1792898865159733,4
1.4544602543974323,-0.4003504322892216,0.0036049423126214824,0.16196370077983394,-0.35548818461540654,4
1.4544602543974323,-1.3882717551805777,-1.0293714141055426,-1.3559232483143926,0.6136024549314787,3
2.0313276574622705,-1.0395936412189226,0.3134978492380745,-0.3659969771659845,0.349305007782328,3
1.2237132931714978,-1.0977066602125318,-0.6161808715382845,-0.10201663819307528,1.230296498279496,3
-0.2761419547970827,0.7619099475829619,-0.8916412332498026,2.2738064125631046,0.2612058587326111,5
1.6852072156233688,0.3551188146276977,2.2072878360046895,-1.4219183330576213,1.5826930944783633,3
-0.2761419547970827,-0.4003504322892216,-0.8227761428219326,0.3599489550095144,0.5255033058817618,5
-0.6222623966359855,-0.28412439430200326,-0.3407205098267665,0.29395387026628855,-1.1483805260628581,4
-0.7376358772489527,-0.34223741329561247,-1.5802921375285786,0.8879096329553328,-0.8840830789137074,6
0.6468458901066594,-1.0395936412189226,-0.7194785071800894,-0.4979871466524391,0.349305007782328,4
-0.39151543541004996,-0.05167231832756655,0.5889582109495926,0.16196370077983394,0.08500756063317735,3
-0.5068889160230172,-0.9233676032317042,-0.8916412332498026,-0.16801172293630404,-1.2364796751125748,5
-0.04539499357114716,0.3551188146276977,-0.27185541939889657,1.811840819360515,-0.0911907374662564,6
0.8775928513325939,-0.5746894892700491,-0.03082760290131349,-0.9599527398550317,0.17310670968289424,3
-0.2761419547970827,-1.0977066602125318,0.4512280300938144,1.481865395644377,-0.1792898865159733,4
0.18535196765478837,1.2268140995318353,0.5889582109495926,0.3599489550095144,0.08500756063317735,4
0.06997848704182111,0.0064407006660426236,-0.27185541939889657,1.6798506498740604,-0.44358733366512343,4
0.18535196765478837,-0.16789835631478492,0.7955534822332023,1.2178850566714678,0.349305007782328,4
0.6468458901066594,-1.0395936412189226,-0.8227761428219326,-0.03602155344984944,-0.003091588416539527,4
0.41609892888072386,0.12266673865326098,-1.0982365045334124,-0.6299773161388937,1.93508969067723,5
1.9159541768493034,-0.8652545842380951,1.2431765700143953,0.02997353129337933,0.349305007782328,4
1.6852072156233688,-1.6207238311550143,-0.13412523854315664,1.811840819360515,-0.7959839298639905,4
0.6468458901066594,-0.22601137530839407,-0.6161808715382845,-0.03602155344984944,-0.44358733366512343,4
-0.7376358772489527,0.47134485261491604,0.03803748752655646,1.481865395644377,0.17310670968289424,4
-1.1991297997008237,-0.7490285462508767,0.8299860274471373,1.151889971928242,-1.0602813770131412,3
0.5314724094936911,-0.8071415652444859,-1.1326690497473473,-0.03602155344984944,-0.6197856317645573,3
