volatile acidity,chlorides,free sulfur dioxide,total sulfur dioxide,alcohol,target
-0.1018887300650445,-0.03918105528677245,0.5875708906021344,0.7607544946699442,-1.4703957380439747,4
0.1881792573242526,0.13398062950084913,-1.21393269819975,-0.12043310968054331,-0.8951743063593828,4
-0.005199400935278622,0.17727105069775453,-0.28412439430200326,-0.9320532715823081,-0.4021273649154466,4
-0.48864604658410776,0.5235944202729929,0.7037969285893527,1.1317808543964651,-0.5664763453967582,4
0.3815579155837844,-0.03918105528677245,-0.28412439430200326,-0.02767651974891306,-0.812999816118727,4
-0.5853353757138736,-0.08247147648367785,-0.4003504322892216,-0.190000552129266,0.33744304725045837,4
-0.1018887300650445,-0.5586661096496366,-1.3882717551805777,-1.7204842860011653,1.1591879496570192,3
-0.48864604658410776,-0.47208526725582584,-1.0395936412189226,-0.6537835017874173,-0.7308253258780713,3
-0.9720926922329369,-0.25563316127129915,-1.0977066602125318,-1.4422145162062745,0.1730940667691468,3
-1.1654713504924683,-0.08247147648367785,0.7619099475829619,0.1346475126314399,1.4878859106196438,5
1.348451206881442,-0.25563316127129915,0.3551188146276977,0.8071327896357593,-0.7308253258780713,3
-1.0687820213627024,-0.601956530846542,-0.4003504322892216,-0.5842160593386946,0.666141008213083,5
1.9285871816600368,0.004109365910132942,-0.28412439430200326,-0.885674976616493,-0.812999816118727,4
3.6689951059958217,-0.7318277944372624,-0.34223741329561247,-1.4422145162062745,1.8165838715822684,6
0.5749365738433161,-0.5586661096496366,-1.0395936412189226,0.7839436421528517,0.5839665179724272,4
0.28486858645401847,-0.08247147648367785,-0.05167231832756655,-0.09724396219763574,-0.8951743063593828,3
0.28486858645401847,-0.3422140036651099,-0.9233676032317042,-0.8161075341677703,0.33744304725045837,5
-0.1985780591948104,0.13398062950084913,0.3551188146276977,-0.35232458450961895,-0.073429403952822,6
3.7656844351255874,1.2162411594234828,-0.5746894892700491,0.714376199704129,-1.0595232868406943,3
-0.1018887300650445,0.26385189309156504,-1.0977066602125318,0.11145836514853233,-0.4843018551561024,4
-0.2952673883245763,0.004109365910132942,1.2268140995318353,2.4999405558880112,-0.15560389419347778,4
-0.39195671745434213,0.26385189309156504,0.0064407006660426236,0.20421495508016257,-0.4843018551561024,4
-0.005199400935278622,0.22056147189465963,-0.16789835631478492,0.08826921766562476,-0.073429403952822,4
-0.1018887300650445,0.04739978710703834,-1.0395936412189226,-0.12043310968054331,0.8304899886943945,4
0.3815579155837844,-0.5586661096496366,0.12266673865326098,-0.5378377643728794,1.405711420378988,5
-0.39195671745434213,-0.08247147648367785,-0.8652545842380951,0.11145836514853233,-0.4843018551561024,4
-1.358850008752,-0.16905231887748834,-1.6207238311550143,-2.0915106457276864,-0.31995287467479083,4
-0.2952673883245763,0.17727105069775453,-0.22601137530839407,-0.8624858291335854,0.1730940667691468,4
-1.5522286670115315,-0.03918105528677245,0.47134485261491604,-0.4682703219241568,-1.306046757562663,4
-0.1018887300650445,-0.08247147648367785,-0.7490285462508767,0.9694568220161122,-0.31995287467479083,3
-0.005199400935278622,1.4759836866049152,-0.8071415652444859,-0.3291354370267114,1.8165838715822684,3
1.058383219492145,0.22056147189465963,-0.5746894892700491,0.2737823975288853,-0.4843018551561024,3
0.47824724471355023,0.30714231428847044,0.18077975764687015,0.01870177521690207,0.5017920277317699,4
-0.39195671745434213,0.480303999076092,0.5875708906021344,0.2737823975288853,-1.6347447185252877,3
-0.48864604658410776,5.458702436720207,1.6336052324870995,0.48248472487505334,-0.9773487966000386,4
-0.39195671745434213,5.501992857917113,1.6336052324870995,0.45929557739214577,-0.9773487966000386,4
0.28486858645401847,0.9997890534389564,-0.4003504322892216,0.5288630198408685,-0.648650835637414,4
-0.39195671745434213,0.480303999076092,-0.10978533732117574,0.343349839977608,-0.8951743063593828,4
-0.48864604658410776,0.6101752626668079,-0.10978533732117574,0.38972813494342307,-0.8951743063593828,4
-0.9720926922329369,0.5235944202729929,0.18077975764687015,0.6911870522212215,-0.4843018551561024,5
1.6385191942707398,0.7400465262575241,1.6336052324870995,1.5955638040546165,-0.648650835637414,2
1.7352085234005057,0.8699177898482403,1.5754922134934903,1.618752951537524,-0.648650835637414,3
-0.875403363103171,0.9132082110451457,-0.16789835631478492,0.29697154501179285,-0.648650835637414,3
-0.875403363103171,0.6967561050606187,-0.22601137530839407,0.8303219371186668,0.9126644789350503,4
-0.2952673883245763,0.956498632242051,0.23889277664047934,-0.3059462895438038,0.33744304725045837,5
