fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
1.3980320954724628,-0.2393755933979018,0.6287870708875565,-0.9286846936015098,-0.5613796263007746,-1.266878906675265,-1.6858649876764524,-1.1149422860196723,-1.3348708445614175,0.6316634797922952,1.2356064469543373,3
1.9670310468706074,-0.5980986182349007,0.54931791208627,-0.3586863443557529,-0.48191359760809965,-0.9430830837287865,-0.6628824747246599,0.25265774284483744,-0.3456589807016387,0.3652008384751488,-0.6060083562793519,3
1.1704325149132058,-1.0465023992811495,0.31091043568240934,-0.980502725351124,-0.28324852587641247,-0.9970490542198662,-1.418999984297724,-0.6941422771382937,-0.08186915033903058,1.2534096428656358,0.27476394091936984,3
-0.3089647587219708,-1.225863911699649,0.54931791208627,-0.918321087251587,-0.1243164684910628,0.7298620014946868,0.09323503484840422,-0.9746756163925591,2.2922393229244395,0.27637995803609994,1.5558872822993268,4
1.625631676031722,1.105835749740844,2.2976394057145795,2.7607591669710256,-0.28324852587641247,0.3521002080571283,0.7381587930136648,2.181324450217839,-1.400818302152071,1.608693164621831,-0.6060083562793519,3
-0.3089647587219708,-1.1361831554903992,0.39037959448369625,-0.918321087251587,-0.6011126406471121,-0.34945740832690886,-0.5961662238799778,-0.9045422815790024,0.37976305279553213,0.5428425993532464,0.7551851939368536,4
-0.4227645490015993,0.11934743143909696,-1.516880216747187,0.32531167473915523,-0.1243164684910628,-0.02566158538043015,-0.12915246796720287,0.5331910820991028,0.18192068002357753,0.09873819715800235,-0.766148773951846,3
-0.5365643392812278,0.11934743143909696,0.39037959448369625,-0.6281401094537471,-0.36271455456908747,-0.8351511427466269,-0.8185537266955848,-0.9746756163925591,-0.14781660792968407,-1.2335750094277287,0.43490435859186394,4
0.8290331440743183,3.3478546549720876,-1.516880216747187,-0.918321087251587,1.0676739618990607,-0.5113553198001481,0.6492037918874219,-0.09800893122298455,-0.9391860990175084,0.18755907759705115,-0.9262891916243401,3
0.3738339829558033,0.20902818764834677,0.23144127688112248,-0.8146850237523585,-0.5613796263007746,0.1362363260928092,-0.5516887233168564,-1.185075620833229,-0.6094488110642468,1.9639766863780252,1.4758170734630798,4
-1.219363080959002,-0.2393755933979018,-1.0400652639394663,1.86948902087766,-0.1243164684910628,-0.6732532312733875,0.8938300449845897,0.778657753946551,1.1711325438833564,-1.055933248549631,-0.20565731209811525,3
0.4876337732354318,-0.14969483718865198,0.7877253884901302,-0.8768666618518955,1.3060720479770858,-0.7272192017644673,-0.35153997078280996,-1.2201422882400073,-0.01592169274838002,-0.6118288463543876,1.8761681176443163,3
-0.4227645490015993,0.8367934811130949,-0.8016577875356058,-0.10995979195760446,0.15381463193329936,-0.5113553198001481,0.22666753653776847,-0.2032089334433584,0.31381559520488156,-1.2335750094277287,-0.36579772977060937,3
0.4876337732354318,-0.5084178620256512,0.4698487532849831,2.491305401873031,0.3922127180113243,0.5679640900214474,0.22666753653776847,2.076124447997504,0.11597322243292403,-1.14475412898868,-1.4867806534780723,3
0.6014335635150613,-1.0465023992811495,-0.16590451712531146,-0.9390482999514326,0.43194573235765765,0.19020229658388899,0.6269650416058612,-0.3084089356636933,-0.21376406552033464,0.3652008384751488,-0.36579772977060937,4
-0.7641639198404858,1.3748780183685934,-0.5632503111317454,-0.3172319189560615,0.630610804089349,1.5393515588608835,1.494276302586729,0.007191070997350366,0.5116579679768362,0.27637995803609994,-0.5259381474431034,2
-0.7641639198404858,1.4645587745778432,-0.6427194699330323,-0.3172319189560615,0.7498098471283614,1.4853855883698037,1.5165150528682896,-0.027875596409427942,0.37976305279553213,0.27637995803609994,-0.5259381474431034,3
0.032434612116916735,-0.9568216430718998,0.1519721180798356,-0.19286864275698734,0.7895428614746989,-0.13359352636258973,0.2489062868193292,0.3578577450651724,1.1051850862927028,-0.07890356372009527,-0.5259381474431034,3
-0.3089647587219708,-0.4187371058164014,-0.3248428347278852,-1.00122993805097,0.8292758758210365,0.24416826707496878,-0.32930122050124927,-0.9045422815790024,0.9732901711113989,0.8093052406703918,0.43490435859186394,4
-0.7641639198404858,-1.225863911699649,-0.006966199522737709,-1.00122993805097,0.3922127180113243,-0.7272192017644673,-1.263328732326799,-1.0448089512061156,0.8413952559300948,-0.2565453245981924,0.3548341497556169,4
0.14623440239654523,1.5542395307870924,-2.073164328356195,-1.00122993805097,-0.48191359760809965,-0.9430830837287865,0.2711450371008899,-1.0448089512061156,-1.137028471789463,-1.3223958898667771,0.03455331441062729,3
-0.7641639198404858,0.47807045627609573,-2.3910409635613417,-0.980502725351124,0.6703438184356865,-0.29549143783582904,-0.4182562216274921,-0.2032089334433584,0.18192068002357753,0.45402171891419757,-1.0864296092968355,3
