fixed acidity,volatile acidity,residual sugar,chlorides,pH,sulphates,alcohol,target
0.18535196765478837,-0.1018887300650445,3.0415719843935047,-0.03918105528677245,-1.2899281635711668,-0.35548818461540654,-1.4703957380439747,4
-0.6222623966359855,0.1881792573242526,-0.8876343491195011,0.13398062950084913,0.6899243787256494,-0.003091588416539527,-0.8951743063593828,4
1.4544602543974323,-0.005199400935278622,0.20266897902808698,0.17727105069775453,0.4259440397527402,-0.44358733366512343,-0.4021273649154466,4
0.41609892888072386,-0.48864604658410776,0.5318171535632078,0.5235944202729929,-0.03602155344984944,-0.7959839298639905,-0.5664763453967582,4
-0.7376358772489527,0.3815579155837844,0.22324073993653196,-0.03918105528677245,-0.10201663819307528,-0.1792898865159733,-0.812999816118727,4
1.4544602543974323,-0.5853353757138736,-0.9082061100279463,-0.08247147648367785,0.16196370077983394,-0.35548818461540654,0.33744304725045837,4
1.4544602543974323,-0.1018887300650445,-0.9184919904821688,-0.5586661096496366,-1.3559232483143926,0.6136024549314787,1.1591879496570192,3
2.0313276574622705,-0.48864604658410776,-0.3527685654999297,-0.47208526725582584,-0.3659969771659845,0.349305007782328,-0.7308253258780713,3
1.2237132931714978,-0.9720926922329369,-0.9699213927532815,-0.25563316127129915,-0.10201663819307528,1.230296498279496,0.1730940667691468,3
-0.2761419547970827,-1.1654713504924683,-0.9082061100279463,-0.08247147648367785,2.2738064125631046,0.2612058587326111,1.4878859106196438,5
1.6852072156233688,1.348451206881442,2.7432814512210517,-0.25563316127129915,-1.4219183330576213,1.5826930944783633,-0.7308253258780713,3
-0.2761419547970827,-1.0687820213627024,-0.9082061100279463,-0.601956530846542,0.3599489550095144,0.5255033058817618,0.666141008213083,5
-0.6222623966359855,1.9285871816600368,-0.9904931536617264,0.004109365910132942,0.29395387026628855,-1.1483805260628581,-0.812999816118727,4
-0.7376358772489527,3.6689951059958217,-0.9699213927532815,-0.7318277944372624,0.8879096329553328,-0.8840830789137074,1.8165838715822684,6
