fixed acidity,residual sugar,total sulfur dioxide,density,sulphates,target
0.18535196765478837,3.0415719843935047,0.7607544946699442,2.482748197716169,-0.35548818461540654,4
-0.6222623966359855,-0.8876343491195011,-0.12043310968054331,0.07247003274049144,-0.003091588416539527,4
1.4544602543974323,0.20266897902808698,-0.9320532715823081,0.4512280300938144,-0.44358733366512343,4
0.41609892888072386,0.5318171535632078,1.1317808543964651,0.6233907561635275,-0.7959839298639905,4
-0.7376358772489527,0.22324073993653196,-0.02767651974891306,0.3823629396659444,-0.1792898865159733,4
1.4544602543974323,-0.9082061100279463,-0.190000552129266,0.0036049423126214824,-0.35548818461540654,4
1.4544602543974323,-0.9184919904821688,-1.7204842860011653,-1.0293714141055426,0.6136024549314787,3
2.0313276574622705,-0.3527685654999297,-0.6537835017874173,0.3134978492380745,0.349305007782328,3
1.2237132931714978,-0.9699213927532815,-1.4422145162062745,-0.6161808715382845,1.230296498279496,3
-0.2761419547970827,-0.9082061100279463,0.1346475126314399,-0.8916412332498026,0.2612058587326111,5
1.6852072156233688,2.7432814512210517,0.8071327896357593,2.2072878360046895,1.5826930944783633,3
-0.2761419547970827,-0.9082061100279463,-0.5842160593386946,-0.8227761428219326,0.5255033058817618,5
-0.6222623966359855,-0.9904931536617264,-0.885674976616493,-0.3407205098267665,-1.1483805260628581,4
-0.7376358772489527,-0.9699213927532815,-1.4422145162062745,-1.5802921375285786,-0.8840830789137074,6
0.6468458901066594,-0.9904931536617264,0.7839436421528517,-0.7194785071800894,0.349305007782328,4
-0.39151543541004996,0.3260995444787573,-0.09724396219763574,0.5889582109495926,0.08500756063317735,3
-0.5068889160230172,-0.6202014573097155,-0.8161075341677703,-0.8916412332498026,-1.2364796751125748,5
-0.04539499357114716,-0.8670625882110562,-0.35232458450961895,-0.27185541939889657,-0.0911907374662564,6
0.8775928513325939,-0.9082061100279463,0.714376199704129,-0.03082760290131349,0.17310670968289424,3
-0.2761419547970827,-0.9493496318448365,0.11145836514853233,0.4512280300938144,-0.1792898865159733,4
0.18535196765478837,0.6346759581054331,2.4999405558880112,0.5889582109495926,0.08500756063317735,4
0.06997848704182111,-1.0110649145701716,0.20421495508016257,-0.27185541939889657,-0.44358733366512343,4
0.18535196765478837,0.5729606753800979,0.08826921766562476,0.7955534822332023,0.349305007782328,4
0.6468458901066594,-0.9904931536617264,-0.12043310968054331,-0.8227761428219326,-0.003091588416539527,4
0.41609892888072386,-0.805347305485721,-0.5378377643728794,-1.0982365045334124,1.93508969067723,5
1.9159541768493034,0.922680610823664,0.11145836514853233,1.2431765700143953,0.349305007782328,4
1.6852072156233688,-0.9904931536617264,-2.0915106457276864,-0.13412523854315664,-0.7959839298639905,4
0.6468458901066594,-0.7950614250314986,-0.8624858291335854,-0.6161808715382845,-0.44358733366512343,4
-0.7376358772489527,-0.9082061100279463,-0.4682703219241568,0.03803748752655646,0.17310670968289424,4
-1.1991297997008237,1.8586957321579138,0.9694568220161122,0.8299860274471373,-1.0602813770131412,3
0.5314724094936911,-0.8670625882110562,-0.3291354370267114,-1.1326690497473473,-0.6197856317645573,3
-0.39151543541004996,-0.10590743459858892,0.2737823975288853,-0.13412523854315664,-1.2364796751125748,3
0.18535196765478837,-0.9699213927532815,0.01870177521690207,-1.0982365045334124,-1.853173718460592,4
