fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,alcohol,target
0.18535196765478837,-0.1018887300650445,3.0415719843935047,0.5875708906021344,0.7607544946699442,-1.2899281635711668,-1.4703957380439747,4
-0.6222623966359855,0.1881792573242526,-0.8876343491195011,-1.21393269819975,-0.12043310968054331,0.6899243787256494,-0.8951743063593828,4
1.4544602543974323,-0.005199400935278622,0.20266897902808698,-0.28412439430200326,-0.9320532715823081,0.4259440397527402,-0.4021273649154466,4
0.41609892888072386,-0.48864604658410776,0.5318171535632078,0.7037969285893527,1.1317808543964651,-0.03602155344984944,-0.5664763453967582,4
-0.7376358772489527,0.3815579155837844,0.22324073993653196,-0.28412439430200326,-0.02767651974891306,-0.10201663819307528,-0.812999816118727,4
1.4544602543974323,-0.5853353757138736,-0.9082061100279463,-0.4003504322892216,-0.190000552129266,0.16196370077983394,0.33744304725045837,4
1.4544602543974323,-0.1018887300650445,-0.9184919904821688,-1.3882717551805777,-1.7204842860011653,-1.3559232483143926,1.1591879496570192,3
2.0313276574622705,-0.48864604658410776,-0.3527685654999297,-1.0395936412189226,-0.6537835017874173,-0.3659969771659845,-0.7308253258780713,3
1.2237132931714978,-0.9720926922329369,-0.9699213927532815,-1.0977066602125318,-1.4422145162062745,-0.10201663819307528,0.1730940667691468,3
-0.2761419547970827,-1.1654713504924683,-0.9082061100279463,0.7619099475829619,0.1346475126314399,2.2738064125631046,1.4878859106196438,5
1.6852072156233688,1.348451206881442,2.7432814512210517,0.3551188146276977,0.8071327896357593,-1.4219183330576213,-0.7308253258780713,3
-0.2761419547970827,-1.0687820213627024,-0.9082061100279463,-0.4003504322892216,-0.5842160593386946,0.3599489550095144,0.666141008213083,5
-0.6222623966359855,1.9285871816600368,-0.9904931536617264,-0.28412439430200326,-0.885674976616493,0.29395387026628855,-0.812999816118727,4
-0.7376358772489527,3.6689951059958217,-0.9699213927532815,-0.34223741329561247,-1.4422145162062745,0.8879096329553328,1.8165838715822684,6
0.6468458901066594,0.5749365738433161,-0.9904931536617264,-1.0395936412189226,0.7839436421528517,-0.4979871466524391,0.5839665179724272,4
-0.39151543541004996,0.28486858645401847,0.3260995444787573,-0.05167231832756655,-0.09724396219763574,0.16196370077983394,-0.8951743063593828,3
-0.5068889160230172,0.28486858645401847,-0.6202014573097155,-0.9233676032317042,-0.8161075341677703,-0.16801172293630404,0.33744304725045837,5
-0.04539499357114716,-0.1985780591948104,-0.8670625882110562,0.3551188146276977,-0.35232458450961895,1.811840819360515,-0.073429403952822,6
0.8775928513325939,3.7656844351255874,-0.9082061100279463,-0.5746894892700491,0.714376199704129,-0.9599527398550317,-1.0595232868406943,3
-0.2761419547970827,-0.1018887300650445,-0.9493496318448365,-1.0977066602125318,0.11145836514853233,1.481865395644377,-0.4843018551561024,4
0.18535196765478837,-0.2952673883245763,0.6346759581054331,1.2268140995318353,2.4999405558880112,0.3599489550095144,-0.15560389419347778,4
0.06997848704182111,-0.39195671745434213,-1.0110649145701716,0.0064407006660426236,0.20421495508016257,1.6798506498740604,-0.4843018551561024,4
0.18535196765478837,-0.005199400935278622,0.5729606753800979,-0.16789835631478492,0.08826921766562476,1.2178850566714678,-0.073429403952822,4
0.6468458901066594,-0.1018887300650445,-0.9904931536617264,-1.0395936412189226,-0.12043310968054331,-0.03602155344984944,0.8304899886943945,4
0.41609892888072386,0.3815579155837844,-0.805347305485721,0.12266673865326098,-0.5378377643728794,-0.6299773161388937,1.405711420378988,5
1.9159541768493034,-0.39195671745434213,0.922680610823664,-0.8652545842380951,0.11145836514853233,0.02997353129337933,-0.4843018551561024,4
1.6852072156233688,-1.358850008752,-0.9904931536617264,-1.6207238311550143,-2.0915106457276864,1.811840819360515,-0.31995287467479083,4
0.6468458901066594,-0.2952673883245763,-0.7950614250314986,-0.22601137530839407,-0.8624858291335854,-0.03602155344984944,0.1730940667691468,4
-0.7376358772489527,-1.5522286670115315,-0.9082061100279463,0.47134485261491604,-0.4682703219241568,1.481865395644377,-1.306046757562663,4
-1.1991297997008237,-0.1018887300650445,1.8586957321579138,-0.7490285462508767,0.9694568220161122,1.151889971928242,-0.31995287467479083,3
0.5314724094936911,-0.005199400935278622,-0.8670625882110562,-0.8071415652444859,-0.3291354370267114,-0.03602155344984944,1.8165838715822684,3
-0.39151543541004996,1.058383219492145,-0.10590743459858892,-0.5746894892700491,0.2737823975288853,0.29395387026628855,-0.4843018551561024,3
0.18535196765478837,0.47824724471355023,-0.9699213927532815,0.18077975764687015,0.01870177521690207,-0.43199206190921324,0.5017920277317699,4
0.5314724094936911,-0.39195671745434213,2.475848559411266,0.5875708906021344,0.2737823975288853,0.09596861603660517,-1.6347447185252877,3
