volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,sulphates,alcohol,target
-0.1018887300650445,0.2096514570574771,-0.03918105528677245,0.5875708906021344,0.7607544946699442,-0.35548818461540654,-1.4703957380439747,4
0.1881792573242526,0.04629364818471899,0.13398062950084913,-1.21393269819975,-0.12043310968054331,-0.003091588416539527,-0.8951743063593828,4
-0.005199400935278622,0.5363670748029942,0.17727105069775453,-0.28412439430200326,-0.9320532715823081,-0.44358733366512343,-0.4021273649154466,4
-0.48864604658410776,-0.11706416068803956,0.5235944202729929,0.7037969285893527,1.1317808543964651,-0.7959839298639905,-0.5664763453967582,4
0.3815579155837844,-1.4239266316701067,-0.03918105528677245,-0.28412439430200326,-0.02767651974891306,-0.1792898865159733,-0.812999816118727,4
-0.5853353757138736,0.7814037881121315,-0.08247147648367785,-0.4003504322892216,-0.190000552129266,-0.35548818461540654,0.33744304725045837,4
-0.1018887300650445,0.618045979239373,-0.5586661096496366,-1.3882717551805777,-1.7204842860011653,0.6136024549314787,1.1591879496570192,3
-0.48864604658410776,0.5363670748029942,-0.47208526725582584,-1.0395936412189226,-0.6537835017874173,0.349305007782328,-0.7308253258780713,3
-0.9720926922329369,0.2913303614938564,-0.25563316127129915,-1.0977066602125318,-1.4422145162062745,1.230296498279496,0.1730940667691468,3
-1.1654713504924683,0.5363670748029942,-0.08247147648367785,0.7619099475829619,0.1346475126314399,0.2612058587326111,1.4878859106196438,5
1.348451206881442,2.3333029724033363,-0.25563316127129915,0.3551188146276977,0.8071327896357593,1.5826930944783633,-0.7308253258780713,3
-1.0687820213627024,0.37300926593023565,-0.601956530846542,-0.4003504322892216,-0.5842160593386946,0.5255033058817618,0.666141008213083,5
1.9285871816600368,-2.4040734849066574,0.004109365910132942,-0.28412439430200326,-0.885674976616493,-1.1483805260628581,-0.812999816118727,4
3.6689951059958217,1.1897983102940275,-0.7318277944372624,-0.34223741329561247,-1.4422145162062745,-0.8840830789137074,1.8165838715822684,6
0.5749365738433161,0.6997248836757523,-0.5586661096496366,-1.0395936412189226,0.7839436421528517,0.349305007782328,0.5839665179724272,4
0.28486858645401847,-1.5872844405428652,-0.08247147648367785,-0.05167231832756655,-0.09724396219763574,0.08500756063317735,-0.8951743063593828,3
0.28486858645401847,0.37300926593023565,-0.3422140036651099,-0.9233676032317042,-0.8161075341677703,-1.2364796751125748,0.33744304725045837,5
-0.1985780591948104,0.6997248836757523,0.13398062950084913,0.3551188146276977,-0.35232458450961895,-0.0911907374662564,-0.073429403952822,6
3.7656844351255874,-1.5872844405428652,1.2162411594234828,-0.5746894892700491,0.714376199704129,0.17310670968289424,-1.0595232868406943,3
