fixed acidity,volatile acidity,density,pH,sulphates,target
0.18535196765478837,-0.1018887300650445,2.482748197716169,-1.2899281635711668,-0.35548818461540654,4
-0.6222623966359855,0.1881792573242526,0.07247003274049144,0.6899243787256494,-0.003091588416539527,4
1.4544602543974323,-0.005199400935278622,0.4512280300938144,0.4259440397527402,-0.44358733366512343,4
0.41609892888072386,-0.48864604658410776,0.6233907561635275,-0.03602155344984944,-0.7959839298639905,4
-0.7376358772489527,0.3815579155837844,0.3823629396659444,-0.10201663819307528,-0.1792898865159733,4
1.4544602543974323,-0.5853353757138736,0.0036049423126214824,0.16196370077983394,-0.35548818461540654,4
1.4544602543974323,-0.1018887300650445,-1.0293714141055426,-1.3559232483143926,0.6136024549314787,3
2.0313276574622705,-0.48864604658410776,0.3134978492380745,-0.3659969771659845,0.349305007782328,3
1.2237132931714978,-0.9720926922329369,-0.6161808715382845,-0.10201663819307528,1.230296498279496,3
-0.2761419547970827,-1.1654713504924683,-0.8916412332498026,2.2738064125631046,0.2612058587326111,5
1.6852072156233688,1.348451206881442,2.2072878360046895,-1.4219183330576213,1.5826930944783633,3
-0.2761419547970827,-1.0687820213627024,-0.8227761428219326,0.3599489550095144,0.5255033058817618,5
-0.6222623966359855,1.9285871816600368,-0.3407205098267665,0.29395387026628855,-1.1483805260628581,4
-0.7376358772489527,3.6689951059958217,-1.5802921375285786,0.8879096329553328,-0.8840830789137074,6
0.6468458901066594,0.5749365738433161,-0.7194785071800894,-0.4979871466524391,0.349305007782328,4
-0.39151543541004996,0.28486858645401847,0.5889582109495926,0.16196370077983394,0.08500756063317735,3
-0.5068889160230172,0.28486858645401847,-0.8916412332498026,-0.16801172293630404,-1.2364796751125748,5
-0.04539499357114716,-0.1985780591948104,-0.27185541939889657,1.811840819360515,-0.0911907374662564,6
0.8775928513325939,3.7656844351255874,-0.03082760290131349,-0.9599527398550317,0.17310670968289424,3
-0.2761419547970827,-0.1018887300650445,0.4512280300938144,1.481865395644377,-0.1792898865159733,4
