fixed acidity,volatile acidity,free sulfur dioxide,density,pH,alcohol,target
0.18535196765478837,-0.1018887300650445,0.5875708906021344,2.482748197716169,-1.2899281635711668,-1.4703957380439747,4
-0.6222623966359855,0.1881792573242526,-1.21393269819975,0.07247003274049144,0.6899243787256494,-0.8951743063593828,4
1.4544602543974323,-0.005199400935278622,-0.28412439430200326,0.4512280300938144,0.4259440397527402,-0.4021273649154466,4
0.41609892888072386,-0.48864604658410776,0.7037969285893527,0.6233907561635275,-0.03602155344984944,-0.5664763453967582,4
-0.7376358772489527,0.3815579155837844,-0.28412439430200326,0.3823629396659444,-0.10201663819307528,-0.812999816118727,4
1.4544602543974323,-0.5853353757138736,-0.4003504322892216,0.0036049423126214824,0.16196370077983394,0.33744304725045837,4
1.4544602543974323,-0.1018887300650445,-1.3882717551805777,-1.0293714141055426,-1.3559232483143926,1.1591879496570192,3
2.0313276574622705,-0.48864604658410776,-1.0395936412189226,0.3134978492380745,-0.3659969771659845,-0.7308253258780713,3
1.2237132931714978,-0.9720926922329369,-1.0977066602125318,-0.6161808715382845,-0.10201663819307528,0.1730940667691468,3
-0.2761419547970827,-1.1654713504924683,0.7619099475829619,-0.8916412332498026,2.2738064125631046,1.4878859106196438,5
1.6852072156233688,1.348451206881442,0.3551188146276977,2.2072878360046895,-1.4219183330576213,-0.7308253258780713,3
-0.2761419547970827,-1.0687820213627024,-0.4003504322892216,-0.8227761428219326,0.3599489550095144,0.666141008213083,5
-0.6222623966359855,1.9285871816600368,-0.28412439430200326,-0.3407205098267665,0.29395387026628855,-0.812999816118727,4
-0.7376358772489527,3.6689951059958217,-0.34223741329561247,-1.5802921375285786,0.8879096329553328,1.8165838715822684,6
0.6468458901066594,0.5749365738433161,-1.0395936412189226,-0.7194785071800894,-0.4979871466524391,0.5839665179724272,4
-0.39151543541004996,0.28486858645401847,-0.05167231832756655,0.5889582109495926,0.16196370077983394,-0.8951743063593828,3
-0.5068889160230172,0.28486858645401847,-0.9233676032317042,-0.8916412332498026,-0.16801172293630404,0.33744304725045837,5
-0.04539499357114716,-0.1985780591948104,0.3551188146276977,-0.27185541939889657,1.811840819360515,-0.073429403952822,6
0.8775928513325939,3.7656844351255874,-0.5746894892700491,-0.03082760290131349,-0.9599527398550317,-1.0595232868406943,3
-0.2761419547970827,-0.1018887300650445,-1.0977066602125318,0.4512280300938144,1.481865395644377,-0.4843018551561024,4
