volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,target
-0.1018887300650445,3.0415719843935047,-0.03918105528677245,0.7607544946699442,-1.2899281635711668,-0.35548818461540654,4
0.1881792573242526,-0.8876343491195011,0.13398062950084913,-0.12043310968054331,0.6899243787256494,-0.003091588416539527,4
-0.005199400935278622,0.20266897902808698,0.17727105069775453,-0.9320532715823081,0.4259440397527402,-0.44358733366512343,4
-0.48864604658410776,0.5318171535632078,0.5235944202729929,1.1317808543964651,-0.03602155344984944,-0.7959839298639905,4
0.3815579155837844,0.22324073993653196,-0.03918105528677245,-0.02767651974891306,-0.10201663819307528,-0.1792898865159733,4
-0.5853353757138736,-0.9082061100279463,-0.08247147648367785,-0.190000552129266,0.16196370077983394,-0.35548818461540654,4
-0.1018887300650445,-0.9184919904821688,-0.5586661096496366,-1.7204842860011653,-1.3559232483143926,0.6136024549314787,3
-0.48864604658410776,-0.3527685654999297,-0.47208526725582584,-0.6537835017874173,-0.3659969771659845,0.349305007782328,3
-0.9720926922329369,-0.9699213927532815,-0.25563316127129915,-1.4422145162062745,-0.10201663819307528,1.230296498279496,3
-1.1654713504924683,-0.9082061100279463,-0.08247147648367785,0.1346475126314399,2.2738064125631046,0.2612058587326111,5
1.348451206881442,2.7432814512210517,-0.25563316127129915,0.8071327896357593,-1.4219183330576213,1.5826930944783633,3
-1.0687820213627024,-0.9082061100279463,-0.601956530846542,-0.5842160593386946,0.3599489550095144,0.5255033058817618,5
1.9285871816600368,-0.9904931536617264,0.004109365910132942,-0.885674976616493,0.29395387026628855,-1.1483805260628581,4
3.6689951059958217,-0.9699213927532815,-0.7318277944372624,-1.4422145162062745,0.8879096329553328,-0.8840830789137074,6
0.5749365738433161,-0.9904931536617264,-0.5586661096496366,0.7839436421528517,-0.4979871466524391,0.349305007782328,4
0.28486858645401847,0.3260995444787573,-0.08247147648367785,-0.09724396219763574,0.16196370077983394,0.08500756063317735,3
0.28486858645401847,-0.6202014573097155,-0.3422140036651099,-0.8161075341677703,-0.16801172293630404,-1.2364796751125748,5
-0.1985780591948104,-0.8670625882110562,0.13398062950084913,-0.35232458450961895,1.811840819360515,-0.0911907374662564,6
3.7656844351255874,-0.9082061100279463,1.2162411594234828,0.714376199704129,-0.9599527398550317,0.17310670968289424,3
-0.1018887300650445,-0.9493496318448365,0.26385189309156504,0.11145836514853233,1.481865395644377,-0.1792898865159733,4
-0.2952673883245763,0.6346759581054331,0.004109365910132942,2.4999405558880112,0.3599489550095144,0.08500756063317735,4
-0.39195671745434213,-1.0110649145701716,0.26385189309156504,0.20421495508016257,1.6798506498740604,-0.44358733366512343,4
-0.005199400935278622,0.5729606753800979,0.22056147189465963,0.08826921766562476,1.2178850566714678,0.349305007782328,4
-0.1018887300650445,-0.9904931536617264,0.04739978710703834,-0.12043310968054331,-0.03602155344984944,-0.003091588416539527,4
0.3815579155837844,-0.805347305485721,-0.5586661096496366,-0.5378377643728794,-0.6299773161388937,1.93508969067723,5
-0.39195671745434213,0.922680610823664,-0.08247147648367785,0.11145836514853233,0.02997353129337933,0.349305007782328,4
-1.358850008752,-0.9904931536617264,-0.16905231887748834,-2.0915106457276864,1.811840819360515,-0.7959839298639905,4
-0.2952673883245763,-0.7950614250314986,0.17727105069775453,-0.8624858291335854,-0.03602155344984944,-0.44358733366512343,4
-1.5522286670115315,-0.9082061100279463,-0.03918105528677245,-0.4682703219241568,1.481865395644377,0.17310670968289424,4
-0.1018887300650445,1.8586957321579138,-0.08247147648367785,0.9694568220161122,1.151889971928242,-1.0602813770131412,3
-0.005199400935278622,-0.8670625882110562,1.4759836866049152,-0.3291354370267114,-0.03602155344984944,-0.6197856317645573,3
1.058383219492145,-0.10590743459858892,0.22056147189465963,0.2737823975288853,0.29395387026628855,-1.2364796751125748,3
0.47824724471355023,-0.9699213927532815,0.30714231428847044,0.01870177521690207,-0.43199206190921324,-1.853173718460592,4
-0.39195671745434213,2.475848559411266,0.480303999076092,0.2737823975288853,0.09596861603660517,-1.1483805260628581,3
-0.48864604658410776,-0.7024885009434957,5.458702436720207,0.48248472487505334,-0.5639822313956678,-1.1483805260628581,4
-0.39195671745434213,-0.6202014573097155,5.501992857917113,0.45929557739214577,-0.6299773161388937,-1.3245788241622913,4
0.28486858645401847,0.3055277835703123,0.9997890534389564,0.5288630198408685,-0.43199206190921324,-0.26738903556568966,4
-0.39195671745434213,-0.9287778709363915,0.480303999076092,0.343349839977608,0.16196370077983394,0.6136024549314787,4
-0.48864604658410776,-0.9287778709363915,0.6101752626668079,0.38972813494342307,0.29395387026628855,0.6136024549314787,4
