fixed acidity,residual sugar,chlorides,density,pH,alcohol,target
0.18535196765478837,3.0415719843935047,-0.03918105528677245,2.482748197716169,-1.2899281635711668,-1.4703957380439747,4
-0.6222623966359855,-0.8876343491195011,0.13398062950084913,0.07247003274049144,0.6899243787256494,-0.8951743063593828,4
1.4544602543974323,0.20266897902808698,0.17727105069775453,0.4512280300938144,0.4259440397527402,-0.4021273649154466,4
0.41609892888072386,0.5318171535632078,0.5235944202729929,0.6233907561635275,-0.03602155344984944,-0.5664763453967582,4
-0.7376358772489527,0.22324073993653196,-0.03918105528677245,0.3823629396659444,-0.10201663819307528,-0.812999816118727,4
1.4544602543974323,-0.9082061100279463,-0.08247147648367785,0.0036049423126214824,0.16196370077983394,0.33744304725045837,4
1.4544602543974323,-0.9184919904821688,-0.5586661096496366,-1.0293714141055426,-1.3559232483143926,1.1591879496570192,3
2.0313276574622705,-0.3527685654999297,-0.47208526725582584,0.3134978492380745,-0.3659969771659845,-0.7308253258780713,3
1.2237132931714978,-0.9699213927532815,-0.25563316127129915,-0.6161808715382845,-0.10201663819307528,0.1730940667691468,3
-0.2761419547970827,-0.9082061100279463,-0.08247147648367785,-0.8916412332498026,2.2738064125631046,1.4878859106196438,5
1.6852072156233688,2.7432814512210517,-0.25563316127129915,2.2072878360046895,-1.4219183330576213,-0.7308253258780713,3
-0.2761419547970827,-0.9082061100279463,-0.601956530846542,-0.8227761428219326,0.3599489550095144,0.666141008213083,5
-0.6222623966359855,-0.9904931536617264,0.004109365910132942,-0.3407205098267665,0.29395387026628855,-0.812999816118727,4
-0.7376358772489527,-0.9699213927532815,-0.7318277944372624,-1.5802921375285786,0.8879096329553328,1.8165838715822684,6
0.6468458901066594,-0.9904931536617264,-0.5586661096496366,-0.7194785071800894,-0.4979871466524391,0.5839665179724272,4
-0.39151543541004996,0.3260995444787573,-0.08247147648367785,0.5889582109495926,0.16196370077983394,-0.8951743063593828,3
-0.5068889160230172,-0.6202014573097155,-0.3422140036651099,-0.8916412332498026,-0.16801172293630404,0.33744304725045837,5
-0.04539499357114716,-0.8670625882110562,0.13398062950084913,-0.27185541939889657,1.811840819360515,-0.073429403952822,6
0.8775928513325939,-0.9082061100279463,1.2162411594234828,-0.03082760290131349,-0.9599527398550317,-1.0595232868406943,3
-0.2761419547970827,-0.9493496318448365,0.26385189309156504,0.4512280300938144,1.481865395644377,-0.4843018551561024,4
0.18535196765478837,0.6346759581054331,0.004109365910132942,0.5889582109495926,0.3599489550095144,-0.15560389419347778,4
0.06997848704182111,-1.0110649145701716,0.26385189309156504,-0.27185541939889657,1.6798506498740604,-0.4843018551561024,4
0.18535196765478837,0.5729606753800979,0.22056147189465963,0.7955534822332023,1.2178850566714678,-0.073429403952822,4
0.6468458901066594,-0.9904931536617264,0.04739978710703834,-0.8227761428219326,-0.03602155344984944,0.8304899886943945,4
0.41609892888072386,-0.805347305485721,-0.5586661096496366,-1.0982365045334124,-0.6299773161388937,1.405711420378988,5
1.9159541768493034,0.922680610823664,-0.08247147648367785,1.2431765700143953,0.02997353129337933,-0.4843018551561024,4
1.6852072156233688,-0.9904931536617264,-0.16905231887748834,-0.13412523854315664,1.811840819360515,-0.31995287467479083,4
0.6468458901066594,-0.7950614250314986,0.17727105069775453,-0.6161808715382845,-0.03602155344984944,0.1730940667691468,4
-0.7376358772489527,-0.9082061100279463,-0.03918105528677245,0.03803748752655646,1.481865395644377,-1.306046757562663,4
-1.1991297997008237,1.8586957321579138,-0.08247147648367785,0.8299860274471373,1.151889971928242,-0.31995287467479083,3
0.5314724094936911,-0.8670625882110562,1.4759836866049152,-1.1326690497473473,-0.03602155344984944,1.8165838715822684,3
-0.39151543541004996,-0.10590743459858892,0.22056147189465963,-0.13412523854315664,0.29395387026628855,-0.4843018551561024,3
0.18535196765478837,-0.9699213927532815,0.30714231428847044,-1.0982365045334124,-0.43199206190921324,0.5017920277317699,4
0.5314724094936911,2.475848559411266,0.480303999076092,2.1039902003628845,0.09596861603660517,-1.6347447185252877,3
-0.1607684741841144,-0.7024885009434957,5.458702436720207,-0.03082760290131349,-0.5639822313956678,-0.9773487966000386,4
-0.1607684741841144,-0.6202014573097155,5.501992857917113,-0.03082760290131349,-0.6299773161388937,-0.9773487966000386,4
0.18535196765478837,0.3055277835703123,0.9997890534389564,0.5545256657356193,-0.43199206190921324,-0.648650835637414,4
-0.2761419547970827,-0.9287778709363915,0.480303999076092,-0.13412523854315664,0.16196370077983394,-0.8951743063593828,4
-0.1607684741841144,-0.9287778709363915,0.6101752626668079,-0.13412523854315664,0.29395387026628855,-0.8951743063593828,4
0.6468458901066594,-0.9287778709363915,0.5235944202729929,-0.23742287418496158,-0.2340068076795299,-0.4843018551561024,5
-0.7376358772489527,-0.3116250436830395,0.7400465262575241,0.07247003274049144,0.491939124495969,-0.648650835637414,2
-0.7376358772489527,-0.3116250436830395,0.8699177898482403,0.03803748752655646,0.3599489550095144,-0.648650835637414,3
0.06997848704182111,-0.18819447823236923,0.9132082110451457,0.41679548487987944,1.0858948871850131,-0.648650835637414,3
0.41609892888072386,-0.8876343491195011,0.6967561050606187,-0.7194785071800894,1.0198998024417874,0.9126644789350503,4
-0.2761419547970827,-0.9904931536617264,0.956498632242051,-0.8227761428219326,0.9539047176985587,0.33744304725045837,5
-0.7376358772489527,-0.9904931536617264,0.480303999076092,-0.9605063236776725,0.8219145482121041,0.2552685570098026,5
-0.5068889160230172,-1.0110649145701716,-0.03918105528677245,-0.9260737784637375,0.7559194634688782,0.2552685570098026,4
-0.04539499357114716,-1.0316366754786166,4.376441906797574,-0.27185541939889657,-0.9599527398550317,-1.2238722673220073,4
0.06997848704182111,-0.9493496318448365,-0.29892358246820455,-1.0293714141055426,-0.43199206190921324,0.33744304725045837,4
0.41609892888072386,1.23125702445034,-0.12576189768058324,0.8299860274471373,-0.6959724008821225,-0.812999816118727,4
-0.9683828384748883,1.3341158289925652,0.09069020830394374,1.1743114795865253,0.6899243787256494,-1.388221247803319,4
-0.2761419547970827,-0.27048152186614954,-0.08247147648367785,-0.23742287418496158,-0.5639822313956678,-0.31995287467479083,4
0.6468458901066594,-0.9699213927532815,-0.3422140036651099,-0.4095856002546365,1.0858948871850131,-0.5664763453967582,4
-0.04539499357114716,-0.2087662391408142,1.9954687409677794,0.4512280300938144,-1.0919429093414863,-1.6347447185252877,4
0.18535196765478837,-0.9904931536617264,-0.47208526725582584,-0.9605063236776725,-1.157937994084712,-0.073429403952822,3
0.41609892888072386,-0.9287778709363915,-0.3422140036651099,-0.37515305504070146,-0.30000189242275865,-0.23777838443413357,4
-0.7376358772489527,-0.9699213927532815,0.7833369474544295,-0.13412523854315664,0.16196370077983394,-1.2238722673220073,3
-0.5068889160230172,0.09981017448586167,-0.25563316127129915,-1.2015341401752555,0.16196370077983394,1.6522348911009552,5
-0.1607684741841144,-0.9699213927532815,-0.21234274007439824,-0.6161808715382845,-0.3659969771659845,-0.648650835637414,3
