region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,intensity-mean,rawred-mean,rawblue-mean,value-mean,hue-mean,target
0.030570166385624764,0,0,-0.6079358187716558,-0.12563031076141665,-0.8100428705658337,-0.7286052771768294,-0.8404737458068614,-0.8722768856917833,0.1556775816936052,1
0.16972863246399558,0,0,-0.5870119872249645,-0.12111638987617677,-0.7974414732166873,-0.700087369921396,-0.8379247319052077,-0.8567644163713672,0.2829550940794009,1
0.2740974820227737,0,0,-0.6079358489020359,-0.12464545583139697,-0.811981545067846,-0.7222679796629426,-0.850669787648812,-0.8774477080229659,0.25638291959962334,1
0.23930786550318098,0,0,-0.5242402892048251,-0.12333231460992217,-0.8187669058248894,-0.7159306650383201,-0.8685128666075022,-0.8722768856917833,0.3996012247311183,1
-0.21295714925152415,0,0,-0.44054484626283735,-0.11873632252852569,-0.8139202195698585,-0.738111246261974,-0.8404737458068614,-0.8696914721993239,0.12081902169629284,1
0.08275459116501381,0,0,-0.5242403645307755,-0.125302026951797,-0.8265216221534313,-0.7412798978707067,-0.8634148525688589,-0.8877893410509902,0.24354867829426285,1
-0.9783287126825636,1,0,-0.3359254889156131,-0.107328385489746,-0.4484797095306766,-0.3800532722604667,-0.42243577105238206,-0.4508551751738698,-0.16825441715898767,1
-0.2303519575113205,0,0,-0.063915046070645,-0.008432556450315345,-0.5027626479312873,-0.3990651533949697,-0.5243962582952079,-0.5542715519914763,0.011423488063553314,1
-0.2651415740309132,0,0,-0.21038217573387963,-0.10929812189656102,-0.5095480348604626,-0.39589653030412997,-0.5320433321177184,-0.5620278180644048,0.03918038440309491,1
-0.38690523184948766,0,0,-0.21038221339685478,-0.09846473619147343,-0.414552853401196,-0.33252346961158363,-0.40204367360381693,-0.43017189981034853,-0.12651599127807794,1
0.3784663315815518,0,0,-0.566088087884918,-0.1266151676414499,-0.8691724952214754,-0.7793037656559166,-0.924591133444001,-0.9239850717737184,0.5115865784911068,1
-1.1870664118001197,0,0,0.12439952824071646,-0.04561084597997596,-0.35833124049857284,-0.31984883465876,-0.3026322644977436,-0.32934099931064253,-0.2638484179293122,1
0.10014939942481017,0,0,-0.39869714550647983,-0.11742318383320485,-0.806165508475743,-0.7127620048742197,-0.8481207737471582,-0.8619352526637589,0.27780888177956575,1
-0.1259831079525424,0,0,-0.1476106133004507,-0.09083210165336172,-0.4038901698122598,-0.33252346961158363,-0.3842006313508976,-0.4120740774960459,-0.17409519955816086,1
-1.3784093026578796,0,0,0.10347608838896646,-0.07408957763741346,-0.4814372284091511,-0.443426332953013,-0.4377298957562961,-0.466367684051045,-0.2525823443880909,1
0.22191305724338461,0,0,-0.4823925959810626,-0.11775146507235207,-0.8081041960638213,-0.7159306650383201,-0.850669787648812,-0.8671060656874688,0.28309122222102134,1
0.013175358125828414,0,0,-0.5242404021937506,-0.12333231660425424,-0.8139202195698585,-0.7254366198645182,-0.8481207737471582,-0.8748622968573746,0.2184038400061969,1
