region-centroid-row,short-line-density-2,vedge-sd,hedge-mean,intensity-mean,rawred-mean,rawgreen-mean,exgreen-mean,value-mean,target
0.030570166385624764,0,-0.12563031076141665,-0.49957792364113274,-0.8100428705658337,-0.7286052771768294,-0.8430976825459341,0.07324785172028549,-0.8722768856917833,1
0.16972863246399558,0,-0.12111638987617677,-0.5477580527382968,-0.7974414732166873,-0.700087369921396,-0.8339335491827695,0.03504196619858358,-0.8567644163713672,1
0.2740974820227737,0,-0.12464545583139697,-0.4513978668141262,-0.811981545067846,-0.7222679796629426,-0.8430976825459341,0.0923508374628007,-0.8774477080229659,1
0.23930786550318098,0,-0.12333231460992217,-0.371097699832291,-0.8187669058248894,-0.7159306650383201,-0.8492071093701123,0.10190232603589178,-0.8722768856917833,1
-0.21295714925152415,0,-0.11873632252852569,-0.4353378045096961,-0.8139202195698585,-0.738111246261974,-0.8461523973326438,0.08279934888970934,-0.8696914721993239,1
0.08275459116501381,0,-0.125302026951797,-0.49957792364113274,-0.8265216221534313,-0.7412798978707067,-0.8553165306958084,0.12100525160407696,-0.8877893410509902,1
-0.9783287126825636,0,-0.107328385489746,0.014343246220832826,-0.4484797095306766,-0.3800532722604667,-0.5406811770903404,-0.6526647468620065,-0.4508551751738698,1
-0.2303519575113205,0,-0.008432556450315345,0.07858332199017493,-0.5027626479312873,-0.3990651533949697,-0.5712282699726148,-0.40432623308095894,-0.5542715519914763,1
-0.2651415740309132,0,-0.10929812189656102,-0.29079751839642437,-0.5095480348604626,-0.39589653030412997,-0.5865018439061633,-0.48073800412436246,-0.5620278180644048,1
-0.38690523184948766,0,-0.09846473619147343,-0.3229175851891584,-0.414552853401196,-0.33252346961158363,-0.5040246106467886,-0.6431131035549239,-0.43017189981034853,1
0.3784663315815518,0,-0.1266151676414499,-0.5156379859455628,-0.8691724952214754,-0.7793037656559166,-0.8797542297447981,0.31203489412090757,-0.9239850717737184,1
-1.1870664118001197,0,-0.04561084597997596,-0.17837738580007564,-0.35833124049857284,-0.31984883465876,-0.45820394383096563,-0.7672824034271121,-0.32934099931064253,1
