region-centroid-col,region-centroid-row,short-line-density-2,vedge-mean,vedge-sd,hedge-mean,intensity-mean,rawblue-mean,rawgreen-mean,exgreen-mean,value-mean,hue-mean,target
0.20859934619480355,0.030570166385624764,0,-0.6079358187716558,-0.12563031076141665,-0.49957792364113274,-0.8100428705658337,-0.8404737458068614,-0.8430976825459341,0.07324785172028549,-0.8722768856917833,0.1556775816936052,1
0.8675461025374633,0.16972863246399558,0,-0.5870119872249645,-0.12111638987617677,-0.5477580527382968,-0.7974414732166873,-0.8379247319052077,-0.8339335491827695,0.03504196619858358,-0.8567644163713672,0.2829550940794009,1
-0.2718826636383858,0.2740974820227737,0,-0.6079358489020359,-0.12464545583139697,-0.4513978668141262,-0.811981545067846,-0.850669787648812,-0.8430976825459341,0.0923508374628007,-0.8774477080229659,0.25638291959962334,1
-1.2465747407285699,0.23930786550318098,0,-0.5242402892048251,-0.12333231460992217,-0.371097699832291,-0.8187669058248894,-0.8685128666075022,-0.8492071093701123,0.10190232603589178,-0.8722768856917833,0.3996012247311183,1
-1.1779344536095429,-0.21295714925152415,0,-0.44054484626283735,-0.11873632252852569,-0.4353378045096961,-0.8139202195698585,-0.8404737458068614,-0.8461523973326438,0.08279934888970934,-0.8696914721993239,0.12081902169629284,1
-1.4936797743570673,0.08275459116501381,0,-0.5242403645307755,-0.125302026951797,-0.49957792364113274,-0.8265216221534313,-0.8634148525688589,-0.8553165306958084,0.12100525160407696,-0.8877893410509902,0.24354867829426285,1
-1.3563992001190133,-0.9783287126825636,0,-0.3359254889156131,-0.107328385489746,0.014343246220832826,-0.4484797095306766,-0.42243577105238206,-0.5406811770903404,-0.6526647468620065,-0.4508551751738698,-0.16825441715898767,1
-1.5211358892046782,-0.2303519575113205,0,-0.063915046070645,-0.008432556450315345,0.07858332199017493,-0.5027626479312873,-0.5243962582952079,-0.5712282699726148,-0.40432623308095894,-0.5542715519914763,0.011423488063553314,1
-1.5623200614760944,-0.2651415740309132,0,-0.21038217573387963,-0.10929812189656102,-0.29079751839642437,-0.5095480348604626,-0.5320433321177184,-0.5865018439061633,-0.48073800412436246,-0.5620278180644048,0.03918038440309491,1
-0.546443812114494,-0.38690523184948766,0,-0.21038221339685478,-0.09846473619147343,-0.3229175851891584,-0.414552853401196,-0.40204367360381693,-0.5040246106467886,-0.6431131035549239,-0.43017189981034853,-0.12651599127807794,1
-1.4662236595094567,0.3784663315815518,0,-0.566088087884918,-0.1266151676414499,-0.5156379859455628,-0.8691724952214754,-0.924591133444001,-0.8797542297447981,0.31203489412090757,-0.9239850717737184,0.5115865784911068,1
-1.3975833723904296,-1.1870664118001197,0,0.12439952824071646,-0.04561084597997596,-0.17837738580007564,-0.35833124049857284,-0.3026322644977436,-0.45820394383096563,-0.7672824034271121,-0.32934099931064253,-0.2638484179293122,1
0.9773705619279066,0.10014939942481017,0,-0.39869714550647983,-0.11742318383320485,-0.49957793809516426,-0.806165508475743,-0.8481207737471582,-0.8369882612202381,0.0923508374628007,-0.8619352526637589,0.27780888177956575,1
-0.6150840992335211,-0.1259831079525424,0,-0.1476106133004507,-0.09083210165336172,-0.24261734593716572,-0.4038901698122598,-0.3842006313508976,-0.49180574600146765,-0.6335616321744987,-0.4120740774960459,-0.17409519955816086,1
-1.6858725782903432,-1.3784093026578796,0,0.10347608838896646,-0.07408957763741346,-0.0017166570892506458,-0.4814372284091511,-0.4377298957562961,-0.5651188513961598,-0.5571498611310949,-0.466367684051045,-0.2525823443880909,1
-0.06596180228130466,0.22191305724338461,0,-0.4823925959810626,-0.11775146507235207,-0.403217708808899,-0.8081041960638213,-0.850669787648812,-0.8369882612202381,0.11145376303098589,-0.8671060656874688,0.28309122222102134,1
0.290967690737636,0.013175358125828414,0,-0.5242404021937506,-0.12333231660425424,-0.5798781628931254,-0.8139202195698585,-0.8481207737471582,-0.8492071093701123,0.05414490895943457,-0.8748622968573746,0.2184038400061969,1
-1.3975833723904296,-0.6652221640062292,0,-0.16853446744492703,-0.10371726615440227,-0.17837718344363457,-0.501793310680281,-0.514200198100372,-0.5803924253297084,-0.4998409468852134,-0.5439299026753748,-0.015563996772163836,1
0.18114323134719273,-0.1259831079525424,0,-0.4823926185788477,-0.12366060050251088,-0.5638180716806324,-0.8022881568545049,-0.8277286877691464,-0.8400429705084655,0.02549040885482969,-0.8593498228832221,0.1109356146756313,1
1.430396456913485,0.013175358125828414,0,-0.37777319720456576,-0.12538409994285246,-0.4353378045096961,-0.8177975685738833,-0.8532188038445763,-0.8461523973326438,0.12100525160407696,-0.8774477080229659,0.2100484665296576,1
-1.4113114298142349,-0.1259831079525424,0,-0.5660881669771659,-0.12464545640753733,-0.595938181835461,-0.8245829397997794,-0.8557678131580085,-0.8553165306958084,0.10190232603589178,-0.8826185163929393,0.1700169079356351,1
