region-centroid-col,region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,hedge-mean,intensity-mean,rawred-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,saturatoin-mean,hue-mean,target
0.20859934619480355,0.030570166385624764,0,0,-0.6079358187716558,-0.49957792364113274,-0.8100428705658337,-0.7286052771768294,-0.8430976825459341,1.397184041104391,-0.8664732802535876,0.07324785172028549,0.5168439548887027,0.1556775816936052,1
0.8675461025374633,0.16972863246399558,0,0,-0.5870119872249645,-0.5477580527382968,-0.7974414732166873,-0.700087369921396,-0.8339335491827695,1.5313063652274674,-0.9229173646354933,0.03504196619858358,0.48596998575852524,0.2829550940794009,1
-0.2718826636383858,0.2740974820227737,0,0,-0.6079358489020359,-0.4513978668141262,-0.811981545067846,-0.7222679796629426,-0.8430976825459341,1.4738253851872831,-0.9229173646354933,0.0923508374628007,0.4599202028615009,0.25638291959962334,1
-1.2465747407285699,0.23930786550318098,0,0,-0.5242402892048251,-0.371097699832291,-0.8187669058248894,-0.7159306650383201,-0.8492071093701123,1.5983675186668564,-1.0019390594023163,0.10190232603589178,0.6393752304880388,0.3996012247311183,1
-1.1779344536095429,-0.21295714925152415,0,0,-0.44054484626283735,-0.4353378045096961,-0.8139202195698585,-0.738111246261974,-0.8461523973326438,1.3492832085969637,-0.8438956597087378,0.08279934888970934,0.5924852799146914,0.12081902169629284,1
-1.4936797743570673,0.08275459116501381,0,0,-0.5242403645307755,-0.49957792364113274,-0.8265216221534313,-0.7412798978707067,-0.8553165306958084,1.4450848736118178,-0.9229173646354933,0.12100525160407696,0.5863106261332522,0.24354867829426285,1
-1.3563992001190133,-0.9783287126825636,1,0,-0.3359254889156131,0.014343246220832826,-0.4484797095306766,-0.3800532722604667,-0.5406811770903404,0.9852369125802548,-0.19478889759544063,-0.6526647468620065,0.04114878511680129,-0.16825441715898767,1
-1.5211358892046782,-0.2303519575113205,0,0,-0.063915046070645,0.07858332199017493,-0.5027626479312873,-0.3990651533949697,-0.5712282699726148,1.3492832085969637,-0.5560309380722974,-0.40432623308095894,-0.2568437088044686,0.011423488063553314,1
-1.5623200614760944,-0.2651415740309132,0,0,-0.21038217573387963,-0.29079751839642437,-0.5095480348604626,-0.39589653030412997,-0.5865018439061633,1.4450848736118178,-0.567319740724773,-0.48073800412436246,-0.1697178953620687,0.03918038440309491,1
-0.546443812114494,-0.38690523184948766,0,0,-0.21038221339685478,-0.3229175851891584,-0.414552853401196,-0.33252346961158363,-0.5040246106467886,1.081038575870679,-0.2568773121840561,-0.6431131035549239,-0.09953914110895862,-0.12651599127807794,1
