region-centroid-col,region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,rawblue-mean,exred-mean,value-mean,target
0.20859934619480355,0.030570166385624764,0,0,-0.6079358187716558,-0.12563031076141665,-0.8404737458068614,1.397184041104391,-0.8722768856917833,1
0.8675461025374633,0.16972863246399558,0,0,-0.5870119872249645,-0.12111638987617677,-0.8379247319052077,1.5313063652274674,-0.8567644163713672,1
-0.2718826636383858,0.2740974820227737,0,0,-0.6079358489020359,-0.12464545583139697,-0.850669787648812,1.4738253851872831,-0.8774477080229659,1
-1.2465747407285699,0.23930786550318098,0,0,-0.5242402892048251,-0.12333231460992217,-0.8685128666075022,1.5983675186668564,-0.8722768856917833,1
-1.1779344536095429,-0.21295714925152415,0,0,-0.44054484626283735,-0.11873632252852569,-0.8404737458068614,1.3492832085969637,-0.8696914721993239,1
-1.4936797743570673,0.08275459116501381,0,0,-0.5242403645307755,-0.125302026951797,-0.8634148525688589,1.4450848736118178,-0.8877893410509902,1
-1.3563992001190133,-0.9783287126825636,1,0,-0.3359254889156131,-0.107328385489746,-0.42243577105238206,0.9852369125802548,-0.4508551751738698,1
-1.5211358892046782,-0.2303519575113205,0,0,-0.063915046070645,-0.008432556450315345,-0.5243962582952079,1.3492832085969637,-0.5542715519914763,1
-1.5623200614760944,-0.2651415740309132,0,0,-0.21038217573387963,-0.10929812189656102,-0.5320433321177184,1.4450848736118178,-0.5620278180644048,1
-0.546443812114494,-0.38690523184948766,0,0,-0.21038221339685478,-0.09846473619147343,-0.40204367360381693,1.081038575870679,-0.43017189981034853,1
-1.4662236595094567,0.3784663315815518,0,0,-0.566088087884918,-0.1266151676414499,-0.924591133444001,1.5217262090725607,-0.9239850717737184,1
-1.3975833723904296,-1.1870664118001197,0,0,0.12439952824071646,-0.04561084597997596,-0.3026322644977436,0.640350937495508,-0.32934099931064253,1
0.9773705619279066,0.10014939942481017,0,0,-0.39869714550647983,-0.11742318383320485,-0.8481207737471582,1.5025658536520021,-0.8619352526637589,1
-0.6150840992335211,-0.1259831079525424,0,0,-0.1476106133004507,-0.09083210165336172,-0.3842006313508976,0.9756567564253484,-0.4120740774960459,1
-1.6858725782903432,-1.3784093026578796,0,0,0.10347608838896646,-0.07408957763741346,-0.4377298957562961,0.7361526025103623,-0.466367684051045,1
-0.06596180228130466,0.22191305724338461,0,0,-0.4823925959810626,-0.11775146507235207,-0.850669787648812,1.4929856802527977,-0.8671060656874688,1
0.290967690737636,0.013175358125828414,0,0,-0.5242404021937506,-0.12333231660425424,-0.8481207737471582,1.4642452117880782,-0.8748622968573746,1
-1.3975833723904296,-0.6652221640062292,0,0,-0.16853446744492703,-0.10371726615440227,-0.514200198100372,1.339703043819908,-0.5439299026753748,1
0.18114323134719273,-0.1259831079525424,0,0,-0.4823926185788477,-0.12366060050251088,-0.8277286877691464,1.3780237201724288,-0.8593498228832221,1
1.430396456913485,0.013175358125828414,0,0,-0.37777319720456576,-0.12538409994285246,-0.8532188038445763,1.4163443792806512,-0.8774477080229659,1
-1.4113114298142349,-0.1259831079525424,0,0,-0.5660881669771659,-0.12464545640753733,-0.8557678131580085,1.397184041104391,-0.8826185163929393,1
-0.052233744857499244,-1.100092370501138,0,0,0.14532372135196886,-0.07540270348037213,-0.20831885107742817,0.5637096192790634,-0.23368088856596458,1
-1.2603027981523753,0.4480455646207372,0,0,-0.503316472723324,-0.1214446810869843,-0.8175326275743104,0.7553129406866225,-0.8515936033476573,1
-0.6150840992335211,-0.4912740814082658,0,0,-0.25222995934878245,-0.10470212494013059,-0.40459272879946273,1.081038575870679,-0.4327573528595672,1
-0.39543518045263454,-0.6826169722660256,0,0,-0.1476104626485503,-0.09871094313216972,-0.3281223576320666,1.0235575803106263,-0.35519506442919185,1
0.2772396333138306,-0.36951042358969133,0,0,-0.37777332525868107,-0.11356581412504438,-0.3332203533178245,0.8511146057014767,-0.36036585418421985,1
-1.4662236595094567,0.25670267376297734,0,0,-0.3777732574653259,-0.1145506906381688,-0.8659638664705125,1.512146027051207,-0.8826185163929393,1
0.18114323134719273,0.16972863246399558,0,0,-0.4614687267713963,-0.117176972682252,-0.8353757157094434,1.4450848736118178,-0.8619352526637589,1
-0.052233744857499244,-0.17816753273193145,0,0,-0.0639151967225455,-0.09313007077057714,-0.432631831247218,1.0331377450876817,-0.46119682448997135,1
-0.40916323787643993,-1.152276795280527,0,0,-0.022067601422518256,-0.051437887611548126,-0.2261618245070273,0.6786716052258794,-0.25177864107422165,1
0.20859934619480355,-1.7089106595940102,0,0,-0.3359259597028021,-0.09452523013897572,2.2489287882396947,-1.5439267782497013,2.2586536880292836,6
0.23605546104241437,-1.5697521935156395,0,0,-0.524240846616857,-0.11320682659833983,1.9354002526887064,-2.4732027874905405,1.9406482915035352,6
-0.8072769031667969,-1.4305937274372686,0,0,-0.4823923022098567,-0.11976325706729833,1.9404982254333578,-2.674386584072525,1.9458190579898818,6
0.5518007817899389,-0.4216948483690804,0,0,-0.3777726096621537,-0.11652040333459154,1.690695037423711,-2.626485372190535,1.6924489406039163,6
1.4166683994896798,-1.7958847008929921,0,0,-0.3150019360749378,-0.11615297512982774,2.208144547460351,-1.745110316167211,2.2172870907648776,6
-0.011049572586083013,-1.6393314265548249,0,0,-0.3359249992969364,-0.11126791591741335,2.2616737201013226,-1.2852623034027528,2.271580604245149,6
0.42824826497569013,-1.5871470017754359,0,0,-0.41962257772961375,-0.12341436032294689,2.3406932152876845,-0.5859102143226509,2.3517284155307885,6
-1.4250394872380403,-0.5782481227072476,0,0,-0.46146825975050476,-0.12604067478600567,1.9328512663163815,-0.8637351739223954,1.9380629082603629,6
-1.6035042337475107,-1.4653833439568613,1,0,-0.1894577189818013,-0.10199379762620764,2.0118705320916757,-1.6972093629496956,2.0182104868591835,6
-0.038505687433693835,-1.9524379752311591,0,0,-0.3359254889156131,-0.12013143292499255,2.4452025741973022,-0.5954903704775575,2.457730059248159,6
-1.1092941664905158,-0.7695910135650074,0,0,-0.5451643956912348,-0.1193968741141269,1.8869690527923864,-2.4827832023099217,1.8915255445096102,6
-1.6172322911713162,-1.8306743174125848,0,0,-0.2313058039005052,-0.11085755107293226,2.3687322947943334,-0.26976480254626434,2.3801678638925114,6
0.8675461025374633,-1.4131989191774723,0,0,-0.41962067951566756,-0.11496358385251827,1.879321864264342,-2.3295006176099275,1.8837691620932722,6
0.3733360352804685,-1.8306743174125848,0,0,-0.419621131471369,-0.11693371801778323,1.9761842640569827,-2.7510278333117766,1.982014656081123,6
-0.06596180228130466,-0.8565650548639892,0,0,-0.587011512671478,-0.12505580551895437,1.8104985439783494,-2.1953779141122878,1.8139631164671435,6
0.2497835184662198,-1.7263054678538068,0,0,-0.23130629351918183,-0.10691810041854735,2.2336346405946728,-1.4768657713868483,2.2431411558834253,6
0.7714497005708254,-1.6741210430744176,0,0,-0.44054517393072096,-0.11676659343426155,2.345791188032336,-0.3272457394757026,2.356899182017135,6
-0.244426548790775,-1.7784898926331958,0,0,-0.46147066264831754,-0.11558253743840001,2.2387326133393253,-1.745110316167211,2.2483119223697727,6
1.389212284642069,-0.700011780525822,0,0,-0.3777730842156403,-0.11553554277612361,1.6652048295838546,-3.057592830268782,1.666594759141958,6
