region-centroid-row,short-line-density-5,short-line-density-2,intensity-mean,rawred-mean,exred-mean,exblue-mean,value-mean,saturatoin-mean,target
0.030570166385624764,0,0,-0.8100428705658337,-0.7286052771768294,1.397184041104391,-0.8664732802535876,-0.8722768856917833,0.5168439548887027,1
0.16972863246399558,0,0,-0.7974414732166873,-0.700087369921396,1.5313063652274674,-0.9229173646354933,-0.8567644163713672,0.48596998575852524,1
0.2740974820227737,0,0,-0.811981545067846,-0.7222679796629426,1.4738253851872831,-0.9229173646354933,-0.8774477080229659,0.4599202028615009,1
0.23930786550318098,0,0,-0.8187669058248894,-0.7159306650383201,1.5983675186668564,-1.0019390594023163,-0.8722768856917833,0.6393752304880388,1
-0.21295714925152415,0,0,-0.8139202195698585,-0.738111246261974,1.3492832085969637,-0.8438956597087378,-0.8696914721993239,0.5924852799146914,1
0.08275459116501381,0,0,-0.8265216221534313,-0.7412798978707067,1.4450848736118178,-0.9229173646354933,-0.8877893410509902,0.5863106261332522,1
-0.9783287126825636,1,0,-0.4484797095306766,-0.3800532722604667,0.9852369125802548,-0.19478889759544063,-0.4508551751738698,0.04114878511680129,1
-0.2303519575113205,0,0,-0.5027626479312873,-0.3990651533949697,1.3492832085969637,-0.5560309380722974,-0.5542715519914763,-0.2568437088044686,1
-0.2651415740309132,0,0,-0.5095480348604626,-0.39589653030412997,1.4450848736118178,-0.567319740724773,-0.5620278180644048,-0.1697178953620687,1
-0.38690523184948766,0,0,-0.414552853401196,-0.33252346961158363,1.081038575870679,-0.2568773121840561,-0.43017189981034853,-0.09953914110895862,1
0.3784663315815518,0,0,-0.8691724952214754,-0.7793037656559166,1.5217262090725607,-1.0809607582331122,-0.9239850717737184,0.7570825824378395,1
-1.1870664118001197,0,0,-0.35833124049857284,-0.31984883465876,0.640350937495508,0.07614267086194912,-0.32934099931064253,0.03296939293845111,1
0.10014939942481017,0,0,-0.806165508475743,-0.7127620048742197,1.5025658536520021,-0.9398505838541055,-0.8619352526637589,0.49272372394591785,1
-0.1259831079525424,0,0,-0.4038901698122598,-0.33252346961158363,0.9756567564253484,-0.20043329892167847,-0.4120740774960459,-0.08828296914855237,1
-1.3784093026578796,0,0,-0.4814372284091511,-0.443426332953013,0.7361526025103623,-0.10447832397664786,-0.466367684051045,0.13192490472729296,1
0.22191305724338461,0,0,-0.8081041960638213,-0.7159306650383201,1.4929856802527977,-0.9454949953402758,-0.8671060656874688,0.44641259519490595,1
0.013175358125828414,0,0,-0.8139202195698585,-0.7254366198645182,1.4642452117880782,-0.894695332604473,-0.8748622968573746,0.5949939162748843,1
-0.6652221640062292,0,0,-0.501793310680281,-0.3990651533949697,1.339703043819908,-0.49394242188435644,-0.5439299026753748,-0.12159931603926974,1
-0.1259831079525424,0,0,-0.8022881568545049,-0.7222679796629426,1.3780237201724288,-0.8269624404901257,-0.8593498228832221,0.5760836944282278,1
0.013175358125828414,0,0,-0.8177975685738833,-0.7349425946532413,1.4163443792806512,-0.9059841403369149,-0.8774477080229659,0.5178089496855041,1
