Administrative,Informational,ExitRates,PageValues,SpecialDay,Month,Browser,TrafficType,VisitorType,Weekend,target
-0.7023023701245499,-0.39882420493502,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,2,-0.7940171892718674,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,1.2680540610638693,-0.31896228875540733,-0.3102395831740537,2,-0.20923684923667896,-0.5163474760976794,2,0,1
-0.7023023701245499,-0.39882420493502,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,2,-0.7940171892718674,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,2.1345899576198506,-0.31896228875540733,-0.3102395831740537,2,-0.20923684923667896,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,0.18488419036889256,-0.31896228875540733,-0.3102395831740537,2,0.37554349079850946,-0.01840018265803205,2,1,1
-0.7023023701245499,-0.39882420493502,-0.3662022244307425,-0.31896228875540733,-0.3102395831740537,2,-0.20923684923667896,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,3.4343938024538225,-0.31896228875540733,1.69318587324887,2,0.9603238308336979,-0.2673738293778557,2,0,1
-0.40202911196683494,-0.39882420493502,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,2,-0.20923684923667896,0.2305734640617916,2,1,1
-0.7023023701245499,-0.39882420493502,1.2680540610638693,-0.31896228875540733,3.6966113296717933,2,-0.20923684923667896,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.41687685372018285,-0.31896228875540733,1.69318587324887,2,0.9603238308336979,-0.5163474760976794,2,0,1
-0.7023023701245499,-0.39882420493502,0.5459408211550172,-0.31896228875540733,-0.3102395831740537,2,-0.7940171892718674,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.33864792102147867,-0.31896228875540733,1.69318587324887,2,-0.7940171892718674,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.27933145921607005,-0.31896228875540733,-0.3102395831740537,2,-0.7940171892718674,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,0.5459408211550172,-0.31896228875540733,-0.3102395831740537,2,1.5451041708688862,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,1.2680540610638693,-0.31896228875540733,-0.3102395831740537,2,-0.20923684923667896,-0.2673738293778557,2,0,1
-0.10175585380912001,-0.39882420493502,-0.5448985637897997,-0.31896228875540733,-0.3102395831740537,2,-0.7940171892718674,-0.2673738293778557,2,0,1
