Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,ExitRates,PageValues,OperatingSystems,Browser,Region,TrafficType,Weekend,target
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.7653211228175031,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.5163474760976794,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,3.9694020830749572,3.4343938024538225,-0.31896228875540733,2.068612039808802,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,0.654747716825904,2.1345899576198506,-0.31896228875540733,0.9658161131089493,-0.20923684923667896,-0.4800923675126068,-0.01840018265803205,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4943874445385387,-0.008183156423906572,0.18488419036889256,-0.31896228875540733,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.01840018265803205,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.29255671522080084,-0.10122607902460762,-0.3662022244307425,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.1369798135909032,0.9603238308336979,-0.06381449414720712,-0.2673738293778557,0,1
-0.40202911196683494,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.7186438104471363,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-1.2397757402907557,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.4501370719237803,-0.41687685372018285,-0.31896228875540733,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.5163474760976794,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.4501370719237803,0.5459408211550172,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.3598336249933801,-0.0358052761426487,-0.33864792102147867,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.561664354311118,-0.4501370719237803,-0.27933145921607005,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5840899909019778,-0.4501370719237803,0.5459408211550172,-0.31896228875540733,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,0.9658161131089493,-0.20923684923667896,-0.06381449414720712,-0.2673738293778557,0,1
-0.10175585380912001,-0.16140180635669346,-0.39882420493502,-0.24625722697292296,-0.20285416885736177,-0.26598961449806485,-0.5448985637897997,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.42711053476595945,-0.4501370719237803,-0.7316441550919655,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.01840018265803205,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.27013107862994107,-0.4501370719237803,-0.6816517061870888,-0.31896228875540733,-0.1369798135909032,0.9603238308336979,0.3524633792181926,-0.01840018265803205,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202582,-0.4501370719237803,-0.7177573757647205,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,0.7687412525835923,-0.7653211228175031,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,3.9694020830749572,3.4343938024538225,-0.31896228875540733,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.4501370719237803,-0.1761724404172322,-0.31896228875540733,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,0.3524633792181926,-0.7653211228175031,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6065156274928376,-0.4501370719237803,-0.03174978377010282,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,0,1
0.4987906625063099,-0.09604401362788444,-0.39882420493502,-0.24625722697292296,-0.0010234395396238906,-0.38700079512412755,-0.6919675994016137,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836973,0.654747716825904,1.2680540610638693,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6289412640836973,-0.4501370719237803,0.18488419036889256,-0.31896228875540733,-0.1369798135909032,2.1298845109040747,-0.8963702408780065,-0.2673738293778557,0,1
-0.40202911196683494,-0.42621355275790257,0.38514252420524725,-0.24625722697292296,0.29050983614155307,0.5106323124799924,0.202675385475442,2.5856661608870333,0.9658161131089493,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,1.185019125948992,-0.2673738293778557,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.4501370719237803,0.5459408211550172,-0.31896228875540733,-1.2397757402907557,-0.20923684923667896,1.185019125948992,0.47954711078161527,1,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5392387177202582,-0.4501370719237803,-0.3567007449785958,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4943874445385387,0.4337707590759671,0.8347861127858786,-0.31896228875540733,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.7653211228175031,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.40468489817509967,-0.13445571002321216,-0.27933145921607005,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,0,1
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,0.4474892922775714,-0.1101725300383758,-0.4573799980022594,-0.31896228875540733,-0.1369798135909032,-0.20923684923667896,1.6012969993143917,-0.7653211228175031,0,1
