parents,has_nurs,finance,social,target
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,4
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,4
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,4
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,4
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,4
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,4
2,0.707188636460444,0,0,2
2,0.707188636460444,0,2,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,2
2,0.707188636460444,0,0,1
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
2,0.707188636460444,0,1,1
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,2
2,0.707188636460444,1,0,1
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,2
2,0.707188636460444,1,2,1
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,2
2,0.707188636460444,1,1,1
2,0.707188636460444,0,0,4
2,0.707188636460444,0,2,2
2,0.707188636460444,0,2,1
2,0.707188636460444,0,1,2
