parents,has_nurs,form,children,housing,finance,social,health,target
1,0.7098436197271076,1,0,1,0,0,2,2
1,-1.3991427389709714,3,0,2,1,1,0,1
2,-0.6961472860716117,0,1,0,0,0,2,4
0,-1.3991427389709714,0,2,0,1,0,2,3
1,-0.6961472860716117,1,2,1,0,0,1,3
1,0.006848166827747939,0,1,0,1,1,1,2
0,-0.6961472860716117,1,2,0,1,0,2,3
1,-0.6961472860716117,0,2,1,1,1,2,3
2,0.006848166827747939,2,1,0,0,0,0,1
2,0.7098436197271076,2,0,2,1,2,1,2
2,0.006848166827747939,0,3,2,0,1,2,2
1,1.4128390726264672,1,3,2,0,0,1,3
2,-0.6961472860716117,1,2,0,0,0,2,4
0,-0.6961472860716117,0,2,0,0,2,2,2
1,-1.3991427389709714,0,2,0,1,2,2,3
2,1.4128390726264672,0,1,0,1,1,0,1
1,-0.6961472860716117,1,0,0,1,0,0,1
1,-1.3991427389709714,2,3,2,0,1,0,1
2,0.7098436197271076,0,3,0,1,0,2,2
0,0.006848166827747939,0,0,2,0,1,2,2
1,0.7098436197271076,1,2,1,1,1,1,2
0,-0.6961472860716117,3,1,1,0,2,1,3
0,-0.6961472860716117,2,0,2,1,1,0,1
1,-1.3991427389709714,3,1,2,1,2,0,1
0,-1.3991427389709714,2,2,2,0,0,0,1
1,-0.6961472860716117,2,2,1,0,2,0,1
2,0.006848166827747939,3,0,0,1,2,1,2
2,-0.6961472860716117,1,3,2,1,0,0,1
0,0.006848166827747939,0,3,1,1,1,2,3
1,0.7098436197271076,3,2,0,1,0,0,1
0,1.4128390726264672,1,2,0,1,2,2,3
2,0.006848166827747939,0,1,0,1,1,0,1
2,0.006848166827747939,0,0,1,1,0,2,4
1,-0.6961472860716117,1,2,0,0,1,0,1
0,-1.3991427389709714,1,1,0,1,2,1,3
1,0.006848166827747939,3,3,1,1,2,1,2
0,0.7098436197271076,1,0,1,1,1,2,3
0,0.7098436197271076,0,3,2,0,1,2,3
2,0.006848166827747939,3,2,2,0,1,2,2
1,-1.3991427389709714,3,2,0,0,2,1,3
1,0.006848166827747939,0,2,0,1,1,2,2
2,-0.6961472860716117,2,0,1,1,2,0,1
2,0.7098436197271076,0,3,2,0,1,1,2
