COMPACTNESS,CIRCULARITY,RADIUS RATIO,MAX LENGTH ASPECT RATIO,MAX LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,target
0.7681428397236906,-1.437137330719914,0.8985635277526324,-0.5583076790026047,-1.4474885624073794,0.011942286886976999,-0.22035083628930677,-1.5280514576030009,-0.06176705469621712,-0.07671096722284808,1.7965628934398516,1
-0.3254696474969855,-1.437137330719914,-0.20748584486682903,-0.12338291248676361,-1.03389712177806,-0.721095625563497,-0.5997647341158046,-1.6510252770167457,-1.2645659152000324,-0.8904724502388911,1.1472444237826411,3
-0.3254696474969855,-0.6262675282729039,-0.6259910128850036,-0.12338291248676361,-0.41350996083408054,-0.8804516934875131,-1.0811107238956896,-0.6672347217067871,-0.5963443260312462,-0.07671096722284808,0.8225851889540358,4
-0.9330321403973612,-0.9506154492517078,-1.3135352174862904,-0.7757700622605253,-0.9649652150065067,-1.5497471787683808,-1.3359409537791582,-0.8209519959739682,-0.4627000081974889,0.12672940353116266,0.17326671929682527,4
0.160580346823315,1.3198199975999203,0.9882432066136697,0.31154185402907747,0.8272643610538782,0.9999499080158768,0.6743864153015386,1.9152154859818544,-0.19541137252997437,-0.6870320794848803,-0.15139251553178001,3
-0.3254696474969855,-0.30191960729409983,-0.8053503706070784,-0.34084529574468414,-0.551373774377187,-0.6573531983938906,-0.6394049920976774,-0.2983132634655526,-0.06176705469621712,1.347371628055227,-0.4760517503603853,3
-1.5405946332977367,0.022428313684704215,-0.9548165020421407,-0.34084529574468414,0.20687720010989885,-0.6892244119786938,-0.6054276281132149,0.1320951044825543,1.141031805807598,-0.6870320794848803,-1.6123590722605037,1
0.03906784824323988,0.8332981161317143,-0.9249232757551283,0.31154185402907747,1.5165834287694109,-0.5617395576394809,-0.5034955361598275,0.37804274331004395,0.6064545344725691,-0.2801513379768588,-1.125370220017596,4
1.6187303297842164,0.022428313684704215,0.8387770751786074,0.31154185402907747,8.147979523905779e-05,0.4262680634894188,0.487510913386995,-0.4827739925861699,-1.1309215973662752,1.1439312573012164,0.9849148063683384,2
2.5908303184248176,0.9954720766211163,0.9583499803266573,0.7464666205449185,0.9651281745969847,0.585624131413435,0.7536669312652844,0.28581237874973536,-1.3982102330337898,3.178334964841324,1.4719036586112464,3
-0.4469821460770606,-0.1397456468046978,-0.5064181077369537,-0.34084529574468414,-0.20671424051942072,-0.7529668391483002,-0.9508641619552501,-0.39054362802586123,0.33916589880505466,-0.6870320794848803,-0.31372213294608264,4
1.0111678368838408,1.1576460371105184,1.6757874112149564,0.31154185402907747,1.1029919881400914,1.2549196166943024,1.3709223769830194,0.7469642015512784,-0.19541137252997437,-1.2973531917469125,-0.31372213294608264,2
1.1326803354639159,1.3198199975999203,0.09144641800329566,0.31154185402907747,1.3787196152263044,0.9999499080158768,1.2463387090399904,1.4848071180337474,0.07187726313754014,1.9576927403172595,-0.31372213294608264,3
-1.1760571375575113,-0.30191960729409983,-1.3733216700603152,-0.12338291248676361,-0.13778233374786747,-0.4979971304698745,-0.6110905221106253,0.03986473992224568,1.141031805807598,-1.0939128209929019,-1.2876998374318984,1
0.5251178425635403,-1.11278940974111,0.6594177174565325,-0.12338291248676361,-0.8271014014634002,0.26691199556540274,-0.056126910364404765,-1.0361561799480217,-0.7299886438650034,0.5336101450391841,0.49792595412543056,3
-0.6900071432372109,-0.9506154492517078,-0.08791293971877916,-0.34084529574468414,-0.9649652150065067,-0.6892244119786938,-0.6110905221106253,-0.9746692702411491,-0.4627000081974889,-0.2801513379768588,0.6602555715397331,1
-0.3254696474969855,0.18460227417410624,0.8985635277526324,0.09407947077115694,-0.13778233374786747,0.9680786944310735,0.7593298252626949,0.7469642015512784,0.07187726313754014,-0.2801513379768588,-0.4760517503603853,2
-0.3254696474969855,-1.437137330719914,-0.20748584486682903,-0.12338291248676361,-1.3785566556358262,-0.8167092663179066,-0.8036289180225794,-1.1591299993617665,-1.2645659152000324,-1.2973531917469125,0.6602555715397331,3
-1.6621071318778118,-0.1397456468046978,-1.4630013489213527,-0.12338291248676361,-0.13778233374786747,-0.5936107712242842,-0.6054276281132149,0.4702731078703526,1.007387487973841,-0.48359170873086954,-1.4500294548462012,1
0.40360534398346526,0.5089501951529103,1.2871754694837945,0.5290042372869981,0.4826048271961119,0.744980199337451,0.9178908571901865,-0.39054362802586123,-1.1309215973662752,-0.8904724502388911,0.6602555715397331,2
-0.20395714891691036,1.1576460371105184,1.0480296591876948,0.09407947077115694,0.8961962678254315,0.8087226265070575,0.5441398533610992,2.007445850542163,-0.06176705469621712,-0.8904724502388911,-0.15139251553178001,2
-0.811519641817286,-0.4640935677835018,-0.8950300494681158,-0.34084529574468414,-0.41350996083408054,-0.3705122761306616,-0.6394049920976774,-0.5750043571464785,0.7400988523063264,-0.07671096722284808,-0.6383813677746879,1
0.03906784824323988,-1.2749633702305119,-0.6857774654590285,0.09407947077115694,-0.8960333082349534,-0.8804516934875131,-1.0074931019293543,-1.4358210930426922,-0.4627000081974889,-0.8904724502388911,0.49792595412543056,4
0.40360534398346526,-1.11278940974111,0.5697380385954952,-0.5583076790026047,-1.309624748864273,0.33065442273500917,0.057130969583803516,-1.1591299993617665,0.20552158097129739,-0.8904724502388911,1.3095740411969437,1
0.28209284540339014,0.022428313684704215,0.9583499803266573,0.09407947077115694,-0.3445780540625273,0.9362074808462704,0.6347461573196658,0.6239903821375337,0.07187726313754014,-0.6870320794848803,0.010937101882522627,3
1.4972178312041413,1.3198199975999203,-0.4466316551629288,-0.9932324455184458,1.1029919881400914,2.370412092162415,2.254333840579044,1.4540636631803112,1.2746761236413555,-0.48359170873086954,-0.6383813677746879,1
2.104780324104517,0.8332981161317143,0.8985635277526324,0.5290042372869981,0.5515367339676651,1.0955635487702864,1.2633273910322216,0.40878619816348016,-0.5963443260312462,0.5336101450391841,0.17326671929682527,3
0.28209284540339014,-0.9506154492517078,-1.732040385504465,-0.12338291248676361,-0.4824418676056338,-0.9123229070723163,-1.030144677918996,-1.097643089654894,1.007387487973841,0.12672940353116266,-0.9630406026032932,4
1.8617553269443667,0.34677623466350826,1.1078161117617196,0.09407947077115694,0.1379452933383456,0.9680786944310735,0.8272845532316199,0.5010165627237888,-0.3290556903637316,-0.48359170873086954,0.17326671929682527,3
-0.6900071432372109,-0.4640935677835018,-0.5363113340239662,-0.12338291248676361,-0.41350996083408054,-1.2310350429203485,-1.0584591479060481,-0.42128708287929745,-1.2645659152000324,-0.6870320794848803,2.2835517456827596,4
-0.811519641817286,-0.1397456468046978,1.257282243196782,0.31154185402907747,-0.4824418676056338,0.8087226265070575,0.5384769593636887,0.10135164962911809,-0.19541137252997437,-0.8904724502388911,-0.31372213294608264,2
1.6187303297842164,1.4819939580893224,0.9583499803266573,0.7464666205449185,1.5165834287694109,1.03182112160068,1.4388771049519444,1.3003463889131301,-0.19541137252997437,-0.8904724502388911,-0.31372213294608264,3
-0.811519641817286,-1.2749633702305119,-1.5825742540694026,-0.5583076790026047,-1.5164204691789327,-1.7091032466923968,-1.3812441057584417,-0.9439258153877129,0.20552158097129739,0.9404908865472057,-0.4760517503603853,4
-1.0545446389774362,-0.30191960729409983,-1.3733216700603152,-0.5583076790026047,-0.20671424051942072,-0.721095625563497,-0.6847081440769607,-0.11385253434493536,1.6756090771426273,-0.07671096722284808,-1.6123590722605037,1
1.6187303297842164,1.6441679185787244,1.3170686957708069,0.5290042372869981,1.6544472423125174,1.03182112160068,1.5238205149131008,1.269602934059694,-0.3290556903637316,0.7370505157931949,-0.31372213294608264,3
-0.08244465033683525,-1.2749633702305119,-1.283641991199278,0.09407947077115694,-0.7581694946918468,-1.0398077614115293,-1.1434025578672042,-1.7125121867236182,-0.19541137252997437,-0.8904724502388911,0.3355963367111279,4
2.5908303184248176,1.1576460371105184,1.0181364329006821,0.31154185402907747,1.1719238949116446,1.2867908302791058,1.4558657869441758,1.2081160243528215,-0.06176705469621712,1.550811998809238,-0.15139251553178001,3
