CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,MAX LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,HOLLOWS RATIO,target
-1.437137330719914,-0.5766103373169689,0.8985635277526324,-0.5583076790026047,-0.20584429878080318,-0.11961228803183378,-1.4474885624073794,0.011942286886976999,-0.22035083628930677,1.125526290881798,1
-1.437137330719914,-0.6400532226557847,-0.20748584486682903,-0.12338291248676361,-0.5670145928047766,0.3927522470311107,-1.03389712177806,-0.721095625563497,-0.5997647341158046,1.2600361428504376,3
-0.6262675282729039,-1.1475963053663119,-0.6259910128850036,-0.12338291248676361,-1.19906260734673,1.2893901833912635,-0.41350996083408054,-0.8804516934875131,-1.0811107238956896,0.7219967349758791,4
-0.9506154492517078,-1.5282536173992072,-1.3135352174862904,-0.7757700622605253,-1.5602329013707035,2.0579369859856804,-0.9649652150065067,-1.5497471787683808,-1.3359409537791582,-0.21957222880459812,4
1.3198199975999203,0.8191331401369806,0.9882432066136697,0.31154185402907747,0.7271789607811282,-0.8881590906262505,0.8272643610538782,0.9999499080158768,0.6743864153015386,0.0494474751326811,3
-0.30191960729409983,-0.6400532226557847,-0.8053503706070784,-0.34084529574468414,-0.5971121173067744,0.5208433807968468,-0.551373774377187,-0.6573531983938906,-0.6394049920976774,-0.6231017847105169,3
0.022428313684704215,-0.8938247640110483,-0.9548165020421407,-0.34084529574468414,-0.5068195438007811,0.5208433807968468,0.20687720010989885,-0.6892244119786938,-0.6054276281132149,-1.6991806004596337,1
0.8332981161317143,0.12126140141000587,-0.9249232757551283,0.31154185402907747,-0.3864294457927899,0.3927522470311107,1.5165834287694109,-0.5617395576394809,-0.5034955361598275,-0.6231017847105169,4
0.022428313684704215,0.6288044841205329,0.8387770751786074,0.31154185402907747,0.5766913382711393,-0.7600679568605144,8.147979523905779e-05,0.4262680634894188,0.487510913386995,0.9910164389131584,2
0.9954720766211163,1.13634756683106,0.9583499803266573,0.7464666205449185,0.8174715342871216,-0.8881590906262505,0.9651281745969847,0.585624131413435,0.7536669312652844,1.6635656987563565,3
