COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXIS RECTANGULARITY,MAX LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SKEWNESS ABOUT MAJOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO,target
0.7681428397236906,-1.437137330719914,-0.5766103373169689,1.4341372218967101,-0.5583076790026047,-0.20584429878080318,-0.11961228803183378,-0.2249444123176034,-1.4474885624073794,0.011942286886976999,-0.22035083628930677,-0.06176705469621712,0.7170891509650346,1.7965628934398516,1.125526290881798,1
-0.3254696474969855,-1.437137330719914,-0.6400532226557847,-0.21485819539759385,-0.12338291248676361,-0.5670145928047766,0.3927522470311107,-0.6109544991749918,-1.03389712177806,-0.721095625563497,-0.5997647341158046,-1.2645659152000324,1.053187445544768,1.1472444237826411,1.2600361428504376,3
-0.3254696474969855,-0.6262675282729039,-1.1475963053663119,-0.08801239406726277,-0.12338291248676361,-1.19906260734673,1.2893901833912635,-0.9969645860323803,-0.41350996083408054,-0.8804516934875131,-1.0811107238956896,-0.5963443260312462,-0.067140203054344,0.8225851889540358,0.7219967349758791,4
-0.9330321403973612,-0.9506154492517078,-1.5282536173992072,-0.8490872020492493,-0.7757700622605253,-1.5602329013707035,2.0579369859856804,-1.3829746728897687,-0.9649652150065067,-1.5497471787683808,-1.3359409537791582,-0.4627000081974889,-0.7393367922138113,0.17326671929682527,-0.21957222880459812,4
0.160580346823315,1.3198199975999203,0.8191331401369806,0.41937081125406156,0.31154185402907747,0.7271789607811282,-0.8881590906262505,0.5470757613971734,0.8272643610538782,0.9999499080158768,0.6743864153015386,-0.19541137252997437,-1.1874678516534563,-0.15139251553178001,0.0494474751326811,3
-0.3254696474969855,-0.30191960729409983,-0.6400532226557847,-0.7222414007189182,-0.34084529574468414,-0.5971121173067744,0.5208433807968468,-0.6109544991749918,-0.551373774377187,-0.6573531983938906,-0.6394049920976774,-0.06176705469621712,1.1652202104046794,-0.4760517503603853,-0.6231017847105169,3
-1.5405946332977367,0.022428313684704215,-0.8938247640110483,-0.21485819539759385,-0.34084529574468414,-0.5068195438007811,0.5208433807968468,-0.6109544991749918,0.20687720010989885,-0.6892244119786938,-0.6054276281132149,1.141031805807598,0.04489256180556722,-1.6123590722605037,-1.6991806004596337,1
0.03906784824323988,0.8332981161317143,0.12126140141000587,-0.5953955993885871,0.31154185402907747,-0.3864294457927899,0.3927522470311107,-0.2249444123176034,1.5165834287694109,-0.5617395576394809,-0.5034955361598275,0.6064545344725691,-0.7393367922138113,-1.125370220017596,-0.6231017847105169,4
1.6187303297842164,0.022428313684704215,0.6288044841205329,0.03883340726306831,0.31154185402907747,0.5766913382711393,-0.7600679568605144,0.5470757613971734,8.147979523905779e-05,0.4262680634894188,0.487510913386995,-1.1309215973662752,0.8291219158249458,0.9849148063683384,0.9910164389131584,2
2.5908303184248176,0.9954720766211163,1.13634756683106,-0.21485819539759385,0.7464666205449185,0.8174715342871216,-0.8881590906262505,0.9330858482545618,0.9651281745969847,0.585624131413435,0.7536669312652844,-1.3982102330337898,-1.2995006165133673,1.4719036586112464,1.6635656987563565,3
-0.4469821460770606,-0.1397456468046978,-0.8303818786722323,0.2925250099237305,-0.34084529574468414,-1.0184774603347435,1.0332079158597913,-0.9969645860323803,-0.20671424051942072,-0.7529668391483002,-0.9508641619552501,0.33916589880505466,-1.1874678516534563,-0.31372213294608264,-0.6231017847105169,4
1.0111678368838408,1.1576460371105184,1.0094617961534282,1.180445619236048,0.31154185402907747,1.3592269753230817,-1.2724324919234589,1.3190959351119502,1.1029919881400914,1.2549196166943024,1.3709223769830194,-0.19541137252997437,0.3809908563853009,-0.31372213294608264,0.0494474751326811,2
1.1326803354639159,1.3198199975999203,1.5170048788639552,-0.8490872020492493,0.31154185402907747,1.2990319263190861,-1.1443413581577229,1.3190959351119502,1.3787196152263044,0.9999499080158768,1.2463387090399904,0.07187726313754014,1.2772529752645907,-0.31372213294608264,0.1839573271013207,3
-1.1760571375575113,-0.30191960729409983,-0.7669389933334165,-0.9759330033795803,-0.12338291248676361,-0.5369170683027789,0.5208433807968468,-0.6109544991749918,-0.13778233374786747,-0.4979971304698745,-0.6110905221106253,1.141031805807598,-0.067140203054344,-1.2876998374318984,-1.5646707484909943,1
0.5251178425635403,-1.11278940974111,-0.2593959106228894,0.41937081125406156,-0.12338291248676361,0.0048383727331813235,-0.2477034217975699,-0.2249444123176034,-0.8271014014634002,0.26691199556540274,-0.056126910364404765,-0.7299886438650034,0.8291219158249458,0.49792595412543056,0.45297703103859993,3
-0.6900071432372109,-0.9506154492517078,-0.7669389933334165,0.5462166125843926,-0.34084529574468414,-0.6272096418087721,0.3927522470311107,-0.6109544991749918,-0.9649652150065067,-0.6892244119786938,-0.6110905221106253,-0.4627000081974889,0.04489256180556722,0.6602555715397331,0.7219967349758791,1
-0.3254696474969855,0.18460227417410624,1.199790452169876,0.41937081125406156,0.09407947077115694,0.8174715342871216,-0.8881590906262505,0.9330858482545618,-0.13778233374786747,0.9680786944310735,0.7593298252626949,0.07187726313754014,-0.5152712624939889,-0.4760517503603853,-0.21957222880459812,2
