COMPACTNESS,RADIUS RATIO,SCATTER RATIO,ELONGATEDNESS,MAX LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,HOLLOWS RATIO,target
0.7681428397236906,0.8985635277526324,-0.20584429878080318,-0.11961228803183378,-1.4474885624073794,0.011942286886976999,-0.22035083628930677,-0.06176705469621712,-0.07671096722284808,0.7170891509650346,1.125526290881798,1
-0.3254696474969855,-0.20748584486682903,-0.5670145928047766,0.3927522470311107,-1.03389712177806,-0.721095625563497,-0.5997647341158046,-1.2645659152000324,-0.8904724502388911,1.053187445544768,1.2600361428504376,3
-0.3254696474969855,-0.6259910128850036,-1.19906260734673,1.2893901833912635,-0.41350996083408054,-0.8804516934875131,-1.0811107238956896,-0.5963443260312462,-0.07671096722284808,-0.067140203054344,0.7219967349758791,4
-0.9330321403973612,-1.3135352174862904,-1.5602329013707035,2.0579369859856804,-0.9649652150065067,-1.5497471787683808,-1.3359409537791582,-0.4627000081974889,0.12672940353116266,-0.7393367922138113,-0.21957222880459812,4
0.160580346823315,0.9882432066136697,0.7271789607811282,-0.8881590906262505,0.8272643610538782,0.9999499080158768,0.6743864153015386,-0.19541137252997437,-0.6870320794848803,-1.1874678516534563,0.0494474751326811,3
-0.3254696474969855,-0.8053503706070784,-0.5971121173067744,0.5208433807968468,-0.551373774377187,-0.6573531983938906,-0.6394049920976774,-0.06176705469621712,1.347371628055227,1.1652202104046794,-0.6231017847105169,3
-1.5405946332977367,-0.9548165020421407,-0.5068195438007811,0.5208433807968468,0.20687720010989885,-0.6892244119786938,-0.6054276281132149,1.141031805807598,-0.6870320794848803,0.04489256180556722,-1.6991806004596337,1
0.03906784824323988,-0.9249232757551283,-0.3864294457927899,0.3927522470311107,1.5165834287694109,-0.5617395576394809,-0.5034955361598275,0.6064545344725691,-0.2801513379768588,-0.7393367922138113,-0.6231017847105169,4
1.6187303297842164,0.8387770751786074,0.5766913382711393,-0.7600679568605144,8.147979523905779e-05,0.4262680634894188,0.487510913386995,-1.1309215973662752,1.1439312573012164,0.8291219158249458,0.9910164389131584,2
2.5908303184248176,0.9583499803266573,0.8174715342871216,-0.8881590906262505,0.9651281745969847,0.585624131413435,0.7536669312652844,-1.3982102330337898,3.178334964841324,-1.2995006165133673,1.6635656987563565,3
