COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,MAX LENGTH RECTANGULARITY,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,HOLLOWS RATIO,target
0.7681428397236906,-1.437137330719914,-0.5766103373169689,1.4341372218967101,-0.5583076790026047,-0.20584429878080318,-0.11961228803183378,-1.4474885624073794,-0.07671096722284808,0.7170891509650346,1.125526290881798,1
-0.3254696474969855,-1.437137330719914,-0.6400532226557847,-0.21485819539759385,-0.12338291248676361,-0.5670145928047766,0.3927522470311107,-1.03389712177806,-0.8904724502388911,1.053187445544768,1.2600361428504376,3
-0.3254696474969855,-0.6262675282729039,-1.1475963053663119,-0.08801239406726277,-0.12338291248676361,-1.19906260734673,1.2893901833912635,-0.41350996083408054,-0.07671096722284808,-0.067140203054344,0.7219967349758791,4
-0.9330321403973612,-0.9506154492517078,-1.5282536173992072,-0.8490872020492493,-0.7757700622605253,-1.5602329013707035,2.0579369859856804,-0.9649652150065067,0.12672940353116266,-0.7393367922138113,-0.21957222880459812,4
0.160580346823315,1.3198199975999203,0.8191331401369806,0.41937081125406156,0.31154185402907747,0.7271789607811282,-0.8881590906262505,0.8272643610538782,-0.6870320794848803,-1.1874678516534563,0.0494474751326811,3
-0.3254696474969855,-0.30191960729409983,-0.6400532226557847,-0.7222414007189182,-0.34084529574468414,-0.5971121173067744,0.5208433807968468,-0.551373774377187,1.347371628055227,1.1652202104046794,-0.6231017847105169,3
-1.5405946332977367,0.022428313684704215,-0.8938247640110483,-0.21485819539759385,-0.34084529574468414,-0.5068195438007811,0.5208433807968468,0.20687720010989885,-0.6870320794848803,0.04489256180556722,-1.6991806004596337,1
0.03906784824323988,0.8332981161317143,0.12126140141000587,-0.5953955993885871,0.31154185402907747,-0.3864294457927899,0.3927522470311107,1.5165834287694109,-0.2801513379768588,-0.7393367922138113,-0.6231017847105169,4
1.6187303297842164,0.022428313684704215,0.6288044841205329,0.03883340726306831,0.31154185402907747,0.5766913382711393,-0.7600679568605144,8.147979523905779e-05,1.1439312573012164,0.8291219158249458,0.9910164389131584,2
2.5908303184248176,0.9954720766211163,1.13634756683106,-0.21485819539759385,0.7464666205449185,0.8174715342871216,-0.8881590906262505,0.9651281745969847,3.178334964841324,-1.2995006165133673,1.6635656987563565,3
-0.4469821460770606,-0.1397456468046978,-0.8303818786722323,0.2925250099237305,-0.34084529574468414,-1.0184774603347435,1.0332079158597913,-0.20671424051942072,-0.6870320794848803,-1.1874678516534563,-0.6231017847105169,4
