COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXIS RECTANGULARITY,MAX LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO,target
0.6003151850496486,-1.5551874455814516,-0.6096500415116072,0.8131359430794382,1.5263122246591578,-0.5013672053213555,-0.3920382503895125,0.11084177968103422,-0.38442067915468775,-1.5207600771520404,-0.1933473267000345,-0.3909426943875762,-1.7003245959630204,-0.19193495682171777,-0.050724824021043724,0.6972775071729831,1.7766903854213822,1.1632361142497463,1
-0.36965342802066736,-1.5551874455814516,-0.6726124745737034,-0.36146673183202827,-0.32629469323041915,0.026068669684181638,-0.7585866414038878,0.6780908874604463,-0.7653386641940709,-1.0798376375423062,-0.9325295978631399,-0.7635643448528097,-1.8235262615320906,-1.3846736170709617,-0.8679580999156383,1.031939937059244,1.1443644965620647,1.2879914667395491,2
0.06144373334391753,1.2872770032754033,0.775523485854509,0.9083739978019896,0.3862464290348028,0.5535045446897188,0.5548784263976234,-0.7400318819880839,0.3774152909240786,0.9043133407014969,0.8029418213893685,0.4877770186498401,1.7493220399709495,-0.32446147462718933,-0.6636497809419897,-1.1991429288491613,-0.12028728115657021,0.16519329433132368,2
-0.36965342802066736,-0.38476090781686434,-0.6726124745737034,-0.9963870966490371,-0.8963275910425967,-0.23764926781858692,-0.7891323406550856,0.8199031644052993,-0.7653386641940709,-0.5654281246642833,-0.8682528786315656,-0.8024949650506699,-0.4683079402723168,-0.19193495682171777,1.3794334087944968,1.143494080354664,-0.4364502255862289,-0.45858346811769046,2
-1.4473963314321296,-0.050353325598410784,-0.9244622068220881,-1.1551171878532893,-0.32629469323041915,-0.23764926781858692,-0.6974952429014919,0.8199031644052993,-0.7653386641940709,0.24292968128689585,-0.9003912382473528,-0.7691258620239325,-0.03710211078057059,1.0008037034275263,-0.6636497809419897,0.027952647400461578,-1.5430205310900345,-1.4566262880361132,1
2.216929540166842,0.9528694210569498,1.09033565116499,0.876627979561139,-0.32629469323041915,1.080940419695256,0.6465155241512173,-0.7400318819880839,0.7583332759634618,1.0512874872380749,0.385143146384135,0.5656382590455605,0.11689997118076735,-1.5172001348764335,3.218208279557335,-1.3106970721445814,1.4605274409917235,1.6622575242089577,2
0.9236380560730874,1.2872770032754033,1.468110249537567,-0.0440065494235238,-1.038835815495641,0.5535045446897188,1.1352467121703842,-1.02365643587779,1.139251261002845,1.492209926847809,0.8029418213893685,1.0494902529332517,1.3181162104792032,-0.0594084390162462,1.9923583657154427,1.2550482236500844,-0.2783687533713996,0.28994864682112653,2
-1.124073460408691,-0.38476090781686434,-0.7985373406978958,-1.5995614432251954,-1.1813440399486854,0.026068669684181638,-0.7280409421526898,0.8199031644052993,-0.7653386641940709,-0.12450568505454919,-0.7075610805526297,-0.7746873791950555,-0.12950335995737336,1.0008037034275263,-1.072266418889287,-0.08360149589495867,-1.2268575866603757,-1.3318709355463103,1
0.3847666043673562,-1.2207798633629983,-0.2948378762011262,0.5591677971526346,0.3862464290348028,0.026068669684181638,-0.17821835563112698,-0.0309704972638188,-0.38442067915468775,-0.8593764177374393,0.06375955022626306,-0.22965869642501244,-1.207517933686739,-0.8545675458490756,0.5622001328999022,0.8088316504684033,0.5120386077027472,0.5394593518007322,2
-0.6929762990441061,-1.0535760722537715,-0.7985373406978958,-0.23448265886862646,0.5287546534878472,-0.23764926781858692,-0.8196780399062836,0.6780908874604463,-0.7653386641940709,-1.0063505642740174,-0.9003912382473528,-0.7746873791950555,-1.1459171009022038,-0.5895145102381324,-0.2550331429946924,0.027952647400461578,0.6701200799175766,0.7889700567803378,1
-0.36965342802066736,-1.5551874455814516,0.019974289109354722,-0.36146673183202827,-0.18378646877737476,0.026068669684181638,-1.0029522354134712,1.1035277182950054,-0.7653386641940709,-1.4472730038837514,-1.0289446767105015,-0.9637789630132336,-1.3307195992558092,-1.3846736170709617,-1.2765747378629355,2.035927226718026,0.6701200799175766,0.664214704290535,2
-1.555170621773276,-0.21755711670763755,-0.9244622068220881,-1.694799497947747,-1.3238522644017299,0.026068669684181638,-0.7280409421526898,0.8199031644052993,-0.7653386641940709,-0.12450568505454919,-0.8039761593999912,-0.7691258620239325,0.3017024695343729,0.8682771856220547,-0.459341461968341,0.3626150772867223,-1.384939058875205,-1.2071155830565075,1
-0.8007505893852522,-0.5519646989260911,-0.7985373406978958,-1.0916251513715884,-0.46880291768346355,-0.23764926781858692,-0.7891323406550856,0.8199031644052993,-0.7653386641940709,-0.41845397812770524,-0.5790076420894809,-0.8024949650506699,-0.7455116878027251,0.6032241500111116,-0.050724824021043724,-0.41826392578121946,-0.5945316978010583,-0.832849525587099,1
0.27699231402621,-1.2207798633629983,-0.48372517538741483,0.4639297424300833,0.8137711023939359,-0.5013672053213555,-0.11712695712873111,-0.3145950511535248,-0.38442067915468775,-1.3737859306154623,0.12803626945783744,-0.11842835300255469,-1.3307195992558092,0.07311807878922537,-0.8679580999156383,-0.7529263556674802,1.3024459687768941,0.5394593518007322,1
0.16921802368506375,-0.050353325598410784,1.1532980842270861,0.876627979561139,0.5287546534878472,0.2897866071869502,0.5243327271464255,-0.7400318819880839,0.3774152909240786,-0.3449669048594162,0.7386651021577941,0.4488463984519799,0.4557045514957108,-0.0594084390162462,-0.6636497809419897,0.6972775071729831,0.03779419105825916,0.28994864682112653,2
