COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MINORVARIANCE,GYRATIONRADIUS,MINORSKEWNESS,MINORKURTOSIS,HOLLOWS RATIO,target
0.160580346823315,-0.30191960729409983,0.8825760254757965,0.9882432066136697,0.41937081125406156,0.3115418540290775,0.606788862773137,0.5470757613971734,-0.34457805406252723,0.5328140653662783,-0.2675698086121164,-0.07671096722284808,1.6133512698443242,0.1839573271013207,1
0.28209284540339014,1.1576460371105184,1.3901191081863236,1.5861077323539192,0.6730624139147237,0.09407947077115696,0.8776665832911171,0.9330858482545618,1.0340600813685379,0.844273235223851,1.577037482594056,1.1439312573012164,0.8291219158249458,0.7219967349758791,1
1.6187303297842164,1.1576460371105184,1.199790452169876,1.4665348272058691,0.2925250099237305,0.5290042372869981,0.9980566812991083,0.9330858482545618,1.1029919881400911,0.9631940091694697,0.531760017577225,2.1611331110712704,-1.1874678516534563,1.3945459948190773,1
0.40360534398346526,-1.2749633702305119,-0.2593959106228894,0.3604854545864079,0.03883340726306831,-0.12338291248676363,-0.23594182328280097,-0.2249444123176034,-1.1717609353211662,-0.28830556425823173,-1.7739990964304906,-0.8904724502388911,1.7253840347042355,2.0670952546622754,1
0.28209284540339014,1.4819939580893224,1.3901191081863236,0.18112609686433306,-0.468549798058256,0.3115418540290775,1.3893244998250796,1.3190959351119502,1.861242962627177,1.3709223769830194,1.4540636631803112,1.347371628055227,1.1652202104046794,-0.21957222880459812,1
0.40360534398346526,1.6441679185787244,1.3266762228475077,0.8387770751786074,0.16567920859339938,0.5290042372869981,1.3893244998250796,1.3190959351119502,1.6544472423125172,1.3426079069959675,1.3618332986200026,-0.2801513379768588,1.2772529752645907,-0.21957222880459812,1
1.3757053326240662,1.4819939580893224,1.4535619935251394,1.3170686957708069,0.6730624139147237,0.3115418540290775,0.9378616322951127,0.9330858482545618,1.0340600813685379,0.8895763872031344,1.2081160243528215,0.7370505157931949,0.8291219158249458,0.3184671790699603,1
1.3757053326240662,1.1576460371105184,1.5804477642027712,1.137709338048732,-0.21485819539759385,0.5290042372869981,1.479617073331073,1.3190959351119502,1.309787708454751,1.4785173629338175,0.6854772918444061,-1.2973531917469125,0.8291219158249458,0.9910164389131584,1
-0.5684946446571357,-0.6262675282729039,-0.4497245666393371,-0.775457144320066,-0.7222414007189182,-0.3408452957446842,-0.6874046908127678,-0.6109544991749918,-0.7581694946918468,-0.6960339320717815,-0.5750043571464785,2.364573481825281,-0.8513695570737225,-1.0266313406164358,1
-0.9330321403973612,-0.6262675282729039,-1.02071053468868,-1.1939623123382406,-0.8490872020492493,-0.3408452957446842,-1.0184774603347435,-0.9969645860323803,-0.8271014014634,-0.9848415259397126,-0.2983132634655526,-0.6870320794848803,-0.9634023219336337,-1.1611411925850754,1
-0.08244465033683525,0.34677623466350826,0.05781851607118999,-0.11780616600579162,-0.21485819539759385,-0.3408452957446842,-0.055356676270814247,-0.2249444123176034,-0.0688504269763142,-0.12974453233074015,0.8084511112581508,1.1439312573012164,-0.9634023219336337,-0.48859193274187734,1
-1.0545446389774362,-0.9506154492517078,-0.3228387959617053,-0.5363113340239662,-0.3417039967279249,-0.12338291248676363,-0.5670145928047766,-0.6109544991749918,-0.9649652150065066,-0.6167534161080357,-1.2821038187755112,-1.2973531917469125,0.3809908563853009,-0.3540820807732377,1
0.8896553383037658,1.6441679185787244,1.5804477642027712,0.9284567540396448,-0.08801239406726277,0.5290042372869981,1.6902997448450574,1.7051060219693386,2.068038682941837,1.6427412888587194,0.9006814758184595,0.3301697742851734,2.509613388723614,0.7219967349758791,1
