CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,GYRATIONRADIUS,MINORKURTOSIS,HOLLOWS RATIO,target
-0.30191960729409983,0.9882432066136697,0.41937081125406156,0.606788862773137,-0.7600679568605144,0.5470757613971734,-0.34457805406252723,0.904336267261467,-0.2675698086121164,1.6133512698443242,0.1839573271013207,1
1.1576460371105184,1.5861077323539192,0.6730624139147237,0.8776665832911171,-1.0162502243919866,0.9330858482545618,1.0340600813685379,0.904336267261467,1.577037482594056,0.8291219158249458,0.7219967349758791,1
1.1576460371105184,1.4665348272058691,0.2925250099237305,0.9980566812991083,-1.0162502243919866,0.9330858482545618,1.1029919881400911,0.9680786944310734,0.531760017577225,-1.1874678516534563,1.3945459948190773,1
-1.2749633702305119,0.3604854545864079,0.03883340726306831,-0.23594182328280097,0.008478845733902337,-0.2249444123176034,-1.1717609353211662,-0.21115620820664552,-1.7739990964304906,1.7253840347042355,2.0670952546622754,1
1.4819939580893224,0.18112609686433306,-0.468549798058256,1.3893244998250796,-1.2724324919234589,1.3190959351119502,1.861242962627177,1.0318211216006798,1.4540636631803112,1.1652202104046794,-0.21957222880459812,1
1.6441679185787244,0.8387770751786074,0.16567920859339938,1.3893244998250796,-1.2724324919234589,1.3190959351119502,1.6544472423125172,0.9680786944310734,1.3618332986200026,1.2772529752645907,-0.21957222880459812,1
1.4819939580893224,1.3170686957708069,0.6730624139147237,0.9378616322951127,-1.0162502243919866,0.9330858482545618,1.0340600813685379,0.8087226265070574,1.2081160243528215,0.8291219158249458,0.3184671790699603,1
1.1576460371105184,1.137709338048732,-0.21485819539759385,1.479617073331073,-1.2724324919234589,1.3190959351119502,1.309787708454751,1.0318211216006798,0.6854772918444061,0.8291219158249458,0.9910164389131584,1
-0.6262675282729039,-0.775457144320066,-0.7222414007189182,-0.6874046908127678,0.648934514562583,-0.6109544991749918,-0.7581694946918468,-0.5936107712242841,-0.5750043571464785,-0.8513695570737225,-1.0266313406164358,1
-0.6262675282729039,-1.1939623123382406,-0.8490872020492493,-1.0184774603347435,1.1612990496255273,-0.9969645860323803,-0.8271014014634,-1.1035501885811354,-0.2983132634655526,-0.9634023219336337,-1.1611411925850754,1
0.34677623466350826,-0.11780616600579162,-0.21485819539759385,-0.055356676270814247,-0.11961228803183378,-0.2249444123176034,-0.0688504269763142,0.26691199556540274,0.8084511112581508,-0.9634023219336337,-0.48859193274187734,1
-0.9506154492517078,-0.5363113340239662,-0.3417039967279249,-0.5670145928047766,0.5208433807968468,-0.6109544991749918,-0.9649652150065066,-0.4023834897154648,-1.2821038187755112,0.3809908563853009,-0.3540820807732377,1
1.6441679185787244,0.9284567540396448,-0.08801239406726277,1.6902997448450574,-1.400523625689195,1.7051060219693386,2.068038682941837,1.2549196166943024,0.9006814758184595,2.509613388723614,0.7219967349758791,1
-0.7884414887623059,0.42027190716043283,0.03883340726306831,0.21552104424716584,-0.37579455556330604,0.161065674539785,-0.6892375879202935,0.3625256363198124,-0.7594650862670957,1.8374167995641468,0.45297703103859993,1
1.1576460371105184,0.5099515860214703,-0.5953955993885871,1.3592269753230817,-1.2724324919234589,1.3190959351119502,0.9651281745969846,0.904336267261467,0.4395296530169164,-0.8513695570737225,0.3184671790699603,1
1.3198199975999203,1.0181364329006821,0.16567920859339938,0.7873740097851237,-0.8881590906262505,0.5470757613971734,0.9651281745969846,0.6812377721678445,1.0851422049390766,-0.8513695570737225,0.3184671790699603,1
1.4819939580893224,1.4665348272058691,0.2925250099237305,1.600007171339064,-1.400523625689195,1.7051060219693386,1.7923110558556237,1.0318211216006798,0.7469642015512784,0.6050563861051234,0.5874868830072395,1
