PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,LENGTHRECTANGULAR,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,HOLLOWS RATIO,target
0.41937081125406156,0.3115418540290775,0.606788862773137,-0.7600679568605144,-0.34457805406252723,-0.19541137252997437,-0.07671096722284808,1.6133512698443242,0.1839573271013207,1
0.6730624139147237,0.09407947077115696,0.8776665832911171,-1.0162502243919866,1.0340600813685379,-0.7299886438650033,1.1439312573012164,0.8291219158249458,0.7219967349758791,1
0.2925250099237305,0.5290042372869981,0.9980566812991083,-1.0162502243919866,1.1029919881400911,-0.9972772795325178,2.1611331110712704,-1.1874678516534563,1.3945459948190773,1
0.03883340726306831,-0.12338291248676363,-0.23594182328280097,0.008478845733902337,-1.1717609353211662,-1.3982102330337896,-0.8904724502388911,1.7253840347042355,2.0670952546622754,1
-0.468549798058256,0.3115418540290775,1.3893244998250796,-1.2724324919234589,1.861242962627177,0.3391658988050546,1.347371628055227,1.1652202104046794,-0.21957222880459812,1
0.16567920859339938,0.5290042372869981,1.3893244998250796,-1.2724324919234589,1.6544472423125172,0.3391658988050546,-0.2801513379768588,1.2772529752645907,-0.21957222880459812,1
0.6730624139147237,0.3115418540290775,0.9378616322951127,-1.0162502243919866,1.0340600813685379,-0.5963443260312461,0.7370505157931949,0.8291219158249458,0.3184671790699603,1
-0.21485819539759385,0.5290042372869981,1.479617073331073,-1.2724324919234589,1.309787708454751,-0.8636329616987606,-1.2973531917469125,0.8291219158249458,0.9910164389131584,1
-0.7222414007189182,-0.3408452957446842,-0.6874046908127678,0.648934514562583,-0.7581694946918468,0.47281021663881184,2.364573481825281,-0.8513695570737225,-1.0266313406164358,1
-0.8490872020492493,-0.3408452957446842,-1.0184774603347435,1.1612990496255273,-0.8271014014634,0.20552158097129736,-0.6870320794848803,-0.9634023219336337,-1.1611411925850754,1
-0.21485819539759385,-0.3408452957446842,-0.055356676270814247,-0.11961228803183378,-0.0688504269763142,0.07187726313754013,1.1439312573012164,-0.9634023219336337,-0.48859193274187734,1
-0.3417039967279249,-0.12338291248676363,-0.5670145928047766,0.5208433807968468,-0.9649652150065066,0.07187726313754013,-1.2973531917469125,0.3809908563853009,-0.3540820807732377,1
