FLength,FConc1,FAsym,FM3Trans,FDist,target
-0.5765613242458169,-0.14821201202871329,0.540231796599251,-0.40732508760898833,-1.4973775838456294,1
-0.5101394536346245,1.4743552551726313,0.5160285031036561,-0.4917883248586548,0.15463133940763557,1
2.576763088756293,-1.774403103389078,2.049177164771682,-2.1889761614638243,0.8445673555634152,1
-0.6943951283387423,1.6093427050961377,0.5319329919326827,-0.356715497568355,-1.0306869576827098,1
0.5200065168555219,-0.2841054179919748,-0.022875230848568864,1.0387594701242315,2.1791818775482223,1
-0.03638106595272799,-0.729835789551473,0.9329837004403505,0.45994056359901936,0.5943120691708149,1
-0.11629839162450785,-0.5712934825943345,0.21608526529576302,0.49711555540839847,0.3397586582767683,1
-0.6240545353743441,0.025731547604261853,0.5729982634622482,-0.15348290282747798,0.581404305870522,1
1.0192295006985583,-1.5904940273187969,1.940955464545615,2.0662150154697927,0.7299239225996139,1
-0.15143674200056675,-0.21072297877181356,0.49031356293406103,-0.3340870323999112,-1.2246515418819182,1
0.2275316328175822,-0.8014063166921244,-0.503802569773641,1.1317426783052202,1.7323911661331186,1
-0.8117911524586343,0.7133521817783659,0.49661943431741834,-0.8275473826962332,-0.4132700764173708,1
-0.1781720832726195,-0.8430802945208579,-0.2409946610771448,-0.7016106598283341,-0.20697349014391955,1
-0.47279327236753843,0.24134908506597025,-0.21787087310995587,-0.40624685399960075,-2.0396803877645158,1
0.17266478711623523,0.2884587991332344,0.313139082582748,1.3753320167117495,2.3948379311939805,1
-0.5605314780981017,-0.3674533736494421,0.37794669705260786,0.6213290299184367,0.27333188054569896,1
-0.401984136513083,-0.5024408235729486,-0.010112662348686142,0.532678010346595,-0.03022818354240382,1
-0.16256818520677457,-0.20438128649352796,0.9176384530938575,-0.6285170109062287,-1.582528652239696,1
-0.16807474735406325,-0.5812589990316402,0.905772365637188,0.5071614194387202,-0.17312408597053852,1
-0.19929674175514872,-0.3901022746433188,0.30878377770362186,0.5852755936045368,0.3761655134774899,1
0.9106032743087272,-1.5542557857285937,-0.8902587702583384,2.8765557083536106,1.2278636545615198,1
0.7782351751110973,-0.43811794475033816,-0.9254181127981164,-0.9178783287398441,1.4573513674284422,1
0.8842796828491487,-0.9653843598877934,-0.9022282326557188,0.7079198531294844,1.0487617438719843,1
