FLength,FWidth,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist,target
-0.5765613242458169,-0.3357219332872511,0.06323256840056336,-0.14821201202871329,0.540231796599251,0.22381770488285602,-0.40732508760898833,0.48079825376394514,-1.4973775838456294,1
-0.5101394536346245,-0.5695229127995172,0.8212872343310784,1.4743552551726313,0.5160285031036561,0.2594330972762465,-0.4917883248586548,-0.8124548499126028,0.15463133940763557,1
2.576763088756293,6.22316985135722,-1.8765116453595414,-1.774403103389078,2.049177164771682,-1.4828645114793706,-2.1889761614638243,1.8943203572929428,0.8445673555634152,1
-0.6943951283387423,-0.6870463472493442,1.283235348443248,1.6093427050961377,0.5319329919326827,-0.3356060416016545,-0.356715497568355,-0.6557167650846518,-1.0306869576827098,1
0.5200065168555219,0.4794831648186224,-0.3472663481683073,-0.2841054179919748,-0.022875230848568864,0.3523360683765477,1.0387594701242315,-0.8781275745283894,2.1791818775482223,1
-0.03638106595272799,-0.054407759812961004,-0.7566706009596614,-0.729835789551473,0.9329837004403505,0.6398879252543846,0.45994056359901936,-0.9178095582853741,0.5943120691708149,1
-0.11629839162450785,-0.26171173213467464,-0.6970114250849855,-0.5712934825943345,0.21608526529576302,0.5398276905569344,0.49711555540839847,-0.8726066028752437,0.3397586582767683,1
-0.6240545353743441,-0.45826717627659525,0.2372841090257646,0.025731547604261853,0.5729982634622482,0.19326721107674266,-0.15348290282747798,-1.025200124955243,0.581404305870522,1
1.0192295006985583,1.3317152212093346,-1.6548422304123511,-1.5904940273187969,1.940955464545615,1.4622934658810884,2.0662150154697927,-0.8702295178579171,0.7299239225996139,1
-0.15143674200056675,-0.37959035434845034,-0.2328739834177821,-0.21072297877181356,0.49031356293406103,0.6534126583322808,-0.3340870323999112,-0.7544041333846312,-1.2246515418819182,1
0.2275316328175822,0.4242869863010372,-0.7265673470779442,-0.8014063166921244,-0.503802569773641,0.9227226287155993,1.1317426783052202,-0.6762133723469552,1.7323911661331186,1
-0.8117911524586343,-0.3107003214238689,0.8097932646671501,0.7133521817783659,0.49661943431741834,-0.3371149020031397,-0.8275473826962332,-0.6169166031889334,-0.4132700764173708,1
-0.1781720832726195,0.030826374680385515,-0.8699683019326698,-0.8430802945208579,-0.2409946610771448,-0.6141833225498242,-0.7016106598283341,-1.0416786917366458,-0.20697349014391955,1
-0.47279327236753843,-0.52897686343802,0.48905677785467233,0.24134908506597025,-0.21787087310995587,-0.6423467520489003,-0.40624685399960075,0.5512289824224775,-2.0396803877645158,1
0.17266478711623523,0.5989136843394957,0.47975213574577774,0.2884587991332344,0.313139082582748,-0.8741827598047072,1.3753320167117495,-0.7384163196390635,2.3948379311939805,1
-0.5605314780981017,0.017061482720599694,-0.3970735500453306,-0.3674533736494421,0.37794669705260786,0.23742298910197723,0.6213290299184367,0.7853871926615195,0.27333188054569896,1
-0.401984136513083,-0.2436791225803701,-0.5131079104621314,-0.5024408235729486,-0.010112662348686142,-0.5813145276060122,0.532678010346595,-1.0465938901111824,-0.03022818354240382,1
-0.16256818520677457,-0.3340443541559868,-0.2186433543100613,-0.20438128649352796,0.9176384530938575,0.4468913202029544,-0.6285170109062287,0.4276972416833425,-1.582528652239696,1
-0.16807474735406325,-0.183543101930333,-0.7506499501833179,-0.5812589990316402,0.905772365637188,0.46145535946885274,0.5071614194387202,-0.723310327754762,-0.17312408597053852,1
-0.19929674175514872,-0.35570534332970316,-0.38065359338257576,-0.3901022746433188,0.30878377770362186,0.5227135200395676,0.5852755936045368,-0.9316886675800875,0.3761655134774899,1
0.9106032743087272,2.717783557960254,-1.6542948985235926,-1.5542557857285937,-0.8902587702583384,1.211858003150203,2.8765557083536106,-0.4190434455369546,1.2278636545615198,1
0.7782351751110973,-0.017331621683883164,-0.7845845272863446,-0.43811794475033816,-0.9254181127981164,0.9273670896389209,-0.9178783287398441,-0.9794604084121677,1.4573513674284422,1
0.8842796828491487,-0.23353714581285814,-0.9197755038096929,-0.9653843598877934,-0.9022282326557188,1.4538513133482995,0.7079198531294844,-0.9781568456607305,1.0487617438719843,1
-0.7756470913337153,-0.7158220205563043,1.399269708860049,1.5839759359829957,0.4482043739704326,0.045774142169581984,-0.11069531999780421,0.5924138973517075,-1.7078129560486657,1
