FLength,FWidth,FSize,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist,target
-0.6151679357733918,-0.21964140876741495,-0.34394453754718696,-0.009084477753088986,-0.09208587771125051,0.0038558160488753462,0.18032697079203802,-0.5619389559100534,0.9981430996266811,-0.44878213982301995,1
-0.07950647494211087,-0.27895549203521636,0.27407654775924184,-0.6262178760314574,-0.7176619069167405,0.2462168434985702,0.6360336835652208,-0.6455926770980864,-0.5539528381027305,0.5987672264171635,1
0.7423280967827754,0.09735104482620031,1.4064493086898715,-0.7290734424111853,-0.6757786115140939,-0.6659631732396126,0.6894595589987946,0.692059853856886,-0.9391036769457727,1.319411450626777,1
-0.5574005463811468,-0.14611677022556258,-0.03503913628310235,-0.07621126844301687,-0.2319939070349854,0.15343455855210328,-0.40767070885896134,-0.8367572950574315,-0.507237798645882,-0.16097232018085558,1
0.7967827368199668,0.7825501779077811,1.8360570246752532,-1.0901506149126516,-1.0830268242589784,0.2762390428448162,0.654957548913259,1.139600842830619,-0.9747915778127987,2.0590634926767812,1
-0.5972240726947751,-0.439987234106752,-0.2289198578389132,-0.026407520511780216,-0.1722879327375952,0.5772024511424482,0.24781856872220448,0.45891247602045104,-0.9732013116074428,-0.8234200979029878,1
0.6892041992118444,0.41116084326325325,0.2770205066548838,-0.8395078399978406,-0.8548965344062641,-1.5132540874655669,0.8906997623183873,1.1733025996126867,0.08711837755883696,1.1520733404105978,2
0.892819552225137,2.214076640777984,2.859503306467151,-1.5979323057767827,-1.5072065819538691,0.27117497546146185,1.6534164506247262,-2.7417548287550977,1.047134934845832,-1.8521056045304634,1
0.17087530633333642,-1.0046061721567052,-0.07856767138294306,0.191213204144276,0.1716897699309506,0.2849506671580883,0.4023243378293038,0.4360640605041186,0.8929838377739682,-0.6007420456615973,2
0.12967166371636074,-0.7418673801319569,0.21246369372903373,0.04559137595402959,-0.03237990341386032,0.5374432303599742,-0.562327133221623,-0.6067370734285298,2.4098495610076514,0.13409006165412546,2
-0.7663012510978892,-0.8407896068231773,-1.5711548314731214,1.7811437223403876,1.5377981072130251,-0.30134862114536026,-0.42676675164192773,-0.2713105953498089,-0.5633586809027021,-0.12682222950267755,1
-0.6964396227543334,-0.05477456723222154,-0.16183965157394217,-0.48709218887572,-0.6178549051061781,-0.006146482254982997,-0.45922219812592835,-0.5026192787005827,0.8536266885404377,-0.1898706014417028,1
-0.6601710127109971,-0.24062041067442205,-0.051020627430869936,0.14086811112683031,0.4114048010652479,-0.08676344213075923,0.047057723033946605,-0.10115111314810378,-0.9158741542533892,-0.6554288438760242,1
-0.9619956299613047,-0.712385384531667,-1.1947486583875446,2.4664866014811015,3.2951142462347156,0.2876459481529226,-0.017058805859271425,0.4730580433228564,0.15363804931946065,-1.456111176784384,1
2.4193292825367356,1.3947975503756902,1.8791649942185729,-1.3570337424137355,-1.301354640719584,-3.0635576092886305,-3.005284277758863,-1.9949972628329828,0.21114362678435905,1.6027558993176572,2
-0.8383635418944829,-0.584140294997985,-0.9935080395926307,1.0405836444063459,1.7712752007341626,0.09892526373228369,-0.28474775969065746,-0.50546673325319,1.6120285205727845,-0.09877703403550835,1
