FLength,FWidth,FConc,FM3Trans,FAlpha,target
-0.5765613242458169,-0.3357219332872511,0.06323256840056336,-0.40732508760898833,0.48079825376394514,1
-0.5101394536346245,-0.5695229127995172,0.8212872343310784,-0.4917883248586548,-0.8124548499126028,1
2.576763088756293,6.22316985135722,-1.8765116453595414,-2.1889761614638243,1.8943203572929428,1
-0.6943951283387423,-0.6870463472493442,1.283235348443248,-0.356715497568355,-0.6557167650846518,1
0.5200065168555219,0.4794831648186224,-0.3472663481683073,1.0387594701242315,-0.8781275745283894,1
-0.03638106595272799,-0.054407759812961004,-0.7566706009596614,0.45994056359901936,-0.9178095582853741,1
-0.11629839162450785,-0.26171173213467464,-0.6970114250849855,0.49711555540839847,-0.8726066028752437,1
-0.6240545353743441,-0.45826717627659525,0.2372841090257646,-0.15348290282747798,-1.025200124955243,1
1.0192295006985583,1.3317152212093346,-1.6548422304123511,2.0662150154697927,-0.8702295178579171,1
-0.15143674200056675,-0.37959035434845034,-0.2328739834177821,-0.3340870323999112,-0.7544041333846312,1
0.2275316328175822,0.4242869863010372,-0.7265673470779442,1.1317426783052202,-0.6762133723469552,1
-0.8117911524586343,-0.3107003214238689,0.8097932646671501,-0.8275473826962332,-0.6169166031889334,1
-0.1781720832726195,0.030826374680385515,-0.8699683019326698,-0.7016106598283341,-1.0416786917366458,1
-0.47279327236753843,-0.52897686343802,0.48905677785467233,-0.40624685399960075,0.5512289824224775,1
0.17266478711623523,0.5989136843394957,0.47975213574577774,1.3753320167117495,-0.7384163196390635,1
-0.5605314780981017,0.017061482720599694,-0.3970735500453306,0.6213290299184367,0.7853871926615195,1
-0.401984136513083,-0.2436791225803701,-0.5131079104621314,0.532678010346595,-1.0465938901111824,1
-0.16256818520677457,-0.3340443541559868,-0.2186433543100613,-0.6285170109062287,0.4276972416833425,1
-0.16807474735406325,-0.183543101930333,-0.7506499501833179,0.5071614194387202,-0.723310327754762,1
-0.19929674175514872,-0.35570534332970316,-0.38065359338257576,0.5852755936045368,-0.9316886675800875,1
0.9106032743087272,2.717783557960254,-1.6542948985235926,2.8765557083536106,-0.4190434455369546,1
0.7782351751110973,-0.017331621683883164,-0.7845845272863446,-0.9178783287398441,-0.9794604084121677,1
0.8842796828491487,-0.23353714581285814,-0.9197755038096929,0.7079198531294844,-0.9781568456607305,1
-0.7756470913337153,-0.7158220205563043,1.399269708860049,-0.11069531999780421,0.5924138973517075,1
0.8063903433227176,0.3163426926235421,-0.35438166272216787,-0.5585232836111127,-0.8866199024531933,1
1.2820229025648429,0.381948604838385,-1.361472338037798,-0.9774988710875028,-0.9293499226436855,1
-0.613625906503222,-0.15651058088028896,-0.050612464461203426,0.45546878224579995,1.9164770900592822,1
-0.6260233620638774,-0.17698578936513126,0.2619140440198969,-0.5751300066128422,-0.025712555331248114,1
-0.7003702333760881,-0.6641066821254138,1.0270840245042723,-0.4100832476901452,-0.039062571509201754,1
-0.43571685821897016,-0.15941219169039073,-0.07469506756657728,0.6767473493152232,-0.9980170075796853,1
-0.06338380796506604,0.20896123494122684,-1.0188425756749804,-0.8877744314491726,-0.19479231220883517,1
0.8107279146230959,0.25358921137456203,-0.5437584962326071,-1.1722981386692406,-1.0423496431528267,1
-0.4316490540371099,-0.3379077041423183,-0.29308049118121654,0.5640238017052221,-0.6886508945989029,1
-0.5797748658857041,-0.16522087773773195,-0.21919068619881973,0.5393062589185897,-0.26049187488126896,1
0.5216511497271872,0.5211658150247543,-1.0303365453389086,0.4843644802688095,-0.9952718577854822,1
0.7441924578567382,0.7824965784565922,-1.3187804507146352,0.7647677947672893,-0.382505348415789,1
-0.17870925113142247,-0.07298134765389477,-0.8442437031610205,-0.45550383848560044,-0.8933869267363893,1
-0.36488169220395616,0.11960145795894085,-0.7249253514116688,0.6506098113733706,-0.12788887099536814,1
-0.3544767271151602,-0.3400169730174581,-0.295817150625009,-0.1620461956448916,-0.9577215825279066,1
0.48427657192130996,0.7342074358410196,-0.7167153730802913,-1.2772044926111814,-0.8849137688520476,1
0.24098922582644788,0.12238285137201402,-0.8010044839490995,0.8047250143723204,-1.031794618874278,1
-0.8613762419447907,-0.5874079828211046,1.1091838078180465,-0.2889119322923077,1.344446916672001,1
-0.6031144543939585,-0.1765540996212555,-0.02379320191203711,0.7164301969750084,-0.313612057002334,1
-0.944178182682125,-0.624658982618588,2.200563594002485,-0.582971267995398,1.5739506410867938,1
0.20078445965436617,-0.05327115896832617,-0.9252488226972778,-0.926374231956671,-0.8948016757225079,1
-0.8165925338926046,-0.38133350660536636,0.7813320064517085,0.37727277785069924,-0.8723075502440316,1
-0.3549263389793565,0.16192344614018023,-0.7293040065217368,0.7686090020007328,-0.8450055786176076,1
-0.9509862528573502,-0.6142055335042289,1.9860094936091548,-0.33004846990760656,0.5631834196547749,1
0.23964748936855676,0.23393913138750763,-0.7993624882828241,0.9397978416626201,-1.018939189740252,1
-0.6664292703857311,-0.40760100785613684,0.28325998768147886,-0.5112783600569166,-0.6782223925874056,1
