FWidth,FSize,FConc1,FM3Long,FM3Trans,FAlpha,target
-0.3357219332872511,-0.3805181707272911,-0.14821201202871329,0.22381770488285602,-0.40732508760898833,0.48079825376394514,1
-0.5695229127995172,-0.6481083579475285,1.4743552551726313,0.2594330972762465,-0.4917883248586548,-0.8124548499126028,1
6.22316985135722,2.6178044729437766,-1.774403103389078,-1.4828645114793706,-2.1889761614638243,1.8943203572929428,1
-0.6870463472493442,-1.0291703334193865,1.6093427050961377,-0.3356060416016545,-0.356715497568355,-0.6557167650846518,1
0.4794831648186224,0.7122828944870029,-0.2841054179919748,0.3523360683765477,1.0387594701242315,-0.8781275745283894,1
-0.054407759812961004,0.1775259222414966,-0.729835789551473,0.6398879252543846,0.45994056359901936,-0.9178095582853741,1
-0.26171173213467464,0.4415171908044998,-0.5712934825943345,0.5398276905569344,0.49711555540839847,-0.8726066028752437,1
-0.45826717627659525,-0.5769767891927822,0.025731547604261853,0.19326721107674266,-0.15348290282747798,-1.025200124955243,1
1.3317152212093346,2.814263091409267,-1.5904940273187969,1.4622934658810884,2.0662150154697927,-0.8702295178579171,1
-0.37959035434845034,-0.5208759983594253,-0.21072297877181356,0.6534126583322808,-0.3340870323999112,-0.7544041333846312,1
0.4242869863010372,1.0764087821601116,-0.8014063166921244,0.9227226287155993,1.1317426783052202,-0.6762133723469552,1
-0.3107003214238689,-0.817469235935021,0.7133521817783659,-0.3371149020031397,-0.8275473826962332,-0.6169166031889334,1
0.030826374680385515,0.4645926104302954,-0.8430802945208579,-0.6141833225498242,-0.7016106598283341,-1.0416786917366458,1
-0.52897686343802,-0.6967996103689329,0.24134908506597025,-0.6423467520489003,-0.40624685399960075,0.5512289824224775,1
0.5989136843394957,0.7827793599492968,0.2884587991332344,-0.8741827598047072,1.3753320167117495,-0.7384163196390635,1
0.017061482720599694,-0.4209530803468047,-0.3674533736494421,0.23742298910197723,0.6213290299184367,0.7853871926615195,1
-0.2436791225803701,0.2569138337981338,-0.5024408235729486,-0.5813145276060122,0.532678010346595,-1.0465938901111824,1
-0.3340443541559868,-0.10382483631522547,-0.20438128649352796,0.4468913202029544,-0.6285170109062287,0.4276972416833425,1
-0.183543101930333,0.8405737595625282,-0.5812589990316402,0.46145535946885274,0.5071614194387202,-0.723310327754762,1
-0.35570534332970316,-0.3951255464537121,-0.3901022746433188,0.5227135200395676,0.5852755936045368,-0.9316886675800875,1
2.717783557960254,2.167304537497046,-1.5542557857285937,1.211858003150203,2.8765557083536106,-0.4190434455369546,1
-0.017331621683883164,1.1306042631161088,-0.43811794475033816,0.9273670896389209,-0.9178783287398441,-0.9794604084121677,1
-0.23353714581285814,0.44109378860953113,-0.9653843598877934,1.4538513133482995,0.7079198531294844,-0.9781568456607305,1
-0.7158220205563043,-1.0334043553690735,1.5839759359829957,0.045774142169581984,-0.11069531999780421,0.5924138973517075,1
0.3163426926235421,0.12735276213770141,-0.3076602750256068,1.101544197573389,-0.5585232836111127,-0.8866199024531933,1
0.381948604838385,1.4858387046948742,-1.3250489076705592,1.5500156233372275,-0.9774988710875028,-0.9293499226436855,1
