FConc,FAsym,FM3Trans,FAlpha,FDist,target
0.06323256840056336,0.540231796599251,-0.40732508760898833,0.48079825376394514,-1.4973775838456294,1
0.8212872343310784,0.5160285031036561,-0.4917883248586548,-0.8124548499126028,0.15463133940763557,1
-1.8765116453595414,2.049177164771682,-2.1889761614638243,1.8943203572929428,0.8445673555634152,1
1.283235348443248,0.5319329919326827,-0.356715497568355,-0.6557167650846518,-1.0306869576827098,1
-0.3472663481683073,-0.022875230848568864,1.0387594701242315,-0.8781275745283894,2.1791818775482223,1
-0.7566706009596614,0.9329837004403505,0.45994056359901936,-0.9178095582853741,0.5943120691708149,1
-0.6970114250849855,0.21608526529576302,0.49711555540839847,-0.8726066028752437,0.3397586582767683,1
0.2372841090257646,0.5729982634622482,-0.15348290282747798,-1.025200124955243,0.581404305870522,1
-1.6548422304123511,1.940955464545615,2.0662150154697927,-0.8702295178579171,0.7299239225996139,1
-0.2328739834177821,0.49031356293406103,-0.3340870323999112,-0.7544041333846312,-1.2246515418819182,1
-0.7265673470779442,-0.503802569773641,1.1317426783052202,-0.6762133723469552,1.7323911661331186,1
0.8097932646671501,0.49661943431741834,-0.8275473826962332,-0.6169166031889334,-0.4132700764173708,1
-0.8699683019326698,-0.2409946610771448,-0.7016106598283341,-1.0416786917366458,-0.20697349014391955,1
0.48905677785467233,-0.21787087310995587,-0.40624685399960075,0.5512289824224775,-2.0396803877645158,1
0.47975213574577774,0.313139082582748,1.3753320167117495,-0.7384163196390635,2.3948379311939805,1
-0.3970735500453306,0.37794669705260786,0.6213290299184367,0.7853871926615195,0.27333188054569896,1
-0.5131079104621314,-0.010112662348686142,0.532678010346595,-1.0465938901111824,-0.03022818354240382,1
-0.2186433543100613,0.9176384530938575,-0.6285170109062287,0.4276972416833425,-1.582528652239696,1
-0.7506499501833179,0.905772365637188,0.5071614194387202,-0.723310327754762,-0.17312408597053852,1
-0.38065359338257576,0.30878377770362186,0.5852755936045368,-0.9316886675800875,0.3761655134774899,1
-1.6542948985235926,-0.8902587702583384,2.8765557083536106,-0.4190434455369546,1.2278636545615198,1
-0.7845845272863446,-0.9254181127981164,-0.9178783287398441,-0.9794604084121677,1.4573513674284422,1
-0.9197755038096929,-0.9022282326557188,0.7079198531294844,-0.9781568456607305,1.0487617438719843,1
1.399269708860049,0.4482043739704326,-0.11069531999780421,0.5924138973517075,-1.7078129560486657,1
-0.35438166272216787,-0.23780190061322515,-0.5585232836111127,-0.8866199024531933,1.9922871056130746,1
-1.361472338037798,-0.7276855766146325,-0.9774988710875028,-0.9293499226436855,1.3398960773141624,1
