COMPACTNESS,CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,ELONGATEDNESS,MINORVARIANCE,MINORSKEWNESS,MINORKURTOSIS,HOLLOWS RATIO,target
0.160580346823315,-0.30191960729409983,0.9882432066136697,0.41937081125406156,0.3115418540290775,-0.7600679568605144,0.5328140653662783,-0.07671096722284808,1.6133512698443242,0.1839573271013207,1
0.28209284540339014,1.1576460371105184,1.5861077323539192,0.6730624139147237,0.09407947077115696,-1.0162502243919866,0.844273235223851,1.1439312573012164,0.8291219158249458,0.7219967349758791,1
1.6187303297842164,1.1576460371105184,1.4665348272058691,0.2925250099237305,0.5290042372869981,-1.0162502243919866,0.9631940091694697,2.1611331110712704,-1.1874678516534563,1.3945459948190773,1
0.40360534398346526,-1.2749633702305119,0.3604854545864079,0.03883340726306831,-0.12338291248676363,0.008478845733902337,-0.28830556425823173,-0.8904724502388911,1.7253840347042355,2.0670952546622754,1
0.28209284540339014,1.4819939580893224,0.18112609686433306,-0.468549798058256,0.3115418540290775,-1.2724324919234589,1.3709223769830194,1.347371628055227,1.1652202104046794,-0.21957222880459812,1
0.40360534398346526,1.6441679185787244,0.8387770751786074,0.16567920859339938,0.5290042372869981,-1.2724324919234589,1.3426079069959675,-0.2801513379768588,1.2772529752645907,-0.21957222880459812,1
1.3757053326240662,1.4819939580893224,1.3170686957708069,0.6730624139147237,0.3115418540290775,-1.0162502243919866,0.8895763872031344,0.7370505157931949,0.8291219158249458,0.3184671790699603,1
1.3757053326240662,1.1576460371105184,1.137709338048732,-0.21485819539759385,0.5290042372869981,-1.2724324919234589,1.4785173629338175,-1.2973531917469125,0.8291219158249458,0.9910164389131584,1
-0.5684946446571357,-0.6262675282729039,-0.775457144320066,-0.7222414007189182,-0.3408452957446842,0.648934514562583,-0.6960339320717815,2.364573481825281,-0.8513695570737225,-1.0266313406164358,1
-0.9330321403973612,-0.6262675282729039,-1.1939623123382406,-0.8490872020492493,-0.3408452957446842,1.1612990496255273,-0.9848415259397126,-0.6870320794848803,-0.9634023219336337,-1.1611411925850754,1
-0.08244465033683525,0.34677623466350826,-0.11780616600579162,-0.21485819539759385,-0.3408452957446842,-0.11961228803183378,-0.12974453233074015,1.1439312573012164,-0.9634023219336337,-0.48859193274187734,1
-1.0545446389774362,-0.9506154492517078,-0.5363113340239662,-0.3417039967279249,-0.12338291248676363,0.5208433807968468,-0.6167534161080357,-1.2973531917469125,0.3809908563853009,-0.3540820807732377,1
0.8896553383037658,1.6441679185787244,0.9284567540396448,-0.08801239406726277,0.5290042372869981,-1.400523625689195,1.6427412888587194,0.3301697742851734,2.509613388723614,0.7219967349758791,1
-0.6900071432372109,-0.7884414887623059,0.42027190716043283,0.03883340726306831,-0.3408452957446842,-0.37579455556330604,0.12508569755272847,-1.2973531917469125,1.8374167995641468,0.45297703103859993,1
1.6187303297842164,1.1576460371105184,0.5099515860214703,-0.5953955993885871,0.5290042372869981,-1.2724324919234589,1.3369450129985572,-0.07671096722284808,-0.8513695570737225,0.3184671790699603,1
0.8896553383037658,1.3198199975999203,1.0181364329006821,0.16567920859339938,0.09407947077115696,-0.8881590906262505,0.7423411432704636,-0.2801513379768588,-0.8513695570737225,0.3184671790699603,1
1.1326803354639159,1.4819939580893224,1.4665348272058691,0.2925250099237305,0.7464666205449187,-1.400523625689195,1.6314155008638986,-1.2973531917469125,0.6050563861051234,0.5874868830072395,1
1.0111678368838408,1.1576460371105184,1.6757874112149564,1.180445619236048,0.3115418540290775,-1.2724324919234589,1.3709223769830194,-1.2973531917469125,0.3809908563853009,0.0494474751326811,1
-0.20395714891691036,-0.9506154492517078,0.6594177174565325,0.03883340726306831,-0.12338291248676363,-0.5038856893290421,0.14773727354237015,-0.6870320794848803,1.1652202104046794,0.5874868830072395,1
1.2541928340439912,1.6441679185787244,1.4067483746318443,0.7999082152450547,0.5290042372869981,-1.1443413581577229,1.036811631135805,0.5336101450391841,0.6050563861051234,0.0494474751326811,1
-0.9330321403973612,-0.1397456468046978,-0.41673842887591633,-0.21485819539759385,-0.3408452957446842,0.3927522470311107,-0.53747290014429,0.5336101450391841,-1.4115333813732787,-0.48859193274187734,1
