COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWS RATIO,target
-0.31781250860991705,-1.4326462730879197,-0.6346257206120898,-0.20244805427400656,-0.21641984772974343,-0.11872099586664868,-0.5630904563640553,0.39269627702740595,-0.6053693271272187,-1.0225953445360259,-0.7130130892904533,-0.5946571234186312,-1.6447638046810937,-1.3102137172420898,-0.8937897385838539,1.075051895952705,1.142616821495992,1.2612940870541354,2
-1.4082159328202901,-0.1361650547248803,-1.206550420027705,-1.3738232146120897,-1.0015952373192971,-0.3527353472993343,-0.5330242684700344,0.5213115862500759,-0.6053693271272187,-0.0622909990151448,-0.7130130892904533,-0.6228700147642072,0.31653144200538963,1.2002709078009395,-0.6912441460441815,-0.9611750242502747,-1.6040954662161793,-1.8320372725491685,3
-2.135151548960539,-1.1085259684971598,-1.5242863641474913,-1.313752693569111,-0.47814497759292796,-0.8207640501647055,-1.0742156505624125,1.2930034415860956,-0.9903247586873719,-1.4341543497592606,-1.1586303763854915,-1.0178504936022716,-0.9092780871736625,2.037099116148616,-1.2988809236631986,0.9619281781636504,-1.927238088299964,-1.5630519369314897,1
-0.1966565725865423,1.1603161636381591,0.6998652446910123,1.0590328876285446,0.6996181067914023,0.11529335556603694,0.609490871502764,-0.7648415059766237,0.5494969675532413,0.8980133465057363,0.8148176093211065,0.5451436869426405,2.0020195446265863,-0.05497140472057513,-0.8937897385838539,-0.8480513064612203,-0.1499536668391474,-0.0836325910342576,1
-1.4082159328202901,-1.4326462730879197,-1.9691166859151918,-1.6441405593054936,-1.1324578022508893,-1.0547784015973911,-1.0140832747743704,1.1643881323634258,-0.9903247586873719,-1.5027475172964664,-1.2222899888276397,-0.9670672891802349,-0.9399233254031388,1.8976277480906698,1.739302964431887,-0.9611750242502747,-1.2809528441323943,-1.8320372725491685,2
0.28796717150695683,1.4844364682289188,1.398884321754542,0.18801033250535448,-0.47814497759292796,0.34930770699872254,1.3912117567473103,-1.2793027428673034,1.319407830673548,1.8583176920266173,1.0376262528686255,1.3689601142334606,1.4504052564960128,0.3634426994532631,1.3342117793525423,1.1881756137417592,-0.47309628892293226,-0.2181252588430969,1
-0.31781250860991705,-0.9464658162017799,0.06439335645143986,0.03783402989790793,-0.21641984772974343,-0.11872099586664868,0.09836567730440687,-0.3789955783086138,0.16454153599308793,-0.9540021769988201,0.2737109035628458,0.0316690644531567,-0.6947614195673284,-0.05497140472057513,-1.2988809236631986,-0.2824327175159482,-0.1499536668391474,-0.2181252588430969,2
-2.0139956129371637,-1.1085259684971598,-1.206550420027705,-1.013400088354218,-0.3472824126613357,-0.8207640501647055,-1.1644142142444756,1.4216187508087657,-0.9903247586873719,-1.2283748471476432,-1.3814390199330107,-1.085561432831654,-1.0931495165505203,0.9213281716850473,1.3342117793525423,0.9619281781636504,-0.9578102220486094,-1.159573933504972,1
-0.5601243806566666,-1.2705861207925397,-1.9691166859151918,-1.7342463408699615,-1.0015952373192971,-0.8207640501647055,-1.4650760931846856,1.9360799876994454,-1.3752801902475253,-1.4341543497592606,-1.6042476634805298,-1.2774090939815712,-0.84798761071471,1.3397422758588855,0.11893822411450798,-0.9611750242502747,-1.2809528441323943,-1.697544604740329,4
-1.0447481247501658,-1.9188267299740593,-2.6681357629787215,-1.6141052987840043,-0.6090075425245203,-1.2887927530300767,-1.7056055963368537,2.579156533812795,-1.3752801902475253,-1.982899690056907,-1.858886113249123,-1.4410438637859122,-1.460892375304236,1.8976277480906698,1.13166618681287,0.9619281781636504,-1.2809528441323943,-1.697544604740329,2
