COMPACTNESS,CIRCULARITY,RADIUS RATIO,MAX LENGTH ASPECT RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,MAJORVARIANCE,MINORKURTOSIS,MAJORKURTOSIS,target
0.160580346823315,-0.30191960729409983,0.9882432066136697,0.3115418540290775,-0.7600679568605144,0.5470757613971734,0.904336267261467,1.6133512698443242,0.17326671929682527,1
0.28209284540339014,1.1576460371105184,1.5861077323539192,0.09407947077115696,-1.0162502243919866,0.9330858482545618,0.904336267261467,0.8291219158249458,0.49792595412543056,1
1.6187303297842164,1.1576460371105184,1.4665348272058691,0.5290042372869981,-1.0162502243919866,0.9330858482545618,0.9680786944310734,-1.1874678516534563,1.3095740411969437,1
0.40360534398346526,-1.2749633702305119,0.3604854545864079,-0.12338291248676363,0.008478845733902337,-0.2249444123176034,-0.21115620820664552,1.7253840347042355,2.2835517456827596,1
0.28209284540339014,1.4819939580893224,0.18112609686433306,0.3115418540290775,-1.2724324919234589,1.3190959351119502,1.0318211216006798,1.1652202104046794,-0.4760517503603853,1
0.40360534398346526,1.6441679185787244,0.8387770751786074,0.5290042372869981,-1.2724324919234589,1.3190959351119502,0.9680786944310734,1.2772529752645907,-0.6383813677746879,1
1.3757053326240662,1.4819939580893224,1.3170686957708069,0.3115418540290775,-1.0162502243919866,0.9330858482545618,0.8087226265070574,0.8291219158249458,0.17326671929682527,1
1.3757053326240662,1.1576460371105184,1.137709338048732,0.5290042372869981,-1.2724324919234589,1.3190959351119502,1.0318211216006798,0.8291219158249458,0.3355963367111279,1
-0.5684946446571357,-0.6262675282729039,-0.775457144320066,-0.3408452957446842,0.648934514562583,-0.6109544991749918,-0.5936107712242841,-0.8513695570737225,-0.8007109851889905,1
-0.9330321403973612,-0.6262675282729039,-1.1939623123382406,-0.3408452957446842,1.1612990496255273,-0.9969645860323803,-1.1035501885811354,-0.9634023219336337,-1.4500294548462012,1
-0.08244465033683525,0.34677623466350826,-0.11780616600579162,-0.3408452957446842,-0.11961228803183378,-0.2249444123176034,0.26691199556540274,-0.9634023219336337,-0.31372213294608264,1
-1.0545446389774362,-0.9506154492517078,-0.5363113340239662,-0.12338291248676363,0.5208433807968468,-0.6109544991749918,-0.4023834897154648,0.3809908563853009,-0.8007109851889905,1
0.8896553383037658,1.6441679185787244,0.9284567540396448,0.5290042372869981,-1.400523625689195,1.7051060219693386,1.2549196166943024,2.509613388723614,-0.31372213294608264,1
-0.6900071432372109,-0.7884414887623059,0.42027190716043283,-0.3408452957446842,-0.37579455556330604,0.161065674539785,0.3625256363198124,1.8374167995641468,0.010937101882522627,1
1.6187303297842164,1.1576460371105184,0.5099515860214703,0.5290042372869981,-1.2724324919234589,1.3190959351119502,0.904336267261467,-0.8513695570737225,0.010937101882522627,1
0.8896553383037658,1.3198199975999203,1.0181364329006821,0.09407947077115696,-0.8881590906262505,0.5470757613971734,0.6812377721678445,-0.8513695570737225,0.3355963367111279,1
