COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,PR AXIS ASPECT RATIO,ELONGATEDNESS,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWS RATIO,target
0.160580346823315,-0.30191960729409983,0.8825760254757965,0.41937081125406156,-0.7600679568605144,-0.34457805406252723,0.904336267261467,0.5328140653662783,-0.07671096722284808,1.6133512698443242,0.17326671929682527,0.1839573271013207,1
0.28209284540339014,1.1576460371105184,1.3901191081863236,0.6730624139147237,-1.0162502243919866,1.0340600813685379,0.904336267261467,0.844273235223851,1.1439312573012164,0.8291219158249458,0.49792595412543056,0.7219967349758791,1
1.6187303297842164,1.1576460371105184,1.199790452169876,0.2925250099237305,-1.0162502243919866,1.1029919881400911,0.9680786944310734,0.9631940091694697,2.1611331110712704,-1.1874678516534563,1.3095740411969437,1.3945459948190773,1
0.40360534398346526,-1.2749633702305119,-0.2593959106228894,0.03883340726306831,0.008478845733902337,-1.1717609353211662,-0.21115620820664552,-0.28830556425823173,-0.8904724502388911,1.7253840347042355,2.2835517456827596,2.0670952546622754,1
0.28209284540339014,1.4819939580893224,1.3901191081863236,-0.468549798058256,-1.2724324919234589,1.861242962627177,1.0318211216006798,1.3709223769830194,1.347371628055227,1.1652202104046794,-0.4760517503603853,-0.21957222880459812,1
0.40360534398346526,1.6441679185787244,1.3266762228475077,0.16567920859339938,-1.2724324919234589,1.6544472423125172,0.9680786944310734,1.3426079069959675,-0.2801513379768588,1.2772529752645907,-0.6383813677746879,-0.21957222880459812,1
1.3757053326240662,1.4819939580893224,1.4535619935251394,0.6730624139147237,-1.0162502243919866,1.0340600813685379,0.8087226265070574,0.8895763872031344,0.7370505157931949,0.8291219158249458,0.17326671929682527,0.3184671790699603,1
1.3757053326240662,1.1576460371105184,1.5804477642027712,-0.21485819539759385,-1.2724324919234589,1.309787708454751,1.0318211216006798,1.4785173629338175,-1.2973531917469125,0.8291219158249458,0.3355963367111279,0.9910164389131584,1
-0.5684946446571357,-0.6262675282729039,-0.4497245666393371,-0.7222414007189182,0.648934514562583,-0.7581694946918468,-0.5936107712242841,-0.6960339320717815,2.364573481825281,-0.8513695570737225,-0.8007109851889905,-1.0266313406164358,1
-0.9330321403973612,-0.6262675282729039,-1.02071053468868,-0.8490872020492493,1.1612990496255273,-0.8271014014634,-1.1035501885811354,-0.9848415259397126,-0.6870320794848803,-0.9634023219336337,-1.4500294548462012,-1.1611411925850754,1
-0.08244465033683525,0.34677623466350826,0.05781851607118999,-0.21485819539759385,-0.11961228803183378,-0.0688504269763142,0.26691199556540274,-0.12974453233074015,1.1439312573012164,-0.9634023219336337,-0.31372213294608264,-0.48859193274187734,1
-1.0545446389774362,-0.9506154492517078,-0.3228387959617053,-0.3417039967279249,0.5208433807968468,-0.9649652150065066,-0.4023834897154648,-0.6167534161080357,-1.2973531917469125,0.3809908563853009,-0.8007109851889905,-0.3540820807732377,1
0.8896553383037658,1.6441679185787244,1.5804477642027712,-0.08801239406726277,-1.400523625689195,2.068038682941837,1.2549196166943024,1.6427412888587194,0.3301697742851734,2.509613388723614,-0.31372213294608264,0.7219967349758791,1
-0.6900071432372109,-0.7884414887623059,-0.19595302528407355,0.03883340726306831,-0.37579455556330604,-0.6892375879202935,0.3625256363198124,0.12508569755272847,-1.2973531917469125,1.8374167995641468,0.010937101882522627,0.45297703103859993,1
1.6187303297842164,1.1576460371105184,1.3266762228475077,-0.5953955993885871,-1.2724324919234589,0.9651281745969846,0.904336267261467,1.3369450129985572,-0.07671096722284808,-0.8513695570737225,0.010937101882522627,0.3184671790699603,1
0.8896553383037658,1.3198199975999203,1.3266762228475077,0.16567920859339938,-0.8881590906262505,0.9651281745969846,0.6812377721678445,0.7423411432704636,-0.2801513379768588,-0.8513695570737225,0.3355963367111279,0.3184671790699603,1
1.1326803354639159,1.4819939580893224,1.5804477642027712,0.2925250099237305,-1.400523625689195,1.7923110558556237,1.0318211216006798,1.6314155008638986,-1.2973531917469125,0.6050563861051234,0.010937101882522627,0.5874868830072395,1
1.0111678368838408,1.1576460371105184,1.0094617961534282,1.180445619236048,-1.2724324919234589,1.1029919881400911,1.2549196166943024,1.3709223769830194,-1.2973531917469125,0.3809908563853009,-0.31372213294608264,0.0494474751326811,1
-0.20395714891691036,-0.9506154492517078,0.5653615987817171,0.03883340726306831,-0.5038856893290421,-0.7581694946918468,0.2350407819805995,0.14773727354237015,-0.6870320794848803,1.1652202104046794,0.49792595412543056,0.5874868830072395,1
1.2541928340439912,1.6441679185787244,1.4535619935251394,0.7999082152450547,-1.1443413581577229,1.4476515219978574,1.0318211216006798,1.036811631135805,0.5336101450391841,0.6050563861051234,0.010937101882522627,0.0494474751326811,1
