COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,MAJORSKEWNESS,MINORKURTOSIS,target
0.160580346823315,-0.30191960729409983,0.8825760254757965,0.41937081125406156,0.3115418540290775,0.606788862773137,-0.7600679568605144,0.5470757613971734,-0.34457805406252723,0.904336267261467,0.5328140653662783,-0.19541137252997437,1.6133512698443242,1
0.28209284540339014,1.1576460371105184,1.3901191081863236,0.6730624139147237,0.09407947077115696,0.8776665832911171,-1.0162502243919866,0.9330858482545618,1.0340600813685379,0.904336267261467,0.844273235223851,-0.7299886438650033,0.8291219158249458,1
1.6187303297842164,1.1576460371105184,1.199790452169876,0.2925250099237305,0.5290042372869981,0.9980566812991083,-1.0162502243919866,0.9330858482545618,1.1029919881400911,0.9680786944310734,0.9631940091694697,-0.9972772795325178,-1.1874678516534563,1
0.40360534398346526,-1.2749633702305119,-0.2593959106228894,0.03883340726306831,-0.12338291248676363,-0.23594182328280097,0.008478845733902337,-0.2249444123176034,-1.1717609353211662,-0.21115620820664552,-0.28830556425823173,-1.3982102330337896,1.7253840347042355,1
0.28209284540339014,1.4819939580893224,1.3901191081863236,-0.468549798058256,0.3115418540290775,1.3893244998250796,-1.2724324919234589,1.3190959351119502,1.861242962627177,1.0318211216006798,1.3709223769830194,0.3391658988050546,1.1652202104046794,1
0.40360534398346526,1.6441679185787244,1.3266762228475077,0.16567920859339938,0.5290042372869981,1.3893244998250796,-1.2724324919234589,1.3190959351119502,1.6544472423125172,0.9680786944310734,1.3426079069959675,0.3391658988050546,1.2772529752645907,1
1.3757053326240662,1.4819939580893224,1.4535619935251394,0.6730624139147237,0.3115418540290775,0.9378616322951127,-1.0162502243919866,0.9330858482545618,1.0340600813685379,0.8087226265070574,0.8895763872031344,-0.5963443260312461,0.8291219158249458,1
1.3757053326240662,1.1576460371105184,1.5804477642027712,-0.21485819539759385,0.5290042372869981,1.479617073331073,-1.2724324919234589,1.3190959351119502,1.309787708454751,1.0318211216006798,1.4785173629338175,-0.8636329616987606,0.8291219158249458,1
-0.5684946446571357,-0.6262675282729039,-0.4497245666393371,-0.7222414007189182,-0.3408452957446842,-0.6874046908127678,0.648934514562583,-0.6109544991749918,-0.7581694946918468,-0.5936107712242841,-0.6960339320717815,0.47281021663881184,-0.8513695570737225,1
-0.9330321403973612,-0.6262675282729039,-1.02071053468868,-0.8490872020492493,-0.3408452957446842,-1.0184774603347435,1.1612990496255273,-0.9969645860323803,-0.8271014014634,-1.1035501885811354,-0.9848415259397126,0.20552158097129736,-0.9634023219336337,1
