COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,PR AXISRECTANGULAR,MINORVARIANCE,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,target
0.160580346823315,-0.30191960729409983,0.8825760254757965,0.9882432066136697,0.41937081125406156,0.3115418540290775,0.606788862773137,0.5470757613971734,0.5328140653662783,-0.07671096722284808,1.6133512698443242,0.17326671929682527,1
0.28209284540339014,1.1576460371105184,1.3901191081863236,1.5861077323539192,0.6730624139147237,0.09407947077115696,0.8776665832911171,0.9330858482545618,0.844273235223851,1.1439312573012164,0.8291219158249458,0.49792595412543056,1
1.6187303297842164,1.1576460371105184,1.199790452169876,1.4665348272058691,0.2925250099237305,0.5290042372869981,0.9980566812991083,0.9330858482545618,0.9631940091694697,2.1611331110712704,-1.1874678516534563,1.3095740411969437,1
0.40360534398346526,-1.2749633702305119,-0.2593959106228894,0.3604854545864079,0.03883340726306831,-0.12338291248676363,-0.23594182328280097,-0.2249444123176034,-0.28830556425823173,-0.8904724502388911,1.7253840347042355,2.2835517456827596,1
0.28209284540339014,1.4819939580893224,1.3901191081863236,0.18112609686433306,-0.468549798058256,0.3115418540290775,1.3893244998250796,1.3190959351119502,1.3709223769830194,1.347371628055227,1.1652202104046794,-0.4760517503603853,1
0.40360534398346526,1.6441679185787244,1.3266762228475077,0.8387770751786074,0.16567920859339938,0.5290042372869981,1.3893244998250796,1.3190959351119502,1.3426079069959675,-0.2801513379768588,1.2772529752645907,-0.6383813677746879,1
1.3757053326240662,1.4819939580893224,1.4535619935251394,1.3170686957708069,0.6730624139147237,0.3115418540290775,0.9378616322951127,0.9330858482545618,0.8895763872031344,0.7370505157931949,0.8291219158249458,0.17326671929682527,1
1.3757053326240662,1.1576460371105184,1.5804477642027712,1.137709338048732,-0.21485819539759385,0.5290042372869981,1.479617073331073,1.3190959351119502,1.4785173629338175,-1.2973531917469125,0.8291219158249458,0.3355963367111279,1
-0.5684946446571357,-0.6262675282729039,-0.4497245666393371,-0.775457144320066,-0.7222414007189182,-0.3408452957446842,-0.6874046908127678,-0.6109544991749918,-0.6960339320717815,2.364573481825281,-0.8513695570737225,-0.8007109851889905,1
-0.9330321403973612,-0.6262675282729039,-1.02071053468868,-1.1939623123382406,-0.8490872020492493,-0.3408452957446842,-1.0184774603347435,-0.9969645860323803,-0.9848415259397126,-0.6870320794848803,-0.9634023219336337,-1.4500294548462012,1
