DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,PR AXISRECTANGULAR,LENGTHRECTANGULAR,GYRATIONRADIUS,MINORSKEWNESS,MINORKURTOSIS,target
0.8825760254757965,0.9882432066136697,0.41937081125406156,0.3115418540290775,0.606788862773137,0.5470757613971734,-0.34457805406252723,-0.2675698086121164,-0.07671096722284808,1.6133512698443242,1
1.3901191081863236,1.5861077323539192,0.6730624139147237,0.09407947077115696,0.8776665832911171,0.9330858482545618,1.0340600813685379,1.577037482594056,1.1439312573012164,0.8291219158249458,1
1.199790452169876,1.4665348272058691,0.2925250099237305,0.5290042372869981,0.9980566812991083,0.9330858482545618,1.1029919881400911,0.531760017577225,2.1611331110712704,-1.1874678516534563,1
-0.2593959106228894,0.3604854545864079,0.03883340726306831,-0.12338291248676363,-0.23594182328280097,-0.2249444123176034,-1.1717609353211662,-1.7739990964304906,-0.8904724502388911,1.7253840347042355,1
1.3901191081863236,0.18112609686433306,-0.468549798058256,0.3115418540290775,1.3893244998250796,1.3190959351119502,1.861242962627177,1.4540636631803112,1.347371628055227,1.1652202104046794,1
1.3266762228475077,0.8387770751786074,0.16567920859339938,0.5290042372869981,1.3893244998250796,1.3190959351119502,1.6544472423125172,1.3618332986200026,-0.2801513379768588,1.2772529752645907,1
1.4535619935251394,1.3170686957708069,0.6730624139147237,0.3115418540290775,0.9378616322951127,0.9330858482545618,1.0340600813685379,1.2081160243528215,0.7370505157931949,0.8291219158249458,1
1.5804477642027712,1.137709338048732,-0.21485819539759385,0.5290042372869981,1.479617073331073,1.3190959351119502,1.309787708454751,0.6854772918444061,-1.2973531917469125,0.8291219158249458,1
-0.4497245666393371,-0.775457144320066,-0.7222414007189182,-0.3408452957446842,-0.6874046908127678,-0.6109544991749918,-0.7581694946918468,-0.5750043571464785,2.364573481825281,-0.8513695570737225,1
-1.02071053468868,-1.1939623123382406,-0.8490872020492493,-0.3408452957446842,-1.0184774603347435,-0.9969645860323803,-0.8271014014634,-0.2983132634655526,-0.6870320794848803,-0.9634023219336337,1
0.05781851607118999,-0.11780616600579162,-0.21485819539759385,-0.3408452957446842,-0.055356676270814247,-0.2249444123176034,-0.0688504269763142,0.8084511112581508,1.1439312573012164,-0.9634023219336337,1
-0.3228387959617053,-0.5363113340239662,-0.3417039967279249,-0.12338291248676363,-0.5670145928047766,-0.6109544991749918,-0.9649652150065066,-1.2821038187755112,-1.2973531917469125,0.3809908563853009,1
1.5804477642027712,0.9284567540396448,-0.08801239406726277,0.5290042372869981,1.6902997448450574,1.7051060219693386,2.068038682941837,0.9006814758184595,0.3301697742851734,2.509613388723614,1
-0.19595302528407355,0.42027190716043283,0.03883340726306831,-0.3408452957446842,0.21552104424716584,0.161065674539785,-0.6892375879202935,-0.7594650862670957,-1.2973531917469125,1.8374167995641468,1
1.3266762228475077,0.5099515860214703,-0.5953955993885871,0.5290042372869981,1.3592269753230817,1.3190959351119502,0.9651281745969846,0.4395296530169164,-0.07671096722284808,-0.8513695570737225,1
1.3266762228475077,1.0181364329006821,0.16567920859339938,0.09407947077115696,0.7873740097851237,0.5470757613971734,0.9651281745969846,1.0851422049390766,-0.2801513379768588,-0.8513695570737225,1
