Gender,Height,Weight,family_history_with_overweight,FAVC,NCP,SCC,FAF,TUE,target
0,-0.8874078448319899,-0.8729846717921206,1,0,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
0,-1.9607882707489745,-1.1785080972923039,1,0,0.39090614517852973,1,2.328908422876092,-1.0905052499137542,2
1,1.04467692181858,-0.37650910535432275,1,0,0.39090614517852973,0,1.1569466829335175,0.5542111298898079,2
1,1.04467692181858,0.005395176520906416,0,0,0.39090614517852973,0,1.1569466829335175,-1.0905052499137542,6
1,0.8300008366351832,0.11232837544597046,0,0,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,7
1,-0.8874078448319899,-1.2930793818548727,0,1,0.39090614517852973,0,-1.186976796951632,-1.0905052499137542,2
0,-2.1754643559323714,-1.2166985254798268,1,1,0.39090614517852973,0,-0.015015057009057335,-1.0905052499137542,2
1,-0.6727317596485953,-1.2930793818548727,0,0,0.39090614517852973,0,2.328908422876092,-1.0905052499137542,2
1,0.8300008366351832,-0.8729846717921206,1,1,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
1,0.1859725810849924,-0.7202229590420289,1,1,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
1,1.5813671347770724,0.6928228838963189,1,1,0.39090614517852973,0,1.1569466829335175,2.19892750969337,3
0,0.1859725810849924,-0.261937820791754,1,1,0.39090614517852973,1,1.1569466829335175,0.5542111298898079,7
1,-0.5653937170568969,-1.1785080972923039,0,0,0.39090614517852973,0,1.1569466829335175,-1.0905052499137542,2
1,1.04467692181858,0.4636803147711814,0,1,0.39090614517852973,0,1.1569466829335175,0.5542111298898079,3
1,0.7226627940434848,-1.0257463845422123,1,1,-2.2254179793912474,0,-0.015015057009057335,0.5542111298898079,2
0,-0.028703504098404536,-0.7966038154170748,1,0,0.39090614517852973,1,1.1569466829335175,0.5542111298898079,2
1,2.4400714755106576,0.5782515993337501,1,1,-2.2254179793912474,0,-0.015015057009057335,-1.0905052499137542,7
0,-1.853450228157276,-0.3383186771667998,0,1,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,3
0,0.07863453849329392,-0.18555696441670816,1,1,1.6990682074634182,0,-1.186976796951632,-1.0905052499137542,7
0,-0.5653937170568969,-0.6438421026669832,1,0,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,6
1,-0.5653937170568969,-0.261937820791754,1,0,0.39090614517852973,0,2.328908422876092,2.19892750969337,7
0,-0.13604154669010302,0.005395176520906416,1,1,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,3
0,-0.5653937170568969,-1.0257463845422123,1,1,0.39090614517852973,0,-0.015015057009057335,-1.0905052499137542,2
0,-1.1020839300153868,-0.18555696441670816,1,1,-2.2254179793912474,0,-1.186976796951632,2.19892750969337,3
1,1.5813671347770724,-0.7202229590420289,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
1,-1.1020839300153868,-1.4076506664174415,1,0,1.6990682074634182,0,2.328908422876092,2.19892750969337,2
1,-0.028703504098404536,-0.8347942436045978,1,1,-2.2254179793912474,0,-0.015015057009057335,2.19892750969337,2
0,-1.1020839300153868,-1.3312698100423956,0,1,1.6990682074634182,0,1.1569466829335175,0.5542111298898079,2
1,0.5079867088600878,-0.41469953354184563,1,1,0.39090614517852973,1,2.328908422876092,0.5542111298898079,2
1,-0.24337958928180148,-0.6438421026669832,0,1,0.39090614517852973,0,1.1569466829335175,2.19892750969337,2
1,0.7226627940434848,-0.14736653622918525,0,1,1.6990682074634182,0,-1.186976796951632,0.5542111298898079,6
0,-1.3167600151987837,-0.7202229590420289,1,0,-2.2254179793912474,0,-0.015015057009057335,-1.0905052499137542,7
0,0.7226627940434848,-0.41469953354184563,0,0,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
1,0.9373388792268816,0.11996646108347515,0,0,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,7
1,-0.5653937170568969,-0.9493655281671665,0,1,1.6990682074634182,0,1.1569466829335175,-1.0905052499137542,2
0,-2.1754643559323714,-0.8347942436045978,1,0,0.39090614517852973,0,1.1569466829335175,2.19892750969337,7
0,-1.5314361003821806,-1.4458410946049642,0,1,0.39090614517852973,1,1.1569466829335175,-1.0905052499137542,2
0,-1.1020839300153868,-1.4840315227924872,0,1,0.39090614517852973,0,-0.015015057009057335,-1.0905052499137542,2
1,-0.5653937170568969,-0.7584133872295519,1,1,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
0,0.5079867088600878,0.04358560470842933,1,1,0.39090614517852973,0,2.328908422876092,-1.0905052499137542,7
0,-0.3507176318734999,-0.4528899617293686,1,1,0.39090614517852973,0,-0.015015057009057335,-1.0905052499137542,6
1,-0.24337958928180148,-1.0257463845422123,0,0,1.6990682074634182,0,-1.186976796951632,-1.0905052499137542,2
0,-0.4580556744651984,-0.8729846717921206,1,1,0.39090614517852973,0,-1.186976796951632,-1.0905052499137542,2
1,-0.4580556744651984,-0.9493655281671665,1,1,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
1,1.1520149644102786,-0.261937820791754,0,0,0.39090614517852973,0,1.1569466829335175,-1.0905052499137542,2
0,-1.853450228157276,-0.8347942436045978,1,0,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,7
1,1.2593530070019772,-0.5674612462919373,1,1,0.39090614517852973,0,1.1569466829335175,-1.0905052499137542,2
1,0.5079867088600878,-0.5674612462919373,1,1,0.39090614517852973,0,1.1569466829335175,-1.0905052499137542,2
0,-0.4580556744651984,-1.0257463845422123,1,0,0.39090614517852973,0,-0.015015057009057335,-1.0905052499137542,2
0,-1.6387741429738791,-1.4076506664174415,0,1,0.39090614517852973,0,-1.186976796951632,-1.0905052499137542,2
0,-0.9947458874236883,-1.2357937395735883,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
0,-2.1754643559323714,-1.636793235542579,0,1,0.39090614517852973,0,-1.186976796951632,-1.0905052499137542,2
0,-0.6727317596485953,-1.3312698100423956,0,1,-2.2254179793912474,0,1.1569466829335175,2.19892750969337,2
0,-0.7800698022402938,-1.2166985254798268,1,0,0.39090614517852973,1,1.1569466829335175,0.5542111298898079,2
0,-1.1020839300153868,-1.2166985254798268,0,0,1.6990682074634182,0,1.1569466829335175,-1.0905052499137542,2
1,-0.24337958928180148,-0.9493655281671665,0,0,1.6990682074634182,0,-1.186976796951632,-1.0905052499137542,2
1,-0.028703504098404536,-0.6438421026669832,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
1,-0.6727317596485953,-0.8347942436045978,1,0,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
0,-0.5653937170568969,-0.7584133872295519,1,1,-2.2254179793912474,0,-0.015015057009057335,0.5542111298898079,2
1,0.6153247514517862,-1.2166985254798268,1,1,1.6990682074634182,0,1.1569466829335175,2.19892750969337,1
0,-1.6387741429738791,-1.4458410946049642,1,1,0.39090614517852973,0,2.328908422876092,0.5542111298898079,2
1,-0.5653937170568969,-1.102127240917258,0,1,0.39090614517852973,0,2.328908422876092,0.5542111298898079,2
1,-0.3507176318734999,-0.9493655281671665,0,1,-2.2254179793912474,0,-1.186976796951632,-1.0905052499137542,2
1,-0.24337958928180148,-1.2166985254798268,1,1,0.39090614517852973,0,-1.186976796951632,2.19892750969337,2
0,-0.4580556744651984,-1.140317669104781,1,1,0.39090614517852973,0,-0.015015057009057335,0.5542111298898079,2
0,-0.8874078448319899,-0.682032530854506,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,6
1,1.04467692181858,0.11996646108347515,1,1,0.39090614517852973,0,-1.186976796951632,2.19892750969337,7
1,-0.5653937170568969,0.31091860202108973,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,3
1,0.6153247514517862,0.9601558812089793,1,1,0.39090614517852973,1,-1.186976796951632,-1.0905052499137542,4
1,1.04467692181858,-1.0257463845422123,1,0,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,2
0,-0.5653937170568969,-0.261937820791754,1,1,0.39090614517852973,0,-1.186976796951632,2.19892750969337,7
0,-0.3507176318734999,-1.4076506664174415,1,0,0.39090614517852973,1,1.1569466829335175,0.5542111298898079,1
0,-0.5653937170568969,-1.0257463845422123,1,0,0.39090614517852973,1,-0.015015057009057335,-1.0905052499137542,2
1,1.5813671347770724,-0.8347942436045978,1,0,0.39090614517852973,0,1.1569466829335175,0.5542111298898079,2
1,-0.028703504098404536,-0.07098567985413941,1,1,0.39090614517852973,0,-1.186976796951632,0.5542111298898079,7
0,-0.7800698022402938,-1.598602807355056,1,0,0.39090614517852973,1,1.1569466829335175,-1.0905052499137542,1
