Area,MajorAxisLength,Eccentricity,EquivDiameter,Extent,Solidity,ShapeFactor2,ShapeFactor4,target
-0.8387997741445266,-1.3019761535258991,-2.182833063901597,-1.060491463461867,0.2879811664954942,0.3664763405699049,2.3982796650871117,0.8386785571319395,6
-0.827265769627946,-1.3911693661111542,-3.685503750885848,-1.041409711693179,0.6975980699797945,-0.46588588669212394,3.0974715709774205,0.7711412895099393,6
-0.8052865161833704,-1.2478073515840138,-2.0422287164313984,-1.005356514266152,0.5779579459947402,0.5176141993998845,2.231085580076685,0.9174176641196544,6
-0.7839196877573745,-1.2742405668555132,-2.740195617790069,-0.9706859183374021,0.6713020641741454,-2.248692176614546,2.5112577646582706,-0.20237240206618926,6
-0.7794285709544582,-1.3757498723432617,-4.535823177599937,-0.9634447508333935,0.4754758809957747,0.8046048369438649,3.267675136082855,0.9404061667505637,6
-0.7746992888665387,-1.2509023940685133,-2.503030271512914,-0.9558367034805204,0.5284097574386233,0.507082776189171,2.4074995566728243,0.9564467221881302,6
-0.7679626136621641,-1.2685048866859407,-2.8396800253600407,-0.9450294294474001,0.25690034040525145,-0.6603492507009008,2.5573639401763333,0.9134143121623157,6
-0.7665336219521454,-1.2458188540760693,-2.5753305745832686,-0.9427414956878235,0.42610232345283566,0.4763446551337679,2.416746318616528,0.7514084292874135,6
-0.7608857023363566,-1.2395560108697654,-2.571832626204052,-0.933714077914969,0.4440775272535629,0.2761022344674943,2.4054355772996288,0.8913844882053896,6
-0.755816184127004,-1.1965093283294579,-2.1411362328378702,-0.9256319279781016,0.6917676296455624,0.786651523873559,2.1644252600927683,0.9162684920590184,6
-0.7529922243191096,-1.2392536523843505,-2.6804664361780617,-0.9211382585418255,0.42862527773597897,0.2673648307059296,2.443507515778338,0.9906361439268482,6
-0.7470721158061745,-1.2750766858113283,-3.306244101529032,-0.9117373291596245,0.7468279135143492,0.2541408729108252,2.711814757909457,0.819312189620644,6
-0.7465277380118815,-1.2265685495516514,-2.6449372782050133,-0.9108741987039015,0.22920460960878547,0.6003898524722516,2.3950871306782875,0.5718198687882512,6
-0.744792533792573,-1.2051681144733648,-2.4038124923914266,-0.9081244478947494,0.9998428722798982,0.48220650938034365,2.27024744745141,0.6426318741702146,6
-0.744792533792573,-1.2566546814505537,-3.052557513351945,-0.9081244478947494,0.6433521110005541,0.6038942335467553,2.5993387981532567,0.982470925587806,6
-0.7441120615497069,-1.2460616095672905,-2.9172557199630353,-0.9070467303293371,0.2918220679418463,0.4296491805510329,2.532866570675278,0.9228290106737903,6
-0.7432954948582675,-1.21500589499525,-2.5305677286544195,-0.9057539231714937,0.6000195686327966,0.23603357783072618,2.3384225838670782,0.8316303018268006,6
-0.7432614712461243,-1.2216832495630854,-2.605952173100318,-0.9057000664642014,0.26880643195109566,0.3438676524078755,2.380466297136354,0.9486825062318031,6
-0.7409138420082362,-1.2521871221979575,-3.0530002030175685,-0.9019860748800997,0.4187537825767321,0.5779912766336244,2.5896587516869456,0.9860408360712013,6
-0.7387703544432079,-1.2016106036593996,-2.4247972323458105,-0.8985986161413531,0.4995720795861916,0.9663407871731501,2.277665345654342,0.9717934031642762,6
-0.737443433569619,-1.165770471213381,-2.061093318760861,-0.8965033238106449,0.39575757954801344,1.1979880107807237,2.070117021133334,0.725039819366275,6
-0.7321357500752633,-1.2366248774933624,-2.9914664374770754,-0.8881351482193833,0.3907010860455198,0.9974864444136344,2.532013436809059,0.7850852673722535,6
-0.7306727347531011,-1.1955861619411046,-2.493583474583241,-0.8858321770735939,0.14580460987681085,-1.4048946345397006,2.2798452034463734,0.565853146587625,6
-0.7284952235759296,-1.0509317648163454,-1.1444658213971604,-0.8824074030896256,0.24508622337266392,0.02494295252859926,1.4955800647587127,0.9231368369434607,6
-0.727202326314484,-0.9689634879663546,-0.6492537263280562,-0.8803755803994684,-0.18173753606232584,0.5190467052199113,1.121265901557763,-0.02949390209160008,6
-0.7269641610294808,-1.280211208197922,-3.782867356736524,-0.8800014314126847,0.47723870199327384,0.45308648977963867,2.8542226170704224,0.891984496360381,6
-0.7262496651744714,-1.214210939783406,-2.765808921355066,-0.8788792289489694,0.5574675733562263,0.14965805763310125,2.417293802160598,0.9567290113009306,6
-0.7247186026280227,-1.1668062449910344,-2.2235448688173283,-0.876475761254819,0.5263967600434748,0.9362334332052867,2.135301150825112,0.8970645500682071,6
-0.7240381303851565,-1.153019617804329,-2.088628859826791,-0.8754081000889776,0.5689908089855177,0.05588989555537972,2.0581748264036426,0.837734142455511,6
-0.7225751150629944,-1.1177635196484617,-1.7500527532709593,-0.8731137672622695,0.49139942581968604,1.1460573629241642,1.8669132976200196,1.0207548048165742,6
-0.7222348789415614,-1.2372076927558475,-3.1792536125551125,-0.8725804223002533,0.46027963163417884,0.44322712492168287,2.585868351812819,0.6368485133574131,6
-0.7221668317172747,-1.130722902540611,-1.8775024689491393,-0.8724737644366629,0.5112314276866702,-0.24216034929990451,1.9402509015647371,1.0127602943191694,6
-0.7216905011472684,-1.106949936615337,-1.6694536329372374,-0.8717272470730798,0.7237033425913194,0.08803213468598105,1.8121531874314325,0.8660295423681703,6
-0.7190366594000906,-1.2070849329214604,-2.788942703369907,-0.8675710824794767,0.5686133068397883,0.9655891571114346,2.4076103968995377,0.8669546316285746,6
-0.7170973135079222,-1.237769013041016,-3.2509009257785775,-0.8645370967430172,0.4585664658393495,0.9356985822858348,2.615560097393038,0.9604526048547166,6
-0.7164168412650561,-1.2470937216002718,-3.411339671102763,-0.8634731805911676,0.4982447122384421,0.9897131486825698,2.681320260384252,0.9531533492055786,6
-0.7163487940407695,-1.25543773988344,-3.5818927697326064,-0.8633668076926219,0.8155685735349949,0.12722571758280846,2.738235037404254,0.6221078222126343,6
-0.7156342981857601,-1.2465969550067404,-3.4414034630045234,-0.8622500886982901,0.2462635625319359,0.3717044169075104,2.6819785841550354,0.6851970232440369,6
-0.7152600384521837,-1.0362496744025205,-1.1701557897587864,-0.8616652881545669,0.6052527774409235,0.6157611711160261,1.4772695951851191,0.6212503719083534,6
-0.714851755106464,-1.1119639524065879,-1.7915713784193186,-0.8610274368993578,0.4226868015760221,0.9658315282357628,1.8690662850540603,0.8480292977189143,6
-0.7146476134336042,-1.2091036089393603,-2.883601420167583,-0.8607085559556212,0.5770568981915598,0.43292861025369606,2.441804606840649,0.8745476796143241,6
-0.7142053064757412,-1.211770803013943,-2.9322877030082597,-0.8600177501013981,0.6125257524983139,1.138548804419395,2.4609363017303467,0.8068049644147061,6
-0.7138990939664515,-0.972645943289001,-0.7591890741842843,-0.8595395821285099,0.6344663840026228,0.015350260425011765,1.1870378203305976,0.3996037244418114,6
-0.7124360786442894,-1.1120801306379229,-1.820642991550052,-0.8572559279031566,0.36364535563902195,-0.26134766903517614,1.8802409951836294,0.8324948841298587,6
-0.7122659605835728,-1.1332306673754997,-2.0258026142158947,-0.8569904854931563,0.22153486291755192,0.9107960783189186,1.9985327080475388,0.8956294078631726,6
-0.7104627091399776,-1.1879702586272058,-2.6774247968425695,-0.8541780693530763,0.21994540601036136,0.4221178258269391,2.3298475808731527,0.7682751462604341,6
-0.7088976229813855,-1.1469405692406018,-2.204909520575825,-0.8517389827145037,0.2672370005988898,0.3079169392393058,2.0921020121622167,0.99450950945488,6
-0.708727504920669,-1.132081984365176,-2.0612996670362524,-0.851473968595162,0.09404075713539044,0.4649751482748764,2.0078516840783442,0.8184478373820561,6
-0.7082171507385194,-1.1498241710267936,-2.2429573054596514,-0.8506790527009147,0.5185183593298293,-0.3730448425531635,2.11193065696231,1.0260623922917602,6
-0.7076047257199399,-1.152769426943596,-2.292409114926932,-0.8497253977872171,0.29080376847079936,1.0235188666478519,2.131902050539232,0.8784640671994896,6
-0.7073665604349367,-1.1548314332183074,-2.3231995240569514,-0.8493546043059909,0.5308044664328976,0.42865001795684277,2.145070205352269,0.8038290804098753,6
-0.7072304659863635,-1.1327511105157586,-2.0725571336117232,-0.8491427386967889,0.6433541339902921,0.775169756387426,2.0183294442975175,1.056449078296732,6
-0.7066520645799274,-1.185393672338431,-2.690902940576739,-0.8482424633003978,0.8246063925796223,0.4953594978134007,2.3321130879312815,0.9089754481507774,6
