Area,MinorAxisLength,AspectRation,ConvexArea,EquivDiameter,Extent,Solidity,roundness,ShapeFactor1,ShapeFactor4,target
-0.8387997741445266,-0.6321108474188325,-1.5653626598841668,-0.8394887772573649,-1.060491463461867,0.2879811664954942,0.3664763405699049,1.4203459748678249,0.6819175161916982,0.8386785571319395,6
-0.827265769627946,-0.435758381320313,-1.9724598042284907,-0.8241753786728847,-1.041409711693179,0.6975980699797945,-0.46588588669212394,0.22498659564810947,0.36955141339463926,0.7711412895099393,6
-0.8052865161833704,-0.5867746203154228,-1.5143048176443414,-0.8068179597084192,-1.005356514266152,0.5779579459947402,0.5176141993998845,1.2489788094649013,0.6043728682043112,0.9174176641196544,6
-0.7839196877573745,-0.44059531478700925,-1.7429602668275983,-0.7721701388411272,-0.9706859183374021,0.6713020641741454,-2.248692176614546,0.5095879794092899,0.40325377598659595,-0.20237240206618926,6
-0.7794285709544582,-0.26828080781707214,-2.1215342014692693,-0.7824572578026926,-0.9634447508333935,0.4754758809957747,0.8046048369438649,1.872434351543676,0.12021501408647195,0.9404061667505637,6
-0.7746992888665387,-0.4629334902607058,-1.671890869642797,-0.7763251966627366,-0.9558367034805204,0.5284097574386233,0.507082776189171,1.1816673376098865,0.40620704842176153,0.9564467221881302,6
-0.7679626136621641,-0.4067987450474577,-1.7709729442674293,-0.7639270402595469,-0.9450294294474001,0.25690034040525145,-0.6603492507009008,-0.3467130856937999,0.32195910940347633,0.9134143121623157,6
-0.7665336219521454,-0.435696574395765,-1.694221641588221,-0.7680485895503371,-0.9427414956878235,0.42610232345283566,0.4763446551337679,1.5732669692773298,0.36998785323592714,0.7514084292874135,6
-0.7608857023363566,-0.42637486975129096,-1.6931550250629306,-0.7614474089789091,-0.933714077914969,0.4440775272535629,0.2761022344674943,1.3565766608482301,0.3520681468112782,0.8913844882053896,6
-0.755816184127004,-0.47653423230950975,-1.550509731276954,-0.7589007606366323,-0.9256319279781016,0.6917676296455624,0.786651523873559,1.6266250615626099,0.428346853676877,0.9162684920590184,6
-0.7529922243191096,-0.39790149575032346,-1.7256440682710894,-0.7535393957055232,-0.9211382585418255,0.42862527773597897,0.2673648307059296,1.2221852676988847,0.30658190850454586,0.9906361439268482,6
-0.7470721158061745,-0.3116200435101877,-1.8896491925794958,-0.7475748772196644,-0.9117373291596245,0.7468279135143492,0.2541408729108252,1.422799380350491,0.1848364393494734,0.819312189620644,6
-0.7465277380118815,-0.38615050638489895,-1.7151616156885043,-0.7487476757983446,-0.9108741987039015,0.22920460960878547,0.6003898524722516,1.3286590751373129,0.3002079392200153,0.5718198687882512,6
-0.744792533792573,-0.41556096872279413,-1.6402481206886013,-0.7464355871718038,-0.9081244478947494,0.9998428722798982,0.48220650938034365,1.2535170623861025,0.3423832545928391,0.6426318741702146,6
-0.744792533792573,-0.3367895949965492,-1.8276094690745204,-0.7470387407265535,-0.9081244478947494,0.6433521110005541,0.6038942335467553,1.3293552085274392,0.21686120863668126,0.982470925587806,6
-0.7441120615497069,-0.35079342056861723,-1.7921211991875174,-0.7454973483088597,-0.9070467303293371,0.2918220679418463,0.4296491805510329,1.552899410185335,0.23880448317219022,0.9228290106737903,6
-0.7432954948582675,-0.3971953176750724,-1.680467058099018,-0.7437213961754299,-0.9057539231714937,0.6000195686327966,0.23603357783072618,1.1854972162118138,0.3097591551381821,0.8316303018268006,6
-0.7432614712461243,-0.3882454401501647,-1.7035001365927753,-0.7442240241377213,-0.9057000664642014,0.26880643195109566,0.3438676524078755,1.4190228095637991,0.2933072321959985,0.9486825062318031,6
-0.7409138420082362,-0.3291762955446318,-1.827722747612721,-0.7430512255590412,-0.9019860748800997,0.4187537825767321,0.5779912766336244,1.5112337793351318,0.20574748497029277,0.9860408360712013,6
-0.7387703544432079,-0.4040375844003048,-1.6470391323543774,-0.7428501743741246,-0.8985986161413531,0.4995720795861916,0.9663407871731501,1.7315671027737745,0.3162632596289391,0.9717934031642762,6
-0.737443433569619,-0.4518639575325677,-1.521317941692254,-0.7426826317200275,-0.8965033238106449,0.39575757954801344,1.1979880107807237,1.6801960820321853,0.39542441704876397,0.725039819366275,6
-0.7321357500752633,-0.3173995214774572,-1.8118012941160748,-0.7364165364567937,-0.8881351482193833,0.3907010860455198,0.9974864444136344,1.6352881540166642,0.1940282342218739,0.7850852673722535,6
-0.7306727347531011,-0.3755179106998607,-1.6689284360615118,-0.7228120729441047,-0.8858321770735939,0.14580460987681085,-1.4048946345397006,-0.009310681367838504,0.28458817337886816,0.565853146587625,6
-0.7284952235759296,-0.5961130641503154,-1.1099964212781321,-0.7279053696286581,-0.8824074030896256,0.24508622337266392,0.02494295252859926,0.8110786630874425,0.6195845229565466,0.9231368369434607,6
-0.727202326314484,-0.6915601188167836,-0.8084427422510202,-0.7291116767381577,-0.8803755803994684,-0.18173753606232584,0.5190467052199113,0.7957022039446924,0.8084461181307041,-0.02949390209160008,6
-0.7269641610294808,-0.2245707416754537,-1.991959962437999,-0.7285420317142274,-0.8800014314126847,0.47723870199327384,0.45308648977963867,1.3170765968510436,0.060725519371030316,0.891984496360381,6
-0.7262496651744714,-0.3350251187325189,-1.7502702597529967,-0.7262969601493254,-0.8788792289489694,0.5574675733562263,0.14965805763310125,0.862709083766344,0.21497734660369802,0.9567290113009306,6
-0.7247186026280227,-0.4051105041309595,-1.5796369178421898,-0.728743082899144,-0.876475761254819,0.5263967600434748,0.9362334332052867,1.5963835009362162,0.3198627817276751,0.8970645500682071,6
-0.7240381303851565,-0.4233799331356809,-1.5314625975108183,-0.723616277683771,-0.8754081000889776,0.5689908089855177,0.05588989555537972,1.1522494888057246,0.34897057479369886,0.837734142455511,6
-0.7225751150629944,-0.47609795675411026,-1.398748210526348,-0.7276708099129222,-0.8731137672622695,0.49139942581968604,1.1460573629241642,1.6152075916747346,0.42483585892931447,1.0207548048165742,6
-0.7222348789415614,-0.2751637626951186,-1.8593021209355014,-0.7237838203378681,-0.8725804223002533,0.46027963163417884,0.44322712492168287,1.2410425621681835,0.13774431489244313,0.6368485133574131,6
-0.7221668317172747,-0.4543981968220601,-1.4508089022007375,-0.7202319160710083,-0.8724737644366629,0.5112314276866702,-0.24216034929990451,0.6291895351097704,0.3915513454348997,1.0127602943191694,6
-0.7216905011472684,-0.48670175774638724,-1.3644141991956482,-0.7214382231805079,-0.8717272470730798,0.7237033425913194,0.08803213468598105,0.9238158694146963,0.4455459474629693,0.8660295423681703,6
-0.7190366594000906,-0.3174256125057267,-1.7568138732117489,-0.7232476838447572,-0.8675710824794767,0.5686133068397883,0.9655891571114346,1.7389057502668348,0.19192659490500197,0.8669546316285746,6
-0.7170973135079222,-0.26016385429417754,-1.8765940530924128,-0.7211701549339524,-0.8645370967430172,0.4585664658393495,0.9356985822858348,1.8066213916723672,0.10832756137082264,0.9604526048547166,6
-0.7164168412650561,-0.24146669579997843,-1.9137372376063324,-0.7207680525641192,-0.8634731805911676,0.4982447122384421,0.9897131486825698,1.7981689038149578,0.08248819811014407,0.9531533492055786,6
-0.7163487940407695,-0.22070579113173203,-1.9509444461061518,-0.7163114179651349,-0.8633668076926219,0.8155685735349949,0.12722571758280846,1.090769497937942,0.06230927368353336,0.6221078222126343,6
-0.7156342981857601,-0.23429952318672298,-1.9204623209997684,-0.7168475544582458,-0.8622500886982901,0.2462635625319359,0.3717044169075104,1.1427247831105816,0.0794348897681515,0.6851970232440369,6
