Area,Perimeter,MajorAxisLength,AspectRation,ConvexArea,Extent,Solidity,roundness,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
-0.8387997741445266,-1.1396627344211194,-1.3019761535258991,-1.5653626598841668,-0.8394887772573649,0.28798116649549194,0.3664763405699049,1.4203459748678264,2.398279665087112,1.9248109616774003,0.838678557131965,6
-0.827265769627946,-1.010528619363842,-1.3911693661111542,-1.9724598042284907,-0.8241753786728847,0.6975980699797922,-0.46588588669212394,0.22498659564811133,3.097471570977421,2.6914464439539505,0.7711412895099649,6
-0.8052865161833704,-1.0753029286009257,-1.2478073515840138,-1.5143048176443414,-0.8068179597084192,0.5779579459947378,0.5176141993998845,1.248978809464903,2.2310855800766856,1.8401498044547868,0.91741766411968,6
-0.7839196877573745,-0.9738939690576228,-1.2742405668555132,-1.7429602668275983,-0.7721701388411272,0.6713020641741431,-2.248692176614546,0.5095879794092917,2.511257764658271,2.2043062399129623,-0.2023724020661637,6
-0.7794285709544582,-1.0938205194498358,-1.3757498723432617,-2.1215342014692693,-0.7824572578026926,0.4754758809957724,0.8046048369438649,1.8724343515436777,3.2676751360828553,3.016333166343739,0.9404061667505892,6
-0.7746992888665387,-1.0249244627526706,-1.2509023940685133,-1.671890869642797,-0.7763251966627366,0.5284097574386211,0.507082776189171,1.1816673376098883,2.407499556672825,2.117891194392567,0.9564467221881557,6
-0.7679626136621641,-0.8614238228276595,-1.2685048866859407,-1.7709729442674293,-0.7639270402595469,0.2569003404052492,-0.6603492507009008,-0.346713085693798,2.5573639401763337,2.29950970321919,0.9134143121623414,6
-0.7665336219521454,-1.0491426399192536,-1.2458188540760693,-1.694221641588221,-0.7680485895503371,0.4261023234528334,0.4763446551337679,1.5732669692773313,2.4167463186165286,2.1507785969474003,0.751408429287439,6
-0.7608857023363566,-1.0214128270635159,-1.2395560108697654,-1.6931550250629306,-0.7614474089789091,0.4440775272535607,0.2761022344674943,1.356576660848232,2.405435577299629,2.1541207161475047,0.8913844882054152,6
-0.755816184127004,-1.0388638866487443,-1.1965093283294579,-1.550509731276954,-0.7589007606366323,0.69176762964556,0.786651523873559,1.6266250615626117,2.1644252600927687,1.9020070888995055,0.916268492059044,6
-0.7529922243191096,-0.9977349015414186,-1.2392536523843505,-1.7256440682710894,-0.7535393957055232,0.4286252777359767,0.2673648307059296,1.2221852676988865,2.4435075157783386,2.2176648332254025,0.9906361439268737,6
-0.7470721158061745,-1.0080136548119278,-1.2750766858113283,-1.8896491925794958,-0.7475748772196644,0.746827913514347,0.2541408729108252,1.4227993803504926,2.7118147579094574,2.525760604323158,0.8193121896206695,6
-0.7465277380118815,-0.9985313069828579,-1.2265685495516514,-1.7151616156885043,-0.7487476757983446,0.2292046096087832,0.6003898524722516,1.3286590751373146,2.395087130678288,2.182381156201715,0.5718198687882767,6
-0.744792533792573,-0.9890675885208396,-1.2051681144733648,-1.6402481206886013,-0.7464355871718038,0.9998428722798959,0.48220650938034365,1.2535170623861043,2.2702474474514105,2.0492238826221545,0.6426318741702401,6
-0.744792533792573,-0.9961514053420649,-1.2566546814505537,-1.8276094690745204,-0.7470387407265535,0.6433521110005519,0.6038942335467553,1.329355208527441,2.599338798153257,2.41046707130019,0.9824709255878316,6
-0.7441120615497069,-1.015791415555811,-1.2460616095672905,-1.7921211991875174,-0.7454973483088597,0.291822067941844,0.4296491805510329,1.5528994101853366,2.5328665706752784,2.339993797921478,0.9228290106738158,6
-0.7432954948582675,-0.9805539677784334,-1.21500589499525,-1.680467058099018,-0.7437213961754299,0.6000195686327943,0.23603357783072618,1.1854972162118156,2.3384225838670787,2.12874869757901,0.8316303018268262,6
-0.7432614712461243,-1.0023130684942552,-1.2216832495630854,-1.7035001365927753,-0.7442240241377213,0.2688064319510934,0.3438676524078755,1.419022809563801,2.3804662971363544,2.1752330831763658,0.9486825062318286,6
-0.7409138420082362,-1.0075106619015448,-1.2521871221979575,-1.827722747612721,-0.7430512255590412,0.41875378257672985,0.5779912766336244,1.5112337793351336,2.589658751686946,2.41082519822004,0.9860408360712268,6
-0.7387703544432079,-1.024533246044595,-1.2016106036593996,-1.6470391323543774,-0.7428501743741246,0.4995720795861893,0.9663407871731501,1.7315671027737762,2.2776653456543423,2.0736842583962654,0.9717934031643017,6
-0.737443433569619,-1.0180595409942972,-1.165770471213381,-1.521317941692254,-0.7426826317200275,0.39575757954801116,1.1979880107807237,1.6801960820321868,2.0701170211333344,1.845052136135905,0.7250398193663006,6
-0.7321357500752633,-1.0066211096248494,-1.2366248774933624,-1.8118012941160748,-0.7364165364567937,0.3907010860455175,0.9974864444136344,1.635288154016666,2.5320134368090597,2.372320629311894,0.785085267372279,6
-0.7306727347531011,-0.8424684418530459,-1.1955861619411046,-1.6689284360615118,-0.7228120729441047,0.14580460987680857,-1.4048946345397006,-0.009310681367836634,2.279845203446374,2.097841702729554,0.5658531465876505,6
-0.7284952235759296,-0.9234689297917397,-1.0509317648163454,-1.1099964212781321,-0.7279053696286581,0.24508622337266164,0.02494295252859926,0.8110786630874441,1.495580064758713,1.2061505990929449,0.9231368369434862,6
-0.727202326314484,-0.9201156437225204,-0.9689634879663546,-0.8084427422510202,-0.7291116767381577,-0.1817375360623281,0.5190467052199113,0.7957022039446942,1.1212659015577633,0.7619863552914599,-0.02949390209157454,6
-0.7269641610294808,-0.9699957740021555,-1.280211208197922,-1.991959962437999,-0.7285420317142274,0.47723870199327156,0.45308648977963867,1.3170765968510454,2.8542226170704232,2.7366887336034176,0.8919844963604066,6
