Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,target
-0.8387997741445266,-1.1396627344211194,-1.3019761535258991,-0.6321108474188325,-1.5653626598841668,0.2879811664954942,0.3664763405699049,1.4203459748678249,1.838628173761134,0.6819175161916982,2.3982796650871117,1.9248109616774005,6
-0.827265769627946,-1.010528619363842,-1.3911693661111542,-0.435758381320313,-1.9724598042284907,0.6975980699797945,-0.46588588669212394,0.22498659564810947,2.4976224677796806,0.36955141339463926,3.0974715709774205,2.691446443953951,6
-0.8052865161833704,-1.0753029286009257,-1.2478073515840138,-0.5867746203154228,-1.5143048176443414,0.5779579459947402,0.5176141993998845,1.2489788094649013,1.7640533422046465,0.6043728682043112,2.231085580076685,1.840149804454787,6
-0.7839196877573745,-0.9738939690576228,-1.2742405668555132,-0.44059531478700925,-1.7429602668275983,0.6713020641741454,-2.248692176614546,0.5095879794092899,2.082210997344313,0.40325377598659595,2.5112577646582706,2.2043062399129627,6
-0.7794285709544582,-1.0938205194498358,-1.3757498723432617,-0.26828080781707214,-2.1215342014692693,0.4754758809957747,0.8046048369438649,1.872434351543676,2.768597856586443,0.12021501408647195,3.267675136082855,3.0163331663437396,6
-0.7746992888665387,-1.0249244627526706,-1.2509023940685133,-0.4629334902607058,-1.671890869642797,0.5284097574386233,0.507082776189171,1.1816673376098865,2.0073210603616087,0.40620704842176153,2.4074995566728243,2.117891194392567,6
-0.7679626136621641,-0.8614238228276595,-1.2685048866859407,-0.4067987450474577,-1.7709729442674293,0.25690034040525145,-0.6603492507009008,-0.3467130856937999,2.1642896724324223,0.32195910940347633,2.5573639401763333,2.2995097032191905,6
-0.7665336219521454,-1.0491426399192536,-1.2458188540760693,-0.435696574395765,-1.694221641588221,0.42610232345283566,0.4763446551337679,1.5732669692773298,2.0358661919758467,0.36998785323592714,2.416746318616528,2.1507785969474007,6
-0.7608857023363566,-1.0214128270635159,-1.2395560108697654,-0.42637486975129096,-1.6931550250629306,0.4440775272535629,0.2761022344674943,1.3565766608482301,2.038764016473285,0.3520681468112782,2.4054355772996288,2.154120716147505,6
-0.755816184127004,-1.0388638866487443,-1.1965093283294579,-0.47653423230950975,-1.550509731276954,0.6917676296455624,0.786651523873559,1.6266250615626099,1.8185779700969928,0.428346853676877,2.1644252600927683,1.902007088899506,6
-0.7529922243191096,-0.9977349015414186,-1.2392536523843505,-0.39790149575032346,-1.7256440682710894,0.42862527773597897,0.2673648307059296,1.2221852676988847,2.0937548513611817,0.30658190850454586,2.443507515778338,2.2176648332254025,6
-0.7470721158061745,-1.0080136548119278,-1.2750766858113283,-0.3116200435101877,-1.8896491925794958,0.7468279135143492,0.2541408729108252,1.422799380350491,2.357592183809979,0.1848364393494734,2.711814757909457,2.525760604323158,6
