Perimeter,MinorAxisLength,Eccentricity,ConvexArea,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,target
-1.1396627344211194,-0.6321108474188325,-2.182833063901597,-0.8394887772573649,0.2879811664954942,0.3664763405699049,1.4203459748678249,1.838628173761134,0.6819175161916982,2.3982796650871117,6
-1.010528619363842,-0.435758381320313,-3.685503750885848,-0.8241753786728847,0.6975980699797945,-0.46588588669212394,0.22498659564810947,2.4976224677796806,0.36955141339463926,3.0974715709774205,6
-1.0753029286009257,-0.5867746203154228,-2.0422287164313984,-0.8068179597084192,0.5779579459947402,0.5176141993998845,1.2489788094649013,1.7640533422046465,0.6043728682043112,2.231085580076685,6
-0.9738939690576228,-0.44059531478700925,-2.740195617790069,-0.7721701388411272,0.6713020641741454,-2.248692176614546,0.5095879794092899,2.082210997344313,0.40325377598659595,2.5112577646582706,6
-1.0938205194498358,-0.26828080781707214,-4.535823177599937,-0.7824572578026926,0.4754758809957747,0.8046048369438649,1.872434351543676,2.768597856586443,0.12021501408647195,3.267675136082855,6
-1.0249244627526706,-0.4629334902607058,-2.503030271512914,-0.7763251966627366,0.5284097574386233,0.507082776189171,1.1816673376098865,2.0073210603616087,0.40620704842176153,2.4074995566728243,6
-0.8614238228276595,-0.4067987450474577,-2.8396800253600407,-0.7639270402595469,0.25690034040525145,-0.6603492507009008,-0.3467130856937999,2.1642896724324223,0.32195910940347633,2.5573639401763333,6
-1.0491426399192536,-0.435696574395765,-2.5753305745832686,-0.7680485895503371,0.42610232345283566,0.4763446551337679,1.5732669692773298,2.0358661919758467,0.36998785323592714,2.416746318616528,6
-1.0214128270635159,-0.42637486975129096,-2.571832626204052,-0.7614474089789091,0.4440775272535629,0.2761022344674943,1.3565766608482301,2.038764016473285,0.3520681468112782,2.4054355772996288,6
-1.0388638866487443,-0.47653423230950975,-2.1411362328378702,-0.7589007606366323,0.6917676296455624,0.786651523873559,1.6266250615626099,1.8185779700969928,0.428346853676877,2.1644252600927683,6
-0.9977349015414186,-0.39790149575032346,-2.6804664361780617,-0.7535393957055232,0.42862527773597897,0.2673648307059296,1.2221852676988847,2.0937548513611817,0.30658190850454586,2.443507515778338,6
-1.0080136548119278,-0.3116200435101877,-3.306244101529032,-0.7475748772196644,0.7468279135143492,0.2541408729108252,1.422799380350491,2.357592183809979,0.1848364393494734,2.711814757909457,6
-0.9985313069828579,-0.38615050638489895,-2.6449372782050133,-0.7487476757983446,0.22920460960878547,0.6003898524722516,1.3286590751373129,2.063245236643371,0.3002079392200153,2.3950871306782875,6
-0.9890675885208396,-0.41556096872279413,-2.4038124923914266,-0.7464355871718038,0.9998428722798982,0.48220650938034365,1.2535170623861025,1.9475447133294952,0.3423832545928391,2.27024744745141,6
-0.9961514053420649,-0.3367895949965492,-3.052557513351945,-0.7470387407265535,0.6433521110005541,0.6038942335467553,1.3293552085274392,2.259394109800181,0.21686120863668126,2.5993387981532567,6
-1.015791415555811,-0.35079342056861723,-2.9172557199630353,-0.7454973483088597,0.2918220679418463,0.4296491805510329,1.552899410185335,2.1990585063620465,0.23880448317219022,2.532866570675278,6
-0.9805539677784334,-0.3971953176750724,-2.5305677286544195,-0.7437213961754299,0.6000195686327966,0.23603357783072618,1.1854972162118138,2.016750989268408,0.3097591551381821,2.3384225838670782,6
-1.0023130684942552,-0.3882454401501647,-2.605952173100318,-0.7442240241377213,0.26880643195109566,0.3438676524078755,1.4190228095637991,2.057056808173391,0.2933072321959985,2.380466297136354,6
-1.0075106619015448,-0.3291762955446318,-3.0530002030175685,-0.7430512255590412,0.4187537825767321,0.5779912766336244,1.5112337793351318,2.2597001201712392,0.20574748497029277,2.5896587516869456,6
-1.024533246044595,-0.4040375844003048,-2.4247972323458105,-0.7428501743741246,0.4995720795861916,0.9663407871731501,1.7315671027737745,1.9688653123457545,0.3162632596289391,2.277665345654342,6
-1.0180595409942972,-0.4518639575325677,-2.061093318760861,-0.7426826317200275,0.39575757954801344,1.1979880107807237,1.6801960820321853,1.7683818725702622,0.39542441704876397,2.070117021133334,6
-1.0066211096248494,-0.3173995214774572,-2.9914664374770754,-0.7364165364567937,0.3907010860455198,0.9974864444136344,1.6352881540166642,2.2267647126916956,0.1940282342218739,2.532013436809059,6
-0.8424684418530459,-0.3755179106998607,-2.493583474583241,-0.7228120729441047,0.14580460987681085,-1.4048946345397006,-0.009310681367838504,1.9898921524695499,0.28458817337886816,2.2798452034463734,6
-0.9234689297917397,-0.5961130641503154,-1.1444658213971604,-0.7279053696286581,0.24508622337266392,0.02494295252859926,0.8110786630874425,1.1931575922246107,0.6195845229565466,1.4955800647587127,6
-0.9201156437225204,-0.6915601188167836,-0.6492537263280562,-0.7291116767381577,-0.18173753606232584,0.5190467052199113,0.7957022039446924,0.7791415700822368,0.8084461181307041,1.121265901557763,6
-0.9699957740021555,-0.2245707416754537,-3.782867356736524,-0.7285420317142274,0.47723870199327384,0.45308648977963867,1.3170765968510436,2.535640172557551,0.060725519371030316,2.8542226170704224,6
-0.9253598105474385,-0.3350251187325189,-2.765808921355066,-0.7262969601493254,0.5574675733562263,0.14965805763310125,0.862709083766344,2.1322119335353955,0.21497734660369802,2.417293802160598,6
-0.992793461931083,-0.4051105041309595,-2.2235448688173283,-0.728743082899144,0.5263967600434748,0.9362334332052867,1.5963835009362162,1.8622926124213546,0.3198627817276751,2.135301150825112,6
-0.9502812463202048,-0.4233799331356809,-2.088628859826791,-0.723616277683771,0.5689908089855177,0.05588989555537972,1.1522494888057246,1.7872677302016469,0.34897057479369886,2.0581748264036426,6
-0.9915546090221772,-0.47609795675411026,-1.7500527532709593,-0.7276708099129222,0.49139942581968604,1.1460573629241642,1.6152075916747346,1.5971355207611326,0.42483585892931447,1.8669132976200196,6
-0.9562100423842544,-0.2751637626951186,-3.1792536125551125,-0.7237838203378681,0.46027963163417884,0.44322712492168287,1.2410425621681835,2.3005546849176044,0.13774431489244313,2.585868351812819,6
-0.8963585433904552,-0.4543981968220601,-1.8775024689491393,-0.7202319160710083,0.5112314276866702,-0.24216034929990451,0.6291895351097704,1.6728461603776608,0.3915513454348997,1.9402509015647371,6
-0.9248987337129206,-0.48670175774638724,-1.6694536329372374,-0.7214382231805079,0.7237033425913194,0.08803213468598105,0.9238158694146963,1.5427734324055198,0.4455459474629693,1.8121531874314325,6
-0.9979537966042705,-0.3174256125057267,-2.788942703369907,-0.7232476838447572,0.5686133068397883,0.9655891571114346,1.7389057502668348,2.139817921532644,0.19192659490500197,2.4076103968995377,6
-1.0014188588757966,-0.26016385429417754,-3.2509009257785775,-0.7211701549339524,0.4585664658393495,0.9356985822858348,1.8066213916723672,2.3403282885286867,0.10832756137082264,2.615560097393038,6
-0.9997235864741362,-0.24146669579997843,-3.411339671102763,-0.7207680525641192,0.4982447122384421,0.9897131486825698,1.7981689038149578,2.4028879827628966,0.08248819811014407,2.681320260384252,6
-0.9336033054676023,-0.22070579113173203,-3.5818927697326064,-0.7163114179651349,0.8155685735349949,0.12722571758280846,1.090769497937942,2.455422371787239,0.06230927368353336,2.738235037404254,6
-0.9376039620418508,-0.23429952318672298,-3.4414034630045234,-0.7168475544582458,0.2462635625319359,0.3717044169075104,1.1427247831105816,2.4053427202529427,0.0794348897681515,2.6819785841550354,6
-0.9349911933129179,-0.564562269569175,-1.1701557897587864,-0.717718776259551,0.6052527774409235,0.6157611711160261,1.1209861726038424,1.2022754745072848,0.5763309444464232,1.4772695951851191,6
-0.9776151851261035,-0.45337332373994094,-1.7915713784193186,-0.7190926260231477,0.4226868015760221,0.9658315282357628,1.5794862873511573,1.6166794926789358,0.39442140215996174,1.8690662850540603,6
-0.9423777373487258,-0.2973316272836705,-2.883601420167583,-0.7161773838418571,0.5770568981915598,0.43292861025369606,1.206964909868535,2.182603501532027,0.16298611853269668,2.441804606840649,6
-0.9916011824398052,-0.28994324030898405,-2.9322877030082597,-0.7193271857388838,0.6125257524983139,1.138548804419395,1.7419697710115198,2.2018065959889594,0.15424404260426086,2.4609363017303467,6
-0.8647771088968789,-0.6467134703027906,-0.7591890741842843,-0.7132956501913861,0.6344663840026228,0.015350260425011765,0.43471449257007855,0.8826185995866094,0.7190388050859965,1.1870378203305976,6
-0.8914683345395108,-0.4439697788605452,-1.820642991550052,-0.710413916540915,0.36364535563902195,-0.26134766903517614,0.7181085199827596,1.633541757483328,0.3804305395804172,1.8802409951836294,6
-0.9614029784497814,-0.41146054631597573,-2.0258026142158947,-0.7162444009034961,0.22153486291755192,0.9107960783189186,1.443320430928176,1.7541462401713914,0.32943790003065937,1.9985327080475388,6
