Area,MajorAxisLength,MinorAxisLength,AspectRation,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,target
-0.8387997741445266,-1.3019761535258991,-0.6321108474188332,-1.5653626598841668,1.4203459748678264,1.838628173761134,0.6819175161916984,2.398279665087112,0.838678557131965,6
-0.827265769627946,-1.3911693661111542,-0.4357583813203137,-1.9724598042284907,0.22498659564811133,2.4976224677796806,0.36955141339463937,3.097471570977421,0.7711412895099649,6
-0.8052865161833704,-1.2478073515840138,-0.5867746203154234,-1.5143048176443414,1.248978809464903,1.7640533422046465,0.6043728682043114,2.2310855800766856,0.91741766411968,6
-0.7839196877573745,-1.2742405668555132,-0.44059531478700986,-1.7429602668275983,0.5095879794092917,2.082210997344313,0.403253775986596,2.511257764658271,-0.2023724020661637,6
-0.7794285709544582,-1.3757498723432617,-0.26828080781707275,-2.1215342014692693,1.8724343515436777,2.768597856586443,0.12021501408647196,3.2676751360828553,0.9404061667505892,6
-0.7746992888665387,-1.2509023940685133,-0.4629334902607064,-1.671890869642797,1.1816673376098883,2.0073210603616087,0.4062070484217616,2.407499556672825,0.9564467221881557,6
-0.7679626136621641,-1.2685048866859407,-0.40679874504745833,-1.7709729442674293,-0.346713085693798,2.1642896724324223,0.3219591094034764,2.5573639401763337,0.9134143121623414,6
-0.7665336219521454,-1.2458188540760693,-0.4356965743957656,-1.694221641588221,1.5732669692773313,2.0358661919758467,0.36998785323592726,2.4167463186165286,0.751408429287439,6
-0.7608857023363566,-1.2395560108697654,-0.4263748697512916,-1.6931550250629306,1.356576660848232,2.038764016473285,0.35206814681127824,2.405435577299629,0.8913844882054152,6
-0.755816184127004,-1.1965093283294579,-0.47653423230951036,-1.550509731276954,1.6266250615626117,1.8185779700969928,0.42834685367687714,2.1644252600927687,0.916268492059044,6
-0.7529922243191096,-1.2392536523843505,-0.39790149575032413,-1.7256440682710894,1.2221852676988865,2.0937548513611817,0.3065819085045459,2.4435075157783386,0.9906361439268737,6
-0.7470721158061745,-1.2750766858113283,-0.3116200435101883,-1.8896491925794958,1.4227993803504926,2.357592183809979,0.18483643934947347,2.7118147579094574,0.8193121896206695,6
-0.7465277380118815,-1.2265685495516514,-0.38615050638489956,-1.7151616156885043,1.3286590751373146,2.063245236643371,0.3002079392200154,2.395087130678288,0.5718198687882767,6
-0.744792533792573,-1.2051681144733648,-0.41556096872279474,-1.6402481206886013,1.2535170623861043,1.9475447133294952,0.34238325459283914,2.2702474474514105,0.6426318741702401,6
-0.744792533792573,-1.2566546814505537,-0.33678959499654987,-1.8276094690745204,1.329355208527441,2.259394109800181,0.2168612086366813,2.599338798153257,0.9824709255878316,6
-0.7441120615497069,-1.2460616095672905,-0.35079342056861784,-1.7921211991875174,1.5528994101853366,2.1990585063620465,0.23880448317219025,2.5328665706752784,0.9228290106738158,6
-0.7432954948582675,-1.21500589499525,-0.397195317675073,-1.680467058099018,1.1854972162118156,2.016750989268408,0.30975915513818214,2.3384225838670787,0.8316303018268262,6
-0.7432614712461243,-1.2216832495630854,-0.3882454401501654,-1.7035001365927753,1.419022809563801,2.057056808173391,0.2933072321959986,2.3804662971363544,0.9486825062318286,6
-0.7409138420082362,-1.2521871221979575,-0.3291762955446324,-1.827722747612721,1.5112337793351336,2.2597001201712392,0.2057474849702928,2.589658751686946,0.9860408360712268,6
-0.7387703544432079,-1.2016106036593996,-0.4040375844003054,-1.6470391323543774,1.7315671027737762,1.9688653123457545,0.31626325962893914,2.2776653456543423,0.9717934031643017,6
-0.737443433569619,-1.165770471213381,-0.45186395753256836,-1.521317941692254,1.6801960820321868,1.7683818725702622,0.395424417048764,2.0701170211333344,0.7250398193663006,6
-0.7321357500752633,-1.2366248774933624,-0.3173995214774578,-1.8118012941160748,1.635288154016666,2.2267647126916956,0.19402823422187393,2.5320134368090597,0.785085267372279,6
-0.7306727347531011,-1.1955861619411046,-0.3755179106998613,-1.6689284360615118,-0.009310681367836634,1.9898921524695499,0.2845881733788682,2.279845203446374,0.5658531465876505,6
-0.7284952235759296,-1.0509317648163454,-0.596113064150316,-1.1099964212781321,0.8110786630874441,1.1931575922246107,0.6195845229565468,1.495580064758713,0.9231368369434862,6
-0.727202326314484,-0.9689634879663546,-0.6915601188167843,-0.8084427422510202,0.7957022039446942,0.7791415700822368,0.8084461181307042,1.1212659015577633,-0.02949390209157454,6
-0.7269641610294808,-1.280211208197922,-0.22457074167545435,-1.991959962437999,1.3170765968510454,2.535640172557551,0.06072551937103033,2.8542226170704232,0.8919844963604066,6
-0.7262496651744714,-1.214210939783406,-0.33502511873251956,-1.7502702597529967,0.8627090837663458,2.1322119335353955,0.21497734660369805,2.4172938021605983,0.9567290113009561,6
-0.7247186026280227,-1.1668062449910344,-0.40511050413096017,-1.5796369178421898,1.596383500936218,1.8622926124213546,0.3198627817276752,2.1353011508251125,0.8970645500682326,6
-0.7240381303851565,-1.153019617804329,-0.4233799331356815,-1.5314625975108183,1.1522494888057262,1.7872677302016469,0.3489705747936989,2.058174826403643,0.8377341424555366,6
-0.7225751150629944,-1.1177635196484617,-0.47609795675411093,-1.398748210526348,1.6152075916747364,1.5971355207611326,0.4248358589293146,1.8669132976200198,1.0207548048165997,6
-0.7222348789415614,-1.2372076927558475,-0.2751637626951192,-1.8593021209355014,1.241042562168185,2.3005546849176044,0.13774431489244315,2.5858683518128194,0.6368485133574386,6
-0.7221668317172747,-1.130722902540611,-0.4543981968220608,-1.4508089022007375,0.6291895351097722,1.6728461603776608,0.39155134543489983,1.9402509015647373,1.012760294319195,6
-0.7216905011472684,-1.106949936615337,-0.48670175774638785,-1.3644141991956482,0.9238158694146981,1.5427734324055198,0.44554594746296944,1.812153187431433,0.8660295423681958,6
-0.7190366594000906,-1.2070849329214604,-0.3174256125057273,-1.7568138732117489,1.7389057502668364,2.139817921532644,0.191926594905002,2.407610396899538,0.8669546316286001,6
-0.7170973135079222,-1.237769013041016,-0.26016385429417815,-1.8765940530924128,1.806621391672369,2.3403282885286867,0.10832756137082267,2.615560097393039,0.9604526048547422,6
-0.7164168412650561,-1.2470937216002718,-0.24146669579997906,-1.9137372376063324,1.7981689038149593,2.4028879827628966,0.08248819811014409,2.6813202603842523,0.9531533492056041,6
-0.7163487940407695,-1.25543773988344,-0.22070579113173266,-1.9509444461061518,1.0907694979379439,2.455422371787239,0.062309273683533374,2.7382350374042543,0.6221078222126598,6
-0.7156342981857601,-1.2465969550067404,-0.23429952318672362,-1.9204623209997684,1.1427247831105833,2.4053427202529427,0.07943488976815151,2.681978584155036,0.6851970232440624,6
-0.7152600384521837,-1.0362496744025205,-0.5645622695691757,-1.1238372970792638,1.1209861726038441,1.2022754745072848,0.5763309444464233,1.4772695951851194,0.621250371908379,6
-0.714851755106464,-1.1119639524065879,-0.45337332373994155,-1.416001359667534,1.579486287351159,1.6166794926789358,0.39442140215996185,1.8690662850540607,0.8480292977189399,6
-0.7146476134336042,-1.2091036089393603,-0.29733162728367113,-1.7830199047645332,1.2069649098685367,2.182603501532027,0.1629861185326967,2.4418046068406496,0.8745476796143496,6
-0.7142053064757412,-1.211770803013943,-0.28994324030898466,-1.7961505143446688,1.7419697710115216,2.2018065959889594,0.1542440426042609,2.460936301730347,0.8068049644147316,6
-0.7138990939664515,-0.972645943289001,-0.6467134703027912,-0.8816431338284665,0.4347144925700803,0.8826185995866094,0.7190388050859966,1.1870378203305978,0.39960372444183695,6
-0.7124360786442894,-1.1120801306379229,-0.4439697788605458,-1.427911533679256,0.7181085199827614,1.633541757483328,0.3804305395804173,1.8802409951836296,0.8324948841298843,6
-0.7122659605835728,-1.1332306673754997,-0.41146054631597634,-1.5081560520665267,1.4433204309281775,1.7541462401713914,0.3294379000306594,1.9985327080475392,0.8956294078631981,6
-0.7104627091399776,-1.1879702586272058,-0.3143310709368661,-1.7247520344432248,1.1588469118381606,2.0850168137256135,0.1900577825217181,2.329847580873153,0.7682751462604597,6
-0.7088976229813855,-1.1469405692406018,-0.37891010619536475,-1.5731306887476646,1.0214837342713172,1.8555079127859908,0.2782451886672484,2.092102012162217,0.9945095094549056,6
-0.708727504920669,-1.132081984365176,-0.39868256178037564,-1.5213943659673779,1.247201248074399,1.7715041448063624,0.31233264523681137,2.0078516840783447,0.8184478373820816,6
-0.7082171507385194,-1.1498241710267936,-0.3723187475260653,-1.5863652960181613,0.6888686950353586,1.8767699064557715,0.2676723671165327,2.1119306569623104,1.0260623922917858,6
-0.7076047257199399,-1.152769426943596,-0.3626536885899647,-1.6032819002495837,1.7404840892726663,1.8979726439701197,0.2573438810550577,2.1319020505392325,0.8784640671995151,6
-0.7073665604349367,-1.1548314332183074,-0.357104910007421,-1.6136551846167373,1.207873045375418,1.911548486249511,0.25117263940471574,2.1450702053522694,0.8038290804099009,6
-0.7072304659863635,-1.1327511105157586,-0.3962783647573588,-1.5255546446526558,1.326653465405191,1.7854189121197575,0.3024096144437135,2.018329444297518,1.0564490782967575,6
-0.7066520645799274,-1.185393672338431,-0.30659686130034425,-1.7286972388585669,1.627428450411695,2.0959591087543292,0.17530824054261132,2.332113087931282,0.9089754481508029,6
-0.7051550256456219,-1.1948352677034209,-0.28355184626369684,-1.7719593809548282,1.4972304931436784,2.162642182101037,0.14497434366282755,2.397883327306742,0.815071411123476,6
-0.7046446714634723,-1.1477537166339637,-0.3602454849048731,-1.5966768154458586,1.3062947292112337,1.8890426665032347,0.2528068543073883,2.1161509825642955,0.9164435711257409,6
