Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor4,target
-1.1396627344211194,-1.3019761535258991,-0.6321108474188332,-1.5653626598841668,-2.182833063901597,-0.8394887772573649,0.28798116649549194,0.3664763405699049,1.4203459748678264,1.838628173761134,0.6819175161916984,0.838678557131965,6
-1.010528619363842,-1.3911693661111542,-0.4357583813203137,-1.9724598042284907,-3.685503750885848,-0.8241753786728847,0.6975980699797922,-0.46588588669212394,0.22498659564811133,2.4976224677796806,0.36955141339463937,0.7711412895099649,6
-1.0753029286009257,-1.2478073515840138,-0.5867746203154234,-1.5143048176443414,-2.0422287164313984,-0.8068179597084192,0.5779579459947378,0.5176141993998845,1.248978809464903,1.7640533422046465,0.6043728682043114,0.91741766411968,6
-0.9738939690576228,-1.2742405668555132,-0.44059531478700986,-1.7429602668275983,-2.740195617790069,-0.7721701388411272,0.6713020641741431,-2.248692176614546,0.5095879794092917,2.082210997344313,0.403253775986596,-0.2023724020661637,6
-1.0938205194498358,-1.3757498723432617,-0.26828080781707275,-2.1215342014692693,-4.535823177599937,-0.7824572578026926,0.4754758809957724,0.8046048369438649,1.8724343515436777,2.768597856586443,0.12021501408647196,0.9404061667505892,6
-1.0249244627526706,-1.2509023940685133,-0.4629334902607064,-1.671890869642797,-2.503030271512914,-0.7763251966627366,0.5284097574386211,0.507082776189171,1.1816673376098883,2.0073210603616087,0.4062070484217616,0.9564467221881557,6
-0.8614238228276595,-1.2685048866859407,-0.40679874504745833,-1.7709729442674293,-2.8396800253600407,-0.7639270402595469,0.2569003404052492,-0.6603492507009008,-0.346713085693798,2.1642896724324223,0.3219591094034764,0.9134143121623414,6
-1.0491426399192536,-1.2458188540760693,-0.4356965743957656,-1.694221641588221,-2.5753305745832686,-0.7680485895503371,0.4261023234528334,0.4763446551337679,1.5732669692773313,2.0358661919758467,0.36998785323592726,0.751408429287439,6
-1.0214128270635159,-1.2395560108697654,-0.4263748697512916,-1.6931550250629306,-2.571832626204052,-0.7614474089789091,0.4440775272535607,0.2761022344674943,1.356576660848232,2.038764016473285,0.35206814681127824,0.8913844882054152,6
-1.0388638866487443,-1.1965093283294579,-0.47653423230951036,-1.550509731276954,-2.1411362328378702,-0.7589007606366323,0.69176762964556,0.786651523873559,1.6266250615626117,1.8185779700969928,0.42834685367687714,0.916268492059044,6
-0.9977349015414186,-1.2392536523843505,-0.39790149575032413,-1.7256440682710894,-2.6804664361780617,-0.7535393957055232,0.4286252777359767,0.2673648307059296,1.2221852676988865,2.0937548513611817,0.3065819085045459,0.9906361439268737,6
-1.0080136548119278,-1.2750766858113283,-0.3116200435101883,-1.8896491925794958,-3.306244101529032,-0.7475748772196644,0.746827913514347,0.2541408729108252,1.4227993803504926,2.357592183809979,0.18483643934947347,0.8193121896206695,6
-0.9985313069828579,-1.2265685495516514,-0.38615050638489956,-1.7151616156885043,-2.6449372782050133,-0.7487476757983446,0.2292046096087832,0.6003898524722516,1.3286590751373146,2.063245236643371,0.3002079392200154,0.5718198687882767,6
-0.9890675885208396,-1.2051681144733648,-0.41556096872279474,-1.6402481206886013,-2.4038124923914266,-0.7464355871718038,0.9998428722798959,0.48220650938034365,1.2535170623861043,1.9475447133294952,0.34238325459283914,0.6426318741702401,6
-0.9961514053420649,-1.2566546814505537,-0.33678959499654987,-1.8276094690745204,-3.052557513351945,-0.7470387407265535,0.6433521110005519,0.6038942335467553,1.329355208527441,2.259394109800181,0.2168612086366813,0.9824709255878316,6
-1.015791415555811,-1.2460616095672905,-0.35079342056861784,-1.7921211991875174,-2.9172557199630353,-0.7454973483088597,0.291822067941844,0.4296491805510329,1.5528994101853366,2.1990585063620465,0.23880448317219025,0.9228290106738158,6
-0.9805539677784334,-1.21500589499525,-0.397195317675073,-1.680467058099018,-2.5305677286544195,-0.7437213961754299,0.6000195686327943,0.23603357783072618,1.1854972162118156,2.016750989268408,0.30975915513818214,0.8316303018268262,6
-1.0023130684942552,-1.2216832495630854,-0.3882454401501654,-1.7035001365927753,-2.605952173100318,-0.7442240241377213,0.2688064319510934,0.3438676524078755,1.419022809563801,2.057056808173391,0.2933072321959986,0.9486825062318286,6
-1.0075106619015448,-1.2521871221979575,-0.3291762955446324,-1.827722747612721,-3.0530002030175685,-0.7430512255590412,0.41875378257672985,0.5779912766336244,1.5112337793351336,2.2597001201712392,0.2057474849702928,0.9860408360712268,6
-1.024533246044595,-1.2016106036593996,-0.4040375844003054,-1.6470391323543774,-2.4247972323458105,-0.7428501743741246,0.4995720795861893,0.9663407871731501,1.7315671027737762,1.9688653123457545,0.31626325962893914,0.9717934031643017,6
-1.0180595409942972,-1.165770471213381,-0.45186395753256836,-1.521317941692254,-2.061093318760861,-0.7426826317200275,0.39575757954801116,1.1979880107807237,1.6801960820321868,1.7683818725702622,0.395424417048764,0.7250398193663006,6
-1.0066211096248494,-1.2366248774933624,-0.3173995214774578,-1.8118012941160748,-2.9914664374770754,-0.7364165364567937,0.3907010860455175,0.9974864444136344,1.635288154016666,2.2267647126916956,0.19402823422187393,0.785085267372279,6
-0.8424684418530459,-1.1955861619411046,-0.3755179106998613,-1.6689284360615118,-2.493583474583241,-0.7228120729441047,0.14580460987680857,-1.4048946345397006,-0.009310681367836634,1.9898921524695499,0.2845881733788682,0.5658531465876505,6
-0.9234689297917397,-1.0509317648163454,-0.596113064150316,-1.1099964212781321,-1.1444658213971604,-0.7279053696286581,0.24508622337266164,0.02494295252859926,0.8110786630874441,1.1931575922246107,0.6195845229565468,0.9231368369434862,6
-0.9201156437225204,-0.9689634879663546,-0.6915601188167843,-0.8084427422510202,-0.6492537263280562,-0.7291116767381577,-0.1817375360623281,0.5190467052199113,0.7957022039446942,0.7791415700822368,0.8084461181307042,-0.02949390209157454,6
-0.9699957740021555,-1.280211208197922,-0.22457074167545435,-1.991959962437999,-3.782867356736524,-0.7285420317142274,0.47723870199327156,0.45308648977963867,1.3170765968510454,2.535640172557551,0.06072551937103033,0.8919844963604066,6
-0.9253598105474385,-1.214210939783406,-0.33502511873251956,-1.7502702597529967,-2.765808921355066,-0.7262969601493254,0.557467573356224,0.14965805763310125,0.8627090837663458,2.1322119335353955,0.21497734660369805,0.9567290113009561,6
-0.992793461931083,-1.1668062449910344,-0.40511050413096017,-1.5796369178421898,-2.2235448688173283,-0.728743082899144,0.5263967600434725,0.9362334332052867,1.596383500936218,1.8622926124213546,0.3198627817276752,0.8970645500682326,6
-0.9502812463202048,-1.153019617804329,-0.4233799331356815,-1.5314625975108183,-2.088628859826791,-0.723616277683771,0.5689908089855155,0.05588989555537972,1.1522494888057262,1.7872677302016469,0.3489705747936989,0.8377341424555366,6
-0.9915546090221772,-1.1177635196484617,-0.47609795675411093,-1.398748210526348,-1.7500527532709593,-0.7276708099129222,0.4913994258196838,1.1460573629241642,1.6152075916747364,1.5971355207611326,0.4248358589293146,1.0207548048165997,6
-0.9562100423842544,-1.2372076927558475,-0.2751637626951192,-1.8593021209355014,-3.1792536125551125,-0.7237838203378681,0.46027963163417657,0.44322712492168287,1.241042562168185,2.3005546849176044,0.13774431489244315,0.6368485133574386,6
-0.8963585433904552,-1.130722902540611,-0.4543981968220608,-1.4508089022007375,-1.8775024689491393,-0.7202319160710083,0.5112314276866678,-0.24216034929990451,0.6291895351097722,1.6728461603776608,0.39155134543489983,1.012760294319195,6
-0.9248987337129206,-1.106949936615337,-0.48670175774638785,-1.3644141991956482,-1.6694536329372374,-0.7214382231805079,0.7237033425913171,0.08803213468598105,0.9238158694146981,1.5427734324055198,0.44554594746296944,0.8660295423681958,6
-0.9979537966042705,-1.2070849329214604,-0.3174256125057273,-1.7568138732117489,-2.788942703369907,-0.7232476838447572,0.5686133068397861,0.9655891571114346,1.7389057502668364,2.139817921532644,0.191926594905002,0.8669546316286001,6
-1.0014188588757966,-1.237769013041016,-0.26016385429417815,-1.8765940530924128,-3.2509009257785775,-0.7211701549339524,0.45856646583934724,0.9356985822858348,1.806621391672369,2.3403282885286867,0.10832756137082267,0.9604526048547422,6
