Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
-0.7792927230535784,-1.0287866124751328,-1.164144442181706,-0.6594271924152956,-1.8022498717354525,-2.1467430631901463,-0.7796283452383,-0.9731604099963337,0.18104526181186775,0.3328459040491112,1.3643365398069556,1.9585140237285414,0.7102186682700009,2.3206492324016996,2.0079500557037333,0.8544664015355756,5
-0.7685336720494169,-0.9070588228970534,-1.2503841593171223,-0.47347652219927594,-2.3771639029794214,-3.7761606272824833,-0.7653437820581369,-0.9552992894660136,0.6967357713629801,-0.56251468455147,0.014028416246763896,2.7749659632646497,0.4122438168725242,3.052020210889459,2.9250669622327803,0.7746564306648128,5
-0.7480311736757049,-0.9681180827323018,-1.111769356436618,-0.6164926574820047,-1.7301445516256924,-1.9942790567114697,-0.7491525266372955,-0.9215523613771448,0.5461138708120044,0.4954228180532137,1.1707558647583365,1.86612055929718,0.6362466375220831,2.145760334916915,1.9066709205603851,0.9475137819870812,5
-0.7280999523464617,-0.8725253070885933,-1.1373272766182094,-0.47805721852458294,-2.053058204747906,-2.7511178891181616,-0.7168325302953069,-0.8890995918280938,0.6636302024332694,-2.4802548664389583,0.33552132218777847,2.2602976211849573,0.44439345281303677,2.4388269494704224,2.342306931808259,-0.37576173256082124,5
-0.7239105873536908,-0.9855736203441042,-1.2354752582654498,-0.3148710936152794,-2.587690957427318,-4.698202576312255,-0.7264285059983925,-0.8823216310235956,0.41709324722537955,0.8041346958128263,1.8750269800250479,3.1106872035939412,0.17439478054446145,3.2300570944754594,3.313725082941836,0.9746796977834388,5
-0.7194990590658489,-0.9206290107134723,-1.1147619113704386,-0.4992120264232154,-1.9526920041954539,-2.4939481817662483,-0.7207084292763578,-0.8752002591276968,0.4837347785760859,0.48409431109325296,1.0947191273263268,2.1675137612088577,0.447210662833986,2.3302934532140207,2.2389296409608694,0.9936351028108997,5
-0.7132150115766925,-0.7665057452708328,-1.131781524637022,-0.44605102619634995,-2.0926184952992166,-2.858993581678025,-0.7091432468328996,-0.8650843103170373,0.14191580473280674,-0.7716962480071792,-0.6317779725035934,2.361987869611228,0.3668441733694526,2.4870550802867197,2.4561977022940984,0.9427829509311246,5
-0.7118820318062654,-0.9434581846524493,-1.1098467049518346,-0.4734179895041076,-1.9842281480822184,-2.5723468520354253,-0.7129878885641033,-0.8629427322721828,0.35493400811418097,0.4510297374506317,1.5370799545521063,2.202879360398859,0.4126601491687855,2.3399657810451022,2.278272449364804,0.751337764467491,5
-0.7066135879517202,-0.9173187804923205,-1.1037912461235202,-0.46459010330212824,-1.9827218422413022,-2.568553859614163,-0.706830210344208,-0.8544927849679163,0.3775640361438651,0.23563172230965945,1.2923011132637452,2.2064695803034065,0.39556603488699266,2.3281344828354515,2.2822705868015807,0.9167499224981298,5
-0.7018846835280622,-0.9337689564056567,-1.0621699879773832,-0.5120922675002046,-1.781274148422274,-2.1015291986416993,-0.704454659355822,-0.8469276381241454,0.6893954914055571,0.7848225641092582,1.5973546022630898,1.9336730989765871,0.46833044862952794,2.0760320914372303,1.9806700540048288,0.9461557852555851,5
-0.6992504616007896,-0.8949988727412133,-1.103498899772269,-0.4376251097678239,-2.028603782366787,-2.6863506859974384,-0.6994534993802726,-0.8427214220283858,0.35811030178951797,0.22623301737259263,1.1404892037570082,2.274599720743848,0.3521754269474221,2.3679586150422507,2.358287658056285,1.0340373407031305,5
-0.6937281168375917,-0.904688100988006,-1.138135708786432,-0.35591442800223483,-2.260216429300671,-3.3649112834533828,-0.6938897089074737,-0.833921856096077,0.7587140805623932,0.2120081880287611,1.3671079685598664,2.6014773640786344,0.23603898398847648,2.6486142241241635,2.7268589635022367,0.8315808261877585,5
-0.6932203150202861,-0.8957496013457448,-1.091233844524035,-0.4264966304998037,-2.0138001681550386,-2.647824723828787,-0.6949837126521252,-0.8331139388099736,0.10704804071884585,0.5844634484773775,1.260764703853341,2.2368002521642993,0.34609511754968947,2.317309767235174,2.316078215014538,0.5391148202053602,5
-0.6916016967276247,-0.886828662606514,-1.0705420517941544,-0.4543490700018908,-1.9080052246057873,-2.3863616071620424,-0.6928269624126695,-0.8305400854643284,1.07724930677007,0.45733525336257935,1.1758823897957433,2.093454676151925,0.3863273425521048,2.1867245580722012,2.1567837528478684,0.622794605986238,5
-0.6916016967276247,-0.8935061959836647,-1.1203237206419079,-0.3797506194233154,-2.1726021877540904,-3.0898268047776254,-0.6933895929099188,-0.8305400854643284,0.6284423831040034,0.5882330629538409,1.2615510737000246,2.479816207507598,0.2665883162750016,2.5309617569685336,2.5889346816325305,1.0243883593223662,5
-0.6909669444559927,-0.9120197780030234,-1.1100814219699708,-0.39301259062467386,-2.122484655400795,-2.9431126108356813,-0.6919517594169483,-0.8295313078863149,0.18588079571478155,0.40080005830612214,1.5140722457599896,2.4050642393991155,0.28752062586411326,2.461430262620175,2.504628343133649,0.9539084648942189,5
-0.6902052417300344,-0.8788033299218123,-1.0800540694113776,-0.43695634156239216,-1.9648035386205243,-2.523808361195755,-0.6902951251750475,-0.828321199676722,0.5738885288472769,0.1925304199971537,1.0990454548545447,2.1791968422545143,0.3552062922847087,2.25803733473453,2.2519183428474694,0.8461373549158455,5
-0.6901735041164528,-0.8993144646608312,-1.08651031369782,-0.42848058489288926,-1.9973314995575449,-2.6055513131967727,-0.6907639839227553,-0.8282707881027757,0.1569050748625584,0.3085260494506767,1.3628418588851352,2.2291331836132424,0.3395123381392269,2.3020160356519193,2.307527060297325,0.9844599929622607,5
-0.6879836087793225,-0.9042139566061962,-1.1160040977125134,-0.3725406354400789,-2.172762162890136,-3.0903068343162707,-0.6896699801781039,-0.8247943750283173,0.3456825032162629,0.5603696088125764,1.467005697583478,2.4801953348585273,0.2559866212501216,2.520836203459933,2.589363104605991,1.0286069850044954,5
-0.685984139123682,-0.9202602317498428,-1.0671023424551809,-0.4434361383718468,-1.917595682183878,-2.4091163625157956,-0.6894824366790208,-0.8216236069794675,0.4474293510913011,0.9781118308295264,1.7158997805699876,2.119869539796263,0.36141074133264556,2.1944838519388723,2.1860454093731763,1.0117705442463496,5
-0.6847463721939996,-0.9141578179469241,-1.032449000629578,-0.488728903543859,-1.7400486825536885,-2.0147348456221676,-0.6893261504297848,-0.8196623473782161,0.31673124764857047,1.227291560139462,1.6578697790249903,1.8714833326086107,0.4369248061028216,1.9773834823412895,1.9125355216258295,0.7201775167434176,5
-0.6797953044752704,-0.9033754234865149,-1.1009571727008867,-0.36138773741803437,-2.1502774386905523,-3.023582834690217,-0.6834810447083614,-0.8118294715151274,0.3103653343069528,1.011614785535823,1.6071406501405896,2.439390463617368,0.24480729683245708,2.4605378647745177,2.5433005469228935,0.7911342732870889,5
-0.6784305870912617,-0.7486375264378262,-1.0612773908178805,-0.41642729787030264,-1.9485083722143153,-2.4837045688609387,-0.6707906012704046,-0.809673818003258,0.002050937346150046,-1.572593467126056,-0.2506397011265934,2.1459204548909923,0.3311949815755788,2.1967640338358474,2.214944672619906,0.532063840179174,5
-0.6763993798220395,-0.8249923328121889,-0.9214130005930155,-0.6253363961137448,-1.159168868671549,-1.0207918900089865,-0.6755417032471766,-0.8064681217098423,0.12704232665949514,-0.034536859521621166,0.6760928075715869,1.158817102234161,0.6507574647972562,1.3764044772625208,1.1482252140863167,0.9542722285832261,5
